Defibrillator,addressName,longitude,latitude
2018-2016,"AVDA Parque Somercial Parquesur - Cinesa Parquesur sn,  Majadahonda",-4.37667,44.5727
2018-2017,"AVDA del Comercio 0, 28492, Manzanares el Real",-4.31085,45.359
2018-2018,"AVDA de Marcial Llorente 8, 28696, Pelayos de la Presa",-3.88421,44.9021
2018-2097,"CALLE VIVIENDAS Y OFICINAS S.L. 29,  Madrid",-4.42071,44.5762
2018-1008,"CALLE del General Ricardos 177, 28025, Madrid",-4.37721,44.0437
2018-2138,"CALLE EN VEHÍCULO DE CONSERVACIÓN Y MANTENIMIENTO. 95, 28053, Madrid",-4.4261,44.1327
2018-2163,"PASEO de Setubal 1, 28944, Fuenlabrada",-4.31109,44.9061
2018-2165,"CALLE de Logroño 4, 28941, Fuenlabrada",-4.31922,44.0722
2018-2169,"CALLE de la Hiedra 7, 28036, Madrid",-4.42202,44.0394
2018-2170,"CALLE del Conde de Peñalver 19, 28006, Madrid",-4.42676,44.5332
2018-2179,"AVDA Pablo Iglesias 17, 28942, Fuenlabrada",-4.29253,44.1678
2018-2186,"CALLE Río Jarama 0, 28934, Móstoles",-4.26009,44.3433
2018-2196,"CALLE de Bravo Murillo 85, 28003, Madrid",-4.40272,44.7384
2018-2206,"CALLE de Castrobarto 10, 28042, Madrid",-4.50623,44.8092
2018-2214,"PLAZA Constitución 1, 28943, Fuenlabrada",-4.31976,44.9518
2018-2215,"PLAZA Constitución 1, 28943, Fuenlabrada",-4.31976,44.9518
2018-2216,"PLAZA Constitución 1, 28943, Fuenlabrada",-4.31992,44.9562
2018-2217,"CMNO Bajo de Getafe 1, 28946, Fuenlabrada",-4.34756,44.9202
2018-2220,"CALLE Ilustración 4, 28944, Fuenlabrada",-4.32036,44.8656
2018-2221,"CALLE de Holanda 2, 28943, Fuenlabrada",-4.31483,44.9854
2018-2240,"CALLE de Castelló 56, 28001, Madrid",-4.42231,44.5516
2018-2241,"CALLE de Juan de Vera 4, 28045, Madrid",-4.41135,44.1942
2018-2242,"CALLE de Camarena 72, 28047, Madrid",-4.35799,44.1889
2018-2243,"CALLE de María de Portugal 11, 28050, Madrid",-4.44081,44.3522
2018-2141,"PRAJE de la Pollina 18, 28946, Fuenlabrada",-4.34628,44.9677
2018-2145,"VREDA del Camuerzo 2, 28905, Getafe",-4.36899,44.1352
2018-2154,"CALLE Fuentesauco 1, 28944, Fuenlabrada",-4.32403,44.892
2018-2155,"CMNO Bajo de Getafe 2, 28946, Fuenlabrada",-4.34696,44.9028
2018-2156,"PASEO Riazor s/n, 28942, Fuenlabrada",-4.31135,44.1653
2018-2174,"CALLE Ilustración 2, 28944, Fuenlabrada",-4.32044,44.8704
2018-2201,"AVDA de Burgos 8,  Madrid",-4.4274,44.0499
2018-2203,"AVDA de Burgos 8,  Madrid",-4.4274,44.0499
2018-2231,"CALLE de la Isla del Hierro 7, 28703, San Sebastián de los Reyes",-4.47513,44.9677
2018-2239,"CALLE de Ayala 47, 28001, Madrid",-4.42187,44.5456
2018-2247,"CALLE Extremadura s/n, 28860, Paracuellos de Jarama",-4.55499,44.385
2018-2255,"CALLE del Tajo 6, 28002, Madrid",-4.42112,44.778
2018-2257,"PASEO de la Castellana 3, 28046, Madrid",-4.41372,44.5281
2018-2262,"CALLE de Santa Isabel 52, 28012, Madrid",-4.41111,44.3334
2018-2273,"PASEO de los Lanceros 2, 28024, Madrid",-4.32694,44.0136
2018-2280,"PLAZA del Callao 2, 28013, Madrid",-4.40146,44.461
2018-2287,"CALLE de Ramírez de Arellano 35, 28043, Madrid",-4.44168,44.7557
2018-2289,"CALLE Gran Vía 48, 28013, Madrid",-4.40073,44.4701
2018-2290,"CALLE Orfebrería 1, 28933, Móstoles",-4.26791,44.6127
2018-2300,"CALLE de Ramírez de Arellano S/N, 28043, Madrid",-4.44185,44.758
2018-2301,"CALLE Vía Lusitana S/N,  Madrid",-4.38519,44.0292
2018-2302,"AVDA de las Fuerzas Armadas 400, 28055, Madrid",-4.4774,44.0845
2018-2303,"CALLE Valle del Roncal 57, 28692, Villanueva de la Cañada",-4.18831,44.9926
2018-2304,"AVDA de Alfonso XIII 160, 28016, Madrid",-4.42935,44.9085
2018-2306,"CALLE de Santa Magdalena Sofía 12, 28036, Madrid",-4.42675,44.0047
2018-2308,"CALLE de Bravo Murillo 154, 28020, Madrid",-4.40382,44.8095
2018-2131,"CALLE de la Virgen del Sagrario 22, 28027, Madrid",-4.45,44.6343
2018-2132,"CALLE del Marqués de Santillana 29, 28410, Manzanares el Real",-4.26017,45.862
2018-2171,"CTRA de Villaverde a Vallecas 3, 28041, Madrid",-4.41413,44.7242
2018-2172,"CALLE Alfa 14, 28042, Madrid",-4.50848,44.8254
2018-2192,"AVDA de las Comarcas 2, 28941, Fuenlabrada",-4.31917,44.0655
2018-2197,"AVDA Central 34, 28042, Madrid",-4.51921,44.8287
2018-2198,"CMNO de las Hormigueras 169, 28031, Madrid",-4.46035,44.9776
2018-2199,"CTRA de Villaverde a Vallecas 4, 28041, Madrid",-4.44647,44.8368
2018-2200,"CALLE de Rafael Calvo 12, 28010, Madrid",-4.40986,44.6143
2018-2212,"CALLE Oasis 6, 28942, Fuenlabrada",-4.30553,44.0685
2018-2222,"CALLE de Andorra 3, 28943, Fuenlabrada",-4.3142,44.9582
2018-2223,"AVDA del Hospital 2, 28942, Fuenlabrada",-4.30407,44.0155
2018-2224,"CALLE Villa Elena 21, 28942, Fuenlabrada",-4.30913,44.0105
2018-2225,"CALLE Majadahonda 5, 28945, Fuenlabrada",-4.32307,44.9982
2018-2226,"AVDA de la Hispanidad 1, 28945, Fuenlabrada",-4.32924,44.0635
2018-2227,"AVDA Europa 2, 28922, Alcorcón",-4.28044,44.7025
2018-2228,"CALLE de Fray Junípero Serra 31, 28039, Madrid",-4.40645,44.9518
2018-2230,"AVDA los Castillos 16, 28925, Alcorcón",-4.31716,44.7216
2018-2251,"CALLE de Atocha 16, 28012, Madrid",-4.40283,44.3965
2018-2252,"CALLE Rozabella 4, 28290, Rozas de Madrid, Las",-4.24389,44.8068
2018-2254,"AVDA del Monte de Valdelatas 4, 28108, Alcobendas",-4.43964,44.6383
2018-2260,"CALLE del Conde de Miranda 1, 28005, Madrid",-4.3984,44.4043
2018-2266,"PASEO de Venezuela 2, 28009, Madrid",-4.42139,44.4073
2018-2272,"CALLE de Minerva 35, 28032, Madrid",-4.4905,44.2533
2018-2130,"AVDA de la Mancha 33, 28912, Leganés",-4.35513,44.5041
2018-2136,"CALLE LORANCA 2, 28942, Fuenlabrada",-4.28566,44.1904
2018-2204,"CALLE de Ramón y Cajal 7, 28100, Alcobendas",-4.44696,44.8227
2018-2205,"CALLE de Ramón y Cajal 7, 28100, Alcobendas",-4.44696,44.8227
2018-2229,"CALLE Vía Carpetana 105, 28047, Madrid",-4.37282,44.1796
2018-2263,"PASEO de la República de Cuba , 28009, Madrid",-4.41975,44.4023
2018-2264,"CALLE de Santa Isabel 52, 28012, Madrid",-4.41111,44.3334
2018-2265,"AVDA de Puerta de Hierro s/n, 28071, Madrid",-4.37895,44.7527
2018-2271,"CALLE de Escalona 59, 28024, Madrid",-4.354,44.2057
2018-2282,"PASEO de la Tierra de Melide 24, 28050, Madrid",-4.43929,44.4142
2018-2283,"CTRA M-607 Colmenar Viejo 12.8, 28049, Madrid",-4.41958,44.6103
2018-2284,"CTRA M-607 Colmenar Viejo 12.8, 28049, Madrid",-4.41614,44.6585
2018-2293,"CALLE de Navalperal 9, 28035, Madrid",-4.38423,44.9185
2018-2295,"CALLE Miguel Faraday 34, 28906, Getafe",-4.40395,44.9612
2018-2133,"CALLE Río Guadalquivir 13, 28906, Getafe",-4.40796,44.8282
2018-2140,"TRVA de la Arena 2, 28944, Fuenlabrada",-4.32368,44.9295
2018-2142,"CALLE de la Lechuga 18, 28944, Fuenlabrada",-4.32408,44.9404
2018-353,"CALLE José Echegaray 8, 28232, Rozas de Madrid, Las",-4.24629,44.6168
2018-2150,"CALLE de la Fuente s/n, 28944, Fuenlabrada",-4.33268,44.8618
2018-2157,"CALLE de Creta 2, 28943, Fuenlabrada",-4.31669,44.921
2018-2159,"CALLE de Alcobendas 12, 28033, Madrid",-4.45578,44.0775
2018-2161,"CALLE de Zazuar 15, 28031, Madrid",-4.48361,44.0126
2018-2167,"CALLE de los Girasoles 12, 28942, Fuenlabrada",-4.29787,44.0441
2018-2175,"PLAZA Constitución 1, 28943, Fuenlabrada",-4.31992,44.9562
2018-2210,"CALLE Oasis 6, 28942, Fuenlabrada",-4.30553,44.0685
2018-2211,"CALLE Oasis 6, 28942, Fuenlabrada",-4.30553,44.0685
2018-2213,"CALLE Oasis 6, 28942, Fuenlabrada",-4.30553,44.0685
2018-2218,"CMNO Bajo de Getafe 1, 28946, Fuenlabrada",-4.34764,44.9184
2018-2232,"CALLE de Valverde 15, 28004, Madrid",-4.44669,44.4744
2018-2233,"CALLE de José Abascal 56, 28003, Madrid",-4.41245,44.6593
2018-2236,"CALLE Fresa 2, 28222, Majadahonda",-4.25879,44.8591
2018-2258,"CALLE de Alonso Cano 10, 28010, Madrid",-4.40813,44.641
2018-2277,"CALLE de Preciados 1, 28013, Madrid",-4.40251,44.4315
2018-2278,"CALLE de Preciados 3, 28013, Madrid",-4.40161,44.437
2018-2291,"CTRA de Fuencarral a Alcobendas 6, 28050, Madrid",-4.4248,44.489
2018-2292,"CTRA de Fuencarral a Alcobendas 6, 28050, Madrid",-4.4248,44.489
2018-2158,"CALLE Islandia 1, 28942, Fuenlabrada",-4.31248,44.0358
2018-2160,"CALLE Higueral 1, 28944, Fuenlabrada",-4.32127,44.859
2018-2162,"AVDA de las Comunidades 28, 28032, Madrid",-4.47807,44.15
2018-1160,"CALLE ETS DE INGENIEROS INFORMÁTICOS ,  Boadilla del Monte",-4.2874,44.3121
2018-2164,"CALLE de Alan Turing 1, 28031, Madrid",-4.4678,44.4271
2018-2166,"CALLE de Cuba 12, 28945, Fuenlabrada",-4.3329,44.0233
2018-2176,"CALLE de Móstoles 68, 28942, Fuenlabrada",-4.31424,44.0537
2018-2177,"PLAZA de las Artes 1, 28942, Fuenlabrada",-4.28854,44.1115
2018-2178,"AVDA del Hospital 2, 28942, Fuenlabrada",-4.30407,44.0155
2018-2180,"AVDA de las Provincias 33, 28941, Fuenlabrada",-4.31975,44.1068
2018-2181,"CALLE Oviedo 6, 28942, Fuenlabrada",-4.31329,44.1038
2018-2182,"CALLE de Gijón 2, 28942, Fuenlabrada",-4.31382,44.1047
2018-2191,"AVDA de las Comarcas 2, 28941, Fuenlabrada",-4.32354,44.1041
2018-2202,"CALLE de Cabeza Mesada 5, 28031, Madrid",-4.46578,44.3755
2018-2250,"CTRA de Pozuelo de Alarcón 61, 28221, Majadahonda",-4.42759,44.8028
2018-2253,"CALLE de Nazario Calonge s/n, 28830, San Fernando de Henares",-4.55317,44.5197
2018-2256,"CALLE Fresa 2, 28222, Majadahonda",-4.25858,44.8652
2018-2288,"CALLE de María Curie 46, 28342, Valdemoro",-4.41558,44.0199
2018-2296,"AVDA de la Aurora Boreal S/N, 28032, Madrid",-4.48159,44.2372
2018-2139,"CALLE de Sevilla 9, 28941, Fuenlabrada",-4.3212,44.0432
2018-2143,"PLAZA Huerto del Cura S/N, 28945, Fuenlabrada",-4.32374,44.9406
2018-2144,"PLAZA de Francisco Escolar 1, 28944, Fuenlabrada",-4.32744,44.9421
2018-2146,"PLAZA España 1, 28944, Fuenlabrada",-4.32686,44.9419
2018-2147,"CALLE Luis Sauquillo 10, 28944, Fuenlabrada",-4.32362,44.9551
2018-2148,"CALLE de la Habana 35, 28945, Fuenlabrada",-4.33265,44.0563
2018-2151,"CALLE Concepción Arenal 1, 28942, Fuenlabrada",-4.29073,44.0584
2018-2153,"AVDA de Nuevo Versalles s/n, 28942, Fuenlabrada",-4.29319,44.0847
2018-2168,"CALLE Vía de Dublín 7, 28042, Madrid",-4.47943,44.9302
2018-2187,"CALLE Sauce 43, 28942, Fuenlabrada",-4.30542,44.1583
2018-2188,"PLAZA de las Letras 2, 28942, Fuenlabrada",-4.28672,44.1178
2018-2189,"AVDA Pablo Iglesias 17, 28942, Fuenlabrada",-4.29253,44.1678
2018-2190,"CALLE de Leganés 51, 28945, Fuenlabrada",-4.32758,44.0598
2018-2193,"CALLE de Leganés 51, 28945, Fuenlabrada",-4.32758,44.0598
2018-2194,"CALLE de Leganés 51, 28945, Fuenlabrada",-4.32699,44.0514
2018-2195,"CALLE de Leganés 51, 28945, Fuenlabrada",-4.32699,44.0514
2018-2207,"CALLE del Gasómetro 6, 28005, Madrid",-4.39899,44.2917
2018-2248,"AVDA de los Deportes S/N, 28860, Paracuellos de Jarama",-4.55753,44.3744
2018-2261,"AVDA de América 7-9, 28922, Alcorcón",-4.29415,44.7928
2018-2270,"CALLE de la Virgen de la Alegría 10, 28027, Madrid",-4.44272,44.6072
2018-2313,"AVDA de Concha Espina 1, 28036, Madrid",-4.41749,44.8306
2018-2314,"AVDA de Concha Espina 1, 28036, Madrid",-4.41739,44.8317
2018-2324,"AVDA Esparta 6, 28232, Rozas de Madrid, Las",-4.22569,44.5071
2018-2345,"PLAZA de Pablo Ruiz Picasso 1, 28020, Madrid",-4.41254,44.7963
2018-2361,"CALLE de la Tapia de Casariego 1, 28023, Madrid",-4.34129,44.9468
2018-2382,"CALLE los Cuadros 2, 28860, Paracuellos de Jarama",-4.56601,44.3448
2018-2383,"PLAZA del Sol 2, 28922, Alcorcón",-4.61269,44.2024
2018-2394,"CALLE de Juan Ignacio Luca de Tena 11, 28027, Madrid",-4.46286,44.7686
2018-2398,"CALLE de Miguel Servet 8, 28012, Madrid",-4.43171,44.6754
2018-2399,"CALLE de Miguel Servet 8, 28012, Madrid",-4.43171,44.6754
2018-2403,"CALLE de la Senda del Rey 5, 28040, Madrid",-4.37662,44.6411
2018-2431,"AVDA de Europa 20, 28108, Alcobendas",-4.44416,44.5309
2018-2456,"CALLE de Luis Feito 19, 28047, Madrid",-4.36843,44.1456
2018-2463,"CALLE POLÍGONO INDUSTRIAL EL LUCERO 1,  Alcorcón",-4.27308,44.7014
2018-2470,"CALLE de Josefa Valcárcel 24, 28027, Madrid",-4.45252,44.7765
2018-2485,"CALLE de Portugalete 1, 28223, Pozuelo de Alarcón",-4.31166,44.6525
2018-2318,"BULEV de José Prat 35, 28032, Madrid",-4.47497,44.2071
2018-2340,"AVDA de Andalucía 7,00, 28041, Madrid",-4.41236,44.8332
2018-2449,"CALLE Londres 22, 28813, Torres de la Alameda",-4.68136,44.3586
2018-2451,"CALLE Juan de la Cierva 2, 28521, Rivas-Vaciamadrid",-4.55003,44.5438
2018-2458,"PASEO Concepción 12, 28224, Pozuelo de Alarcón",-4.3188,44.8082
2018-2459,"CALLE de María de Molina 41, 28006, Madrid",-4.4245,44.6532
2018-2460,"PASEO del General Martínez Campos 25, 28010, Madrid",-4.41051,44.6295
2018-2472,"CALLE Argentina 1, 28806, Alcalá de Henares",-4.66432,44.2839
2018-2473,"CTRA de Villaverde a Vallecas KM 3,  Madrid",-4.42678,44.8367
2018-2474,"CTRA de Andalucía (N-IV) 19.1, 28320, Pinto",-4.41388,44.6504
2018-2475,"BULEV John Deere S/N, 28984, Parla",-4.33148,44.5225
2018-2482,"CALLE del Conde de Vilches 20, 28028, Madrid",-4.43218,44.6525
2018-2484,"CALLE de Marie Curie 2, 28049, Madrid",-4.41593,44.8183
2018-2497,"CTRA del Barrio de la Fortuna 14, 28054, Madrid",-4.34446,44.8848
2018-2508,"CALLE Primavera 1, 28914, Leganés",-4.33956,44.147
2018-2509,"CALLE Primavera 1, 28914, Leganés",-4.34128,44.1301
2018-2513,"AVDA Universidad 7, 28911, Leganés",-4.35112,44.4654
2018-2514,"CALLE de Juan Ignacio Luca de Tena 11, 28027, Madrid",-4.46237,44.7656
2018-2517,"PLAZA Comunidad de Madrid 2, 28914, Leganés",-4.35472,44.4296
2018-2329,"PASEO de la Florida 5, 28008, Madrid",-4.3883,44.4745
2018-2330,"CALLE Virgilio 9, 28223, Pozuelo de Alarcón",-4.32773,44.2145
2018-2331,"CALLE del Padre Damián 20, 28036, Madrid",-4.41998,44.8485
2018-2332,"LUGAR Alcamar , 28816, Camarma de Esteruelas",-4.67475,44.7795
2018-2334,"AVDA de Pablo Neruda 91, 28018, Madrid",-4.43794,44.0273
2018-2335,"LUGAR Alcamar , 28816, Camarma de Esteruelas",-4.67475,44.7795
2018-2371,"CALLE de los Pajaritos 22, 28007, Madrid",-4.43146,44.2842
2018-2380,"CALLE Miguel Servet 8, 28341, Valdemoro",-4.43171,44.6754
2018-2393,"CALLE del Obispo Trejo 2, 28040, Madrid",-4.37785,44.6364
2018-2427,"CALLE de Juan de Mena 8, 28014, Madrid",-4.41401,44.4278
2018-2439,"CALLE de Mauricio Legendre 33 bis, 28046, Madrid",-4.41837,44.048
2018-2444,"CALLE de Aracne 0, 28022, Madrid",-4.5017,44.7656
2018-2477,"AVDA de la Hispanidad 6, 28042, Madrid",-4.50568,44.8497
2018-2487,"PLAZA Consistorial 1, 28794, Guadalix de la Sierra",-4.41551,45.5106
2018-2502,"CALLE de Inocencio Fernández 40, 28035, Madrid",-4.38029,44.0941
2018-2503,"CALLE de Otero y Delage 105, 28035, Madrid",-4.38047,44.0867
2018-2519,"CALLE de Juan Ignacio Luca de Tena 11, 28027, Madrid",-4.46409,44.7719
2018-2523,"AVDA del Santuario de Valverde 11, 28049, Madrid",-4.40212,44.2541
2018-2524,"CALLE de Nuria 36, 28034, Madrid",-4.40132,44.2565
2018-2525,"CALLE de la Estrategia 8, 28906, Getafe",-4.41719,44.3605
2018-354,"PASEO de Santa María de la Cabeza 115, 28026, Madrid",-4.39755,44.1329
2018-2527,"CALLE de Arrastaria 20, 28022, Madrid",-4.50264,44.7386
2018-2529,"CALLE de Juan del Rosal 14, 28040, Madrid",-4.37449,44.8099
2018-2315,"CALLE Pedro Sarmiento de Gamboa 11, 28805, Alcalá de Henares",-4.69504,44.2276
2018-2316,"CALLE de la Playa de Barlovento 14, 28042, Madrid",-4.4966,44.0459
2018-2317,"AVDA de Valdemarín 169, 28023, Madrid",-4.32643,44.9951
2018-2347,"CALLE de Miguel Yuste 26, 28037, Madrid",-4.47013,44.6641
2018-2348,"PASEO Club Deportivo 1, 28223, Pozuelo de Alarcón",-4.32046,44.4593
2018-2351,"PASEO Club Deportivo 1, 28223, Pozuelo de Alarcón",-4.32046,44.4593
2018-2354,"CALLE de Ulises 99, 28043, Madrid",-4.4525,44.8851
2018-2357,"CALLE de Müller 25, 28039, Madrid",-4.40726,44.9507
2018-2364,"AVDA de Madrid Mercamadrid 12, 28053, Madrid",-4.43931,44.7645
2018-2365,"CALLE PASILLO OFICINA ,  Madrid",-4.43285,44.7989
2018-2388,"PLAZA de la Madre Molas 1, 28036, Madrid",-4.41925,44.9387
2018-2390,"CALLE de Leonardo Prieto Castro 6, 28040, Madrid",-4.38935,44.8431
2018-2392,"CALLE Río Guadiato 3, 28906, Getafe",-4.40836,44.9045
2018-2452,"CALLE de Luis Cabrera 63, 28002, Madrid",-4.42979,44.7297
2018-2531,"CALLE de Fernando el Católico 8, 28330, San Martín de la Vega",-4.50428,44.1437
2018-2533,"CALLE de Serrano 52, 28001, Madrid",-4.41714,44.5454
2018-2534,"AVDA de San Diego 63, 28053, Madrid",-4.43317,44.089
2018-2536,"AVDA de Burgos 91, 28050, Madrid",-4.43049,44.2827
2018-2538,"AVDA de Burgos 91, 28050, Madrid",-4.43154,44.3224
2018-2309,"CTRA M-607 Colmenar Viejo 12.800, 28048, Madrid",-4.42179,44.6352
2018-2310,"CALLE del Trigo 39, 28914, Leganés",-4.33329,44.4446
2018-2311,"CALLE de Santa Isabel 46, 28012, Madrid",-4.40894,44.3459
2018-2312,"AVDA de Concha Espina 1, 28036, Madrid",-4.41739,44.8317
2018-2321,"CALLE las Fábricas 8, 28923, Alcorcón",-4.31072,44.6047
2018-2326,"CALLE del Trigo 39, 28914, Leganés",-4.33329,44.4446
2018-2336,"AVDA de Alfonso XIII 165, 28016, Madrid",-4.42392,44.9028
2018-2343,"CALLE de Moreno Nieto 1, 28005, Madrid",-4.39062,44.377
2018-2359,"AVDA de Europa 22, 28108, Alcobendas",-4.44208,44.5065
2018-2362,"CALLE del Eucalipto S/N, 28935, Móstoles",-4.2137,44.2958
2018-2363,"CALLE de Luis Marín , 28038, Madrid",-4.45735,44.1461
2018-2370,"PLAZA del Marqués de Salamanca 3, 28006, Madrid",-4.42285,44.5692
2018-2402,"CALLE de Juan Ignacio Luca de Tena 11, 28027, Madrid",-4.46409,44.7719
2018-2415,"CALLE de Evaristo San Miguel 10, 28008, Madrid",-4.3932,44.5386
2018-2416,"AVDA Madrid 55, 28670, Villaviciosa de Odón",-4.25096,44.748
2018-2432,"CALLE de Anabel Segura 11, 28108, Alcobendas",-4.46976,44.7139
2018-2434,"CALLE de Valportillo II 8, 28108, Alcobendas",-4.44504,44.6899
2018-2337,"CTRA N-III km52,2, 28590, Villarejo de Salvanés",-4.78261,44.5142
2018-2342,"CALLE de la Virgen de la Cabeza 29, 28821, Coslada",-4.52114,44.5651
2018-2346,"AVDA de Pablo Neruda 91, 28018, Madrid",-4.43791,44.0275
2018-2352,"PASEO Club Deportivo 1, 28223, Pozuelo de Alarcón",-4.32046,44.4593
2018-2400,"CALLE de Miguel Servet 8, 28012, Madrid",-4.43171,44.6754
2018-2401,"CALLE de Miguel Servet 8, 28012, Madrid",-4.43171,44.6754
2018-2408,"CALLE de Juan Ignacio Luca de Tena 11, 28027, Madrid",-4.46359,44.7701
2018-2446,"CALLE de Suero de Quiñones 42, 28002, Madrid",-4.42546,44.7653
2018-2453,"CALLE de Albarracín 27, 28037, Madrid",-4.46373,44.6176
2018-2461,"CALLE de Camarena 55, 28047, Madrid",-4.35982,44.1934
2018-2462,"CALLE de los Misterios 38, 28027, Madrid",-4.45506,44.6949
2018-2464,"CMNO de Villaviciosa de Odón a Móstoles 0,2,  Móstoles",-4.2462,44.5295
2018-2466,"CALLE de Juan Ignacio Luca de Tena 11, 28027, Madrid",-4.46452,44.7726
2018-2469,"AVDA Principal S/N, 28991, Torrejón de la Calzada",-4.31835,44.9121
2018-2468,"CALLE de Juan Ignacio Luca de Tena 11, 28027, Madrid",-4.46452,44.7726
2018-2471,"CALLE Torres Quevedo 4, 28936, Móstoles",-4.27938,44.3269
2018-2486,"CALLE de Mercedes Fórmica 32, 28028, Madrid",-4.43613,44.4796
2018-2307,"AVDA de la Constitución 47, 28821, Coslada",-4.52069,44.5249
2018-2322,"CALLE NAVE D 124,  Pozuelo de Alarcón",-4.45328,44.949
2018-2328,"CALLE de Moreno Nieto 1, 28005, Madrid",-4.3906,44.3733
2018-2356,"PASEO de la Castellana 36, 28046, Madrid",-4.41662,44.5996
2018-2358,"CALLE de Goya 4, 28001, Madrid",-4.4168,44.518
2018-2366,"AVDA de Madrid 3, 28342, Valdemoro",-4.41693,44.0962
2018-2368,"CTRA de Canillas 43, 28043, Madrid",-4.45165,44.9448
2018-2395,"CALLE de Juan Ignacio Luca de Tena 11, 28027, Madrid",-4.46286,44.7686
2018-2438,"CALLE de Juan del Rosal 12, 28040, Madrid",-4.375,44.8137
2018-2442,"CALLE de Camarena 57, 28047, Madrid",-4.35907,44.1853
2018-2445,"CALLE de Serrano 45, 28001, Madrid",-4.41692,44.5611
2018-2447,"CALLE Vieja de Pinto 15, 28021, Madrid",-4.39814,44.6564
2018-2450,"CALLE de Covachuelas 3, 28021, Madrid",-4.39839,44.6651
2018-2467,"AVDA Principal S/N, 28991, Torrejón de la Calzada",-4.31835,44.9121
2018-2479,"AVDA Mar Adriático 5, 28341, Valdemoro",-4.418,44.7773
2018-2489,"PLAZA del Celenque 3, 28013, Madrid",-4.40116,44.4308
2018-2495,"CALLE Granito 1, 28400, Collado Villalba",-4.13854,44.7687
2018-2498,"CTRA de Villaverde a Vallecas KM 3,  Madrid",-4.42678,44.8367
2018-2499,"CALLE de los Robles 12, 28922, Alcorcón",-4.28448,44.4719
2018-2515,"CALLE Estambul 24, 28922, Alcorcón",-4.27877,44.6396
2018-2520,"CALLE Jacinto Benavente 2, 28232, Rozas de Madrid, Las",-4.24533,44.5984
2018-2325,"CALLE del Trigo 39, 28914, Leganés",-4.33329,44.4446
2018-2349,"PASEO Club Deportivo 1, 28223, Pozuelo de Alarcón",-4.32046,44.4593
2018-2350,"PASEO Club Deportivo 1, 28223, Pozuelo de Alarcón",-4.32046,44.1593
2018-2294,"AVDA de San Luis 29, 28033, Madrid",-4.44124,44.0226
2018-2373,"CALLE del Doctor Esquerdo 136, 28007, Madrid",-4.43067,44.3026
2018-2374,"CALLE de Columba 15, 28052, Madrid",-4.50147,44.235
2018-2375,"CALLE de Santa Sabina 8, 28007, Madrid",-4.43207,44.2828
2018-2376,"CALLE de los Pajaritos 24, 28007, Madrid",-4.43166,44.287
2018-2377,"CALLE de Sahagún 32, 28925, Alcorcón",-4.30567,44.7613
2018-2397,"CALLE de Juan Ignacio Luca de Tena 11, 28027, Madrid",-4.46359,44.7701
2018-2404,"AVDA Esparta 9, 28232, Rozas de Madrid, Las",-4.22294,44.5064
2018-2406,"CALLE de Juan del Rosal 10, 28040, Madrid",-4.37608,44.8208
2018-2418,"PASEO Senda del Rey 7, 28040, Madrid",-4.37645,44.6447
2018-2424,"PASEO de Tiselius 5, 28906, Getafe",-4.36944,44.8443
2018-2426,"AVDA de Europa 15, 28108, Alcobendas",-4.44378,44.5292
2018-2437,"CALLE Londres 20, 28813, Torres de la Alameda",-4.68142,44.3582
2018-2440,"CALLE de Suero de Quiñones 42, 28002, Madrid",-4.42546,44.7653
2018-2465,"CALLE de San Andrés 9, 28470, Cercedilla",-4.10666,45.0249
2018-2540,"CALLE de Guzmán el Bueno 60, 28015, Madrid",-4.39561,44.6509
2018-2557,"CALLE de Portugalete 1, 28223, Pozuelo de Alarcón",-4.31166,44.6525
2018-2564,"CALLE de Sánchez Preciado 62, 28039, Madrid",-4.39959,44.9614
2018-2565,"CALLE de Jorge Manrique 27, 28006, Madrid",-4.41779,44.7181
2018-2571,"CALLE de Manuel Muñoz 9, 28026, Madrid",-4.4042,44.082
2018-2608,"CALLE de San Norberto 48, 28021, Madrid",-4.40105,44.5736
2018-2609,"CALLE de San Norberto 48, 28021, Madrid",-4.40105,44.5736
2018-2610,"CALLE de San Norberto 48, 28021, Madrid",-4.40105,44.5736
2018-2611,"CALLE Mondragón 1, 28917, Leganés",-4.34044,44.7956
2018-2612,"CALLE Lisboa 53, 28850, Torrejón de Ardoz",-4.6008,44.9575
2018-2624,"CALLE de Lorenzo Solano Tendero 11, 28043, Madrid",-4.44686,44.8303
2018-2625,"PASEO de la Habana 204, 28036, Madrid",-4.42394,44.9548
2018-2631,"RONDA de Sobradiel 31, 28043, Madrid",-4.45828,44.8192
2018-2639,"PASEO de la Castellana 156, 28046, Madrid",-4.4153,44.8645
2018-2661,"CALLE de San Norberto 48, 28021, Madrid",-4.40105,44.5736
2018-2674,"CMNO Cerro de los Gamos S/N, 28224, Pozuelo de Alarcón",-4.31514,44.9441
2018-2682,"CALLE de Arturo Soria 336, 28033, Madrid",-4.43603,44.1406
2018-2693,"PASEO de las Delicias 26, 28045, Madrid",-4.41139,44.2949
2018-2553,"CALLE de Villastar 10, 28021, Madrid",-4.39568,44.6097
2018-2554,"CALLE del Clavo 1, 28522, Rivas-Vaciamadrid",-4.53832,44.6686
2018-2555,"CALLE del Clavo 1, 28522, Rivas-Vaciamadrid",-4.54212,44.6597
2018-2587,"CALLE Camino de Valdeolivas 9, 28750, San Agustín del Guadalix",-4.48724,45.5012
2018-525,"CALLE de Arturo Soria 143, 28043, Madrid",-4.44457,44.8314
