,identifier,name,equipment,teaching,typeAccessibility,knowsAbout,locality,same_as_wikidata_locality,province,same_as_wikidata_province,postalCode,neighborhood,same_as_wikidata_neighborhood,district,same_as_wikidata_district,latitude,longitude,telephone,faxNumber,email,titularity,laborDay,schedule,extraUses,otherUses,yardCategory,yardNumber,accessibilityComment,directAccess,otherAccess,wcAccessibles,shade,furniture,services,surface,conservationState,greenZonesProximity,facilitiesProximity,observations,bus,renfe,same_as_wikidata_renfe,metro,same_as_wikidata_metro,streetAddress
59,5096,Colegio público de practicas asunción rincón,"Comedor, horario ampliado, planes de mejora",Enseñanza: educación infantil - primaria - enseñanza Bilingüe,0,Http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410vgnvcm100000171f5a0arcrd&vgnextoid=28d9a3f5ca71c010vgnvcm1000000b205a0arcrd,Madrid,https://wikidata.org/entity/Q2807,Community of Madrid,https://wikidata.org/entity/Q5756,28003,Vallehermoso,https://wikidata.org/entity/Q6122685,Chamberí,https://wikidata.org/entity/Q1763370,439704,4476829,915 542 118,915 345 120,,Comunidad,Lunes-viernes partida,9:00-16:00,Actividades extraescolares 16:00-17:00,,II,4,Si,Si,,Si,Si (en un patio),"Canastas, porterías, bancos",Fuentes (2patios),"652,2",Mejorable (suelos levantados),"Parque santander (300m), parque enrique herreros (750m), parque san juan crisostomo (850m)","Cdm vallehermoso (170m), instalaciones deportivas canal (300m), casa de cultura y participación chamberi (800m)","Varios patios, uno con acceso a calle. ","2 , 12 , 202",,https://wikidata.org/entity/Q858684,Islas Filipinas,https://wikidata.org/entity/Q966680,Avenida filipinas 5
60,5136,Colegio público dionisio ridruejo,"Comedor, horario ampliado, planes de mejora",Enseñanza: educación infantil - primaria - enseñanza Bilingüe,0,Http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410vgnvcm100000171f5a0arcrd&vgnextoid=779ca3f5ca71c010vgnvcm1000000b205a0arcrd,Madrid,https://wikidata.org/entity/Q2807,Community of Madrid,https://wikidata.org/entity/Q5756,28033,Pinar del Rey,https://wikidata.org/entity/Q10349788,Hortaleza,https://wikidata.org/entity/Q1928529,446211,4480453,917 639 188,917 639 188,,Ayuntamiento,Lunes-viernes continua,9:00-16:00,Actividades extraescolares 16:00-17:00,,I,2,Si,Si (c/ zipaquira),C/  carare,Si,Porche (en patio delantero),"Porterías, canastas ",Alumbrado (patio delantero),"2729,4","Un patio recién reformado, otro en mal estado",,,,"72 , 87",,https://wikidata.org/entity/Q858684,San Lorenzo,https://wikidata.org/entity/Q2481355,Calle zipaquira 14
61,5137,Colegio público doctor conde arruga,"Comedor, horario ampliado",Enseñanza: educación infantil - primaria - enseñanza Bilingüe,0,Http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410vgnvcm100000171f5a0arcrd&vgnextoid=ccaca3f5ca71c010vgnvcm1000000b205a0arcrd,Madrid,https://wikidata.org/entity/Q2807,Community of Madrid,https://wikidata.org/entity/Q5756,28030,Vinateros,https://wikidata.org/entity/Q10391533,Moratalaz,https://wikidata.org/entity/Q2076109,445389,4472778,917 732 393,917 737 286,,Ayuntamiento,Lunes-viernes continua,9:00-16:00,Actividades extraescolares 16:00-17:00,,III,1,Si,Si (c/ hacienda de pavones),C/ pico de artilleros,No,Corredores exteriores techados,"Canastas, bancos",Alumbrado débil,"1414,98","Bueno en una parte, zonas pendientes de arreglar ","Parque de los patines (300m), parque el torito (450m)",Centro cultural el torito (550m),,"20 , 30 , 71 , 100",,https://wikidata.org/entity/Q858684,Artilleros,https://wikidata.org/entity/Q649362,Calle hacienda de pavones 105
62,5138,Colegio público doctor federico rubio,"Comedor, planes de mejora, horario ampliado",Enseñanza: educación infantil - primaria,0,Http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410vgnvcm100000171f5a0arcrd&vgnextoid=12cca3f5ca71c010vgnvcm1000000b205a0arcrd,Madrid,https://wikidata.org/entity/Q2807,Community of Madrid,https://wikidata.org/entity/Q5756,28039,Bellas Vistas,https://wikidata.org/entity/Q11908929,Tetuán,https://wikidata.org/entity/Q1773540,439682,4478218,914 502 091,914 595 006,,Ayuntamiento,Lunes-viernes continua,9:00-16:00,Actividades extraescolares 16:00-17:00,Cruz roja 16:00-20:00. 'patios abiertos' fin de semana (antes de pandemia),III,2,Si,Si,,No,"Porche, toldo (10x8m), arbolado","Porterías, canastas, grada, columpio",Alumbrado,"1850,2",Muy bueno,"Parque francos rodriguez (290m), parque del canalillo (400m), dehesa de la villa (800m)","Cdm francos rodriguez (290m), biblioteca manuel vazquez (700m), centro cultural juan gris (800m)",,"44 , 127",,https://wikidata.org/entity/Q858684,Francos Rodríguez,https://wikidata.org/entity/Q774677,Avenida doctor federico rubio y gali 53
63,5140,Colegio público doctor severo ochoa,"Comedor, transporte, planes de mejora",Enseñanza: educacion infantil - primaria - enseñanza Bilingüe,0,Http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410vgnvcm100000171f5a0arcrd&vgnextoid=67dca3f5ca71c010vgnvcm1000000b205a0arcrd,Madrid,https://wikidata.org/entity/Q2807,Community of Madrid,https://wikidata.org/entity/Q5756,28032,Casco Histórico de Vicálvaro,https://wikidata.org/entity/Q16544374,Vicálvaro,https://wikidata.org/entity/Q589403,448041,4473688,917 752 715,917 750 711,,Ayuntamiento,Lunes-viernes continua,9:00-16:00,Actividades extraescolares 16:00-18:00,"Colegio de polaco, sábados 9:00-14:00",I,1,Si,Si (c/ ezcaray),No,Si,2 porches (45 y 100m²),"Porterías, canastas, columpios",Alumbrado,"3171,8",Bueno (pero pinturas desconchadas),Parque cuña verde de vicálvaro (0m),"Biblioteca vicálvaro (900m), centro cultural el madroño (900m)",,"4 , 100 , 106 , 130",,https://wikidata.org/entity/Q858684,,https://wikidata.org/entity/Q858684,Calle ezcaray 3
64,5141,Colegio público doctor tolosa latour,"Comedor, horario ampliado, planes de mejora",Enseñanza: educación infantil - primaria - enseñanza Bilingüe,0,Http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410vgnvcm100000171f5a0arcrd&vgnextoid=bceca3f5ca71c010vgnvcm1000000b205a0arcrd,Madrid,https://wikidata.org/entity/Q2807,Community of Madrid,https://wikidata.org/entity/Q5756,28018,Palomeras Sureste,https://wikidata.org/entity/Q10343901,Puente de Vallecas,https://wikidata.org/entity/Q2003054,445505,4470356,91 778 47 94,917 777 679,,Ayuntamiento,Lunes-viernes continua,9:00-16:00,Actividades extraescolares 16:00-17:30,,I,4,Si (solo 1 patio),Si,,Si,"Si (12x7, 7x19, 12x7)","Porterías, canastas","Alumbrado, fuentes","3150,08",Deteriorado (solera y gradas necesitan arreglo),"Parque lineal de palomeras (90m), parque de la paloma (250m)",Biblioteca miguel herdez (300m),,"54 , 144",,https://wikidata.org/entity/Q858684,,https://wikidata.org/entity/Q858684,Calle asturianos 4
65,6024,Colegio público eduardo rojo,"Comedor, horario ampliado, integración preferente (trastornos generales del desarrollo), enseñanza Bilingüe",Enseñanza: educación infantil - primaria,0,Http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410vgnvcm100000171f5a0arcrd&vgnextoid=f6c4ae10c471c010vgnvcm1000000b205a0arcrd,Madrid,https://wikidata.org/entity/Q2807,Community of Madrid,https://wikidata.org/entity/Q5756,28018,Palomeras Bajas,https://wikidata.org/entity/Q10343902,Puente de Vallecas,https://wikidata.org/entity/Q2003054,443745,4470970,914 774 560,914 784 525,,Ayuntamiento,Lunes-viernes continua,9:00-15:00,,,II,1,Si,Si (c/ eduardo rojo),,Si,Si,"Porterías, canastas, columpios, bancos, zona de tierra",No,"2483,987",Bueno,"Parque del payaso fofó (300m), parque amós acero (350m)",Cdm vallecas (750m),,"57, 103, 111, 144, 310",,https://wikidata.org/entity/Q858684,,https://wikidata.org/entity/Q858684,Calle eduardo rojo 5
66,5144,Colegio público eeuu - huarte de san juan,"Comedor, transporte, planes de mejora- horario ampliado",Enseñanza: educación infantil - primaria enseñanza Bilingüe,0,Http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410vgnvcm100000171f5a0arcrd&vgnextoid=020da3f5ca71c010vgnvcm1000000b205a0arcrd,Madrid,https://wikidata.org/entity/Q2807,Community of Madrid,https://wikidata.org/entity/Q5756,28008,Casa de Campo,https://wikidata.org/entity/Q16302441,Moncloa-Aravaca,https://wikidata.org/entity/Q2017682,437765,4475600,915 418 978 - 915 420 841,915 594 699,,Ayuntamiento,Lunes-viernes,9:00-16:00,Actividades extraescolares 16:00-20:00,,II,3,Si,Si (patio exterior),,Si,Si,"Porterías, canastas",No,"739,92",,Bueno,"Río manzanares (140m), casa de campo (750m)","Centro cultural agustín díaz (190m), cdm jose mª cagigal (550m)","41 , 75",,https://wikidata.org/entity/Q858684,,https://wikidata.org/entity/Q858684,Paseo comandante fortea 71
67,42014,Colegio público el espinillo,Comedor,Enseñanza: educación infantil - primaria,0,Http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410vgnvcm100000171f5a0arcrd&vgnextoid=0d77598d1351c010vgnvcm1000000b205a0arcrd,Madrid,https://wikidata.org/entity/Q2807,Community of Madrid,https://wikidata.org/entity/Q5756,28041,Los Rosales,https://wikidata.org/entity/Q10319807,Villaverde,https://wikidata.org/entity/Q919536,441135,4468120,917 237 434 - 913 182 512,917 237 434,,Ayuntamiento,Lunes-viernes continua,9:00-16:00,"Actividades extraescolares, centro de día cruz roja 16:00-20:00",,III,3,No (escalones),Si (c/ uimidad y c/ círculo),,Si,No,"Porterías, canastas",Alumbrado,"3970,37",Mejorable (suelos deteriorados),,,,"22 , 59 , 85 , 79 , 123",,https://wikidata.org/entity/Q858684,,https://wikidata.org/entity/Q858684,Calle uimidad 1
68,176810,Colegio público el greco,"Comedor, horario ampliado",Enseñanza: segundo ciclo de infantil - educación primaria,0,Http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410vgnvcm100000171f5a0arcrd&vgnextoid=b9f34b6faa61c010vgnvcm1000000b205a0arcrd,Madrid,https://wikidata.org/entity/Q2807,Community of Madrid,https://wikidata.org/entity/Q5756,28021,Butarque,https://wikidata.org/entity/Q390453,Villaverde,https://wikidata.org/entity/Q919536,442785,4466530,917 100 008 - 917 973 463,917 983 281,Cp.elgreco.madrid@educa.madrid.org,Ayuntamiento,Lunes-viernes continua,9:00-16:00,Actividades extraescolares 16:00-18:30,,III,3,Si (patio delantero),Si,,No,No,"Porterías, canastas",No,"5708,12",Mejorable (grietas en suelo),,,,"se los rosales , 85 , 123",Villaverde Bajo railway station,https://wikidata.org/entity/Q2560615,,https://wikidata.org/entity/Q858684,Calle estefanita 7
69,5220,Colegio público el madroño,"Comedor, horario ampliado, planes de mejora",Enseñanza: educación infantil - primaria,0,Http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410vgnvcm100000171f5a0arcrd&vgnextoid=571da3f5ca71c010vgnvcm1000000b205a0arcrd,Madrid,https://wikidata.org/entity/Q2807,Community of Madrid,https://wikidata.org/entity/Q5756,28038,Numancia,https://wikidata.org/entity/Q10338144,Puente de Vallecas,https://wikidata.org/entity/Q2003054,444572,4472813,915 014 668,915 013 612,,Ayuntamiento,Lunes-viernes continua,9:00-16:00,Actividades extraescolares y alfabetización de adultos 16:00-17:15,"Asociación de vecinos 17:30-19:30 lunes, miércoles y jueves ",I,3,Si (faltan rampas para accesibilidad total en todo el patio),Si (c/ marismas),,Si,Un patio completamente cubierto,"Ajedrez, columpio, canastas, porterías",No,"2066,1088",Algo deteriorado (grietas desde febrero 2021),Parque cerro del tío pío (300m),,,"63 , 141 , 143 , e",,https://wikidata.org/entity/Q858684,,https://wikidata.org/entity/Q858684,Calle las marismas 14
70,5339,Colegio público el quijote,"Comedor, transporte, horario ampliado, planes de mejora, convenio con british council",Enseñanza: educación infantil - primaria,0,Http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410vgnvcm100000171f5a0arcrd&vgnextoid=ac2da3f5ca71c010vgnvcm1000000b205a0arcrd,Madrid,https://wikidata.org/entity/Q2807,Community of Madrid,https://wikidata.org/entity/Q5756,28031,Casco Histórico de Vallecas,https://wikidata.org/entity/Q16544370,Villa de Vallecas,https://wikidata.org/entity/Q1947988,447045,4469557,913 800 214,913 800 246,,Ayuntamiento,Lunes-viernes continua,9:00-16:00,,,I,1,Si,Si (c/ puerto de porzuna),,Si,"Porche (en zona infantil), arbolado","Porterías, canastas, juegos",Alumbrado,"3021,29 +  2059,80",Aceptable,Parque navamures (230m),"Cdm miguel guillen (120m), espacio almudena grandes (260m), biblioteca gerardo diego (500m)",,"54 , 142",,https://wikidata.org/entity/Q858684,Congosto,https://wikidata.org/entity/Q934059,Calle fuentidueña 4
71,64474,Colegio público el sol,"Comedor, transporte, horario ampliado, integración preferente: audtitivos- planes de mejora",Enseñanzas   segundo ciclo de educación infantil educación primaria  educación especial:  educación infantil  educación básica obligatoria,0,Http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410vgnvcm100000171f5a0arcrd&vgnextoid=e667598d1351c010vgnvcm1000000b205a0arcrd,Madrid,https://wikidata.org/entity/Q2807,Community of Madrid,https://wikidata.org/entity/Q5756,28022,Arcos,https://wikidata.org/entity/Q9627876,San Blas,https://wikidata.org/entity/Q2001937,448112,4474999,91 777 76 79  (colegio público) / 913 060 345 / 913 060 347 (educación especial),913 060 347,Cp.elsol.madrid@educa.madrid.org (educación especial),Ayuntamiento,Lunes-viernes continua,9:00-16:00,Actividades extraescolares 16:00-17:00,Actividades deportivas 17:00-20:30,II,3,Si,Si,,Si,"Soportales y techados, arbolado","Porterías, canastas",Alumbrado débil,"743,18",Bueno (recién arreglado),,,Colegio de educación especial. ,"48 , 109 , 140",,https://wikidata.org/entity/Q858684,,https://wikidata.org/entity/Q858684,Avenida canillejas a vicalvaro 82
72,5145,Colegio público emilia pardo bazán,"Comedor, planes de mejora",Enseñanza: educación infantil - primaria - enseñanza Bilingüe -,0,Http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410vgnvcm100000171f5a0arcrd&vgnextoid=f14da3f5ca71c010vgnvcm1000000b205a0arcrd,Madrid,https://wikidata.org/entity/Q2807,Community of Madrid,https://wikidata.org/entity/Q5756,28005,Embajadores,https://wikidata.org/entity/Q2449844,Centro,https://wikidata.org/entity/Q1763376,440135,4473146,915 306 059,915 275 184,,Ayuntamiento,Lunes-viernes continua,9:00-16:00,Actividades extraescolares 16:00-18:00,,I,2,Si,Si (c/ casino),Acceso principal del centro,Si,Toldo (destruido),Canastas,Alumbrado,"360,15",Regular,Parque casino de la reina (6m),"Espacio tabacalera (230m), centro cultural la corrala (550m)",Frente a un parque muy amplio. ,"27, 34, 36, 41, 60, 119, 148, c1, c2",Acacias / Embajadores,https://wikidata.org/entity/Q2305840,Acacias / Embajadores,https://wikidata.org/entity/Q2305840,Calle ventorrillo 14
73,5148,Colegio público ermita del santo,"Comedor, horario ampliado, planes de mejora",Enseñanza: educación infantil - primaria,0,Http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410vgnvcm100000171f5a0arcrd&vgnextoid=9c6da3f5ca71c010vgnvcm1000000b205a0arcrd,Madrid,https://wikidata.org/entity/Q2807,Community of Madrid,https://wikidata.org/entity/Q5756,28011,Barrio de Puerta del Ángel,https://wikidata.org/entity/Q31142,Latina,https://wikidata.org/entity/Q794954,438623,4473619,914 642 590,914 642 590,,Ayuntamiento,Lunes-viernes continua,9:00-16:00,Ludoteca 16:00-17:30,,III,5,No,Si,,No,Si,"Porterías, juegos",Alumbrado,"1977,37",,,,,"25 , 138",,https://wikidata.org/entity/Q858684,,https://wikidata.org/entity/Q858684,Paseo ermita del santo 18
74,5149,Colegio público escuelas aguirre,"Comedor, horario ampliado, integración (preferentemente auditivos)",Enseñanza: educacion infantil - primaria - enseñanza Bilingüe,0,Http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410vgnvcm100000171f5a0arcrd&vgnextoid=e18da3f5ca71c010vgnvcm1000000b205a0arcrd,Madrid,https://wikidata.org/entity/Q2807,Community of Madrid,https://wikidata.org/entity/Q5756,28009,Niño Jesús,https://wikidata.org/entity/Q3773746,Retiro,https://wikidata.org/entity/Q2002296,442787,4473989,915 741 864,915 044 683,,Ayuntamiento,Lunes-viernes partida,9:00-16:00,Actividades extraescolares 16:00-18:00,"Actividades deportivas 18:00-20:00, torneos deportivos fin de semana",II,2,Si,Si,,Si,2 porches en primaria (444m²),"Canastas, porterías, bancos, columpios","Alumbrado, 2 fuentes","3836,4691",Bueno (reformas recientes),Parque del retiro (400m),"Centro deportivo smp (300m), biblioteca popular jardines de herrero palacios (450m), biblioteca popular del ayuntamiento (650m)",,"20 , 26 , 63 , 69 , 152",,https://wikidata.org/entity/Q858684,,https://wikidata.org/entity/Q858684,Calle pio baroja 4
75,5150,Colegio público escuelas bosque,"Comedor, transporte, integración (preferentemente motóricos), horario ampliado, planes de mejora",Enseñanza: educación infantil - primaria - enseñanza Bilingüe,1,Http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410vgnvcm100000171f5a0arcrd&vgnextoid=379da3f5ca71c010vgnvcm1000000b205a0arcrd,Madrid,https://wikidata.org/entity/Q2807,Community of Madrid,https://wikidata.org/entity/Q5756,28039,Valdezarza,https://wikidata.org/entity/Q10388728,Moncloa-Aravaca,https://wikidata.org/entity/Q2017682,439697,4479154,91 450 50 60- 91 459 05 57,91 459 05 57,Cp.escuelasbosque.madrid@educa.madrid.org,Ayuntamiento,Lunes-viernes,9:00-16:00,Actividades extraescolares 16:00-17:30,Asociación deportiva 18:00-19:00,I,2,Si,Si,,Si,Si,"Porterías, canastas, bancos, columpios","Alumbrado, fuentes","4507,08",,Bueno,"Dehesa de la villa (450m), parque rodriguez sahagún (650m)","Cdm ferdo martín (220m), centro cultural juan gris (260m), biblioteca manuel vázquez montalban (450m)","44 , 64 , 126 , 127 , 128 , 132",,https://wikidata.org/entity/Q858684,Francos Rodríguez,https://wikidata.org/entity/Q774677,Avenida santo angel de la guarda 4
76,5245,Colegio público esperanza,"Comedor, horario ampliado, planes de mejora",Enseñanza: educación infantil - primaria - enseñanza Bilingüe,0,Http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410vgnvcm100000171f5a0arcrd&vgnextoid=8cada3f5ca71c010vgnvcm1000000b205a0arcrd,Madrid,https://wikidata.org/entity/Q2807,Community of Madrid,https://wikidata.org/entity/Q5756,28043,Canillas,https://wikidata.org/entity/Q9694341,Hortaleza,https://wikidata.org/entity/Q1928529,445250,4479176,913 003 012,913 003 012,,Ayuntamiento,Lunes-viernes partida,7:30-17:30,Actividades extraescolares 16:00-18:00,,III,2,No (escaleras de acceso),Si (c/ andorra y c/ gomeznarro),,No,No,"Porterías, canastas ",No,"1382,62",Aceptable,,,,"73 , 120 , 122",,https://wikidata.org/entity/Q858684,Esperanza,https://wikidata.org/entity/Q2481243,Calle andorra 12
77,5152,Colegio público eugenio maría de hostos,"Comedor, horario ampliado, planes de mejora",Enseñanza: educación infantil - primaria - enseñanza Bilingüe,0,Http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410vgnvcm100000171f5a0arcrd&vgnextoid=27dda3f5ca71c010vgnvcm1000000b205a0arcrd,Madrid,https://wikidata.org/entity/Q2807,Community of Madrid,https://wikidata.org/entity/Q5756,28039,Valdezarza,https://wikidata.org/entity/Q10388728,Moncloa-Aravaca,https://wikidata.org/entity/Q2017682,439152,4480079,913 736 366,913 866 937,,Ayuntamiento,Lunes-viernes,9:00-16:00,Actividades extraescolares 16:00-17:00,,II,2,Si (una entrada),Si,,Si,Porche pequeño,"Porterías, canastas, bancos, columpios",Alumbrado,"3510,71",,Bueno,Parque luisa carnés (270m),"Centro cultural julio cortázar (350m), cdm ciudad de los poetas (450m)","42 , 127 , 132",,https://wikidata.org/entity/Q858684,Antonio Machado,https://wikidata.org/entity/Q2482040,Calle valdevarnes 26
78,5155,Colegio público felipe ii,"Comedor, planes de mejora",Enseñanza: educación infantil - primaria,1,Http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410vgnvcm100000171f5a0arcrd&vgnextoid=c10ea3f5ca71c010vgnvcm1000000b205a0arcrd,Madrid,https://wikidata.org/entity/Q2807,Community of Madrid,https://wikidata.org/entity/Q5756,28029,Almenara,https://wikidata.org/entity/Q2265427,Tetuán,https://wikidata.org/entity/Q1773540,440718,4480483,913 157 353,917 339 393,,Ayuntamiento,Lunes-viernes continua,9:00-16:00,Actividades extraescolares 16:00-17:00,Federacion madrileña de pingpong 17:00-22:00,II,2,Si,"Si (via limite, av. de asturias)  ",,Si,"Porche, arbolado","Porterías, canastas, columpios",No,"6394,34",Mejorable (pistas muy deterioradas),Parque de la ventilla ( 0m ),"Polideportivo antonio díaz miguel (450m), centro cultural eduardo úrculo (550m), biblioteca maría zambrano (550m),  casa de la juventud (650m)",Colegio colindante con espacio verde público (parque de la ventilla).  varias instalaciones fuera del centro escolar (gimnasio) ,"42 , 147",,https://wikidata.org/entity/Q858684,Ventilla,https://wikidata.org/entity/Q3192875,Avenida asturias 70
79,5156,Colegio público fernández de moratín,"Comedor, horario ampliado, comedor, planes de mejora",Enseñanza: educación infantil - primaria,0,Http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410vgnvcm100000171f5a0arcrd&vgnextoid=171ea3f5ca71c010vgnvcm1000000b205a0arcrd,Madrid,https://wikidata.org/entity/Q2807,Community of Madrid,https://wikidata.org/entity/Q5756,28008,Casa de Campo,https://wikidata.org/entity/Q16302441,Moncloa-Aravaca,https://wikidata.org/entity/Q2017682,438305,4475377,915 479 787 - 915 596 791,915 596 791,,Ayuntamiento,Lunes-viernes partida,9:00-16:00,Actividades extraescolares 16:00-17:00,"Uso de pistas deportivas 16:00-18:15, grupo huerteamos viernes 17:00-19:00",I,3,Si,Si (av. de valladolid),,Si,Arbolado,"Porterías, canastas, bancos, grada",No,"3070,76",,Bueno (recién reformado),"Parque de la bombilla (0m), río manzanares (150m)","Idm san antonio de la florida (94m), centro cultural agustín días (700m)","46 , 75",,https://wikidata.org/entity/Q858684,,https://wikidata.org/entity/Q858684,Avenida valladolid 2
80,5158,Colegio público ferdo el católico,"Comedor, horario ampliado, planes de mejora",Enseñanza: educación infantil - primaria - enseñanza Bilingüe,1,Http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410vgnvcm100000171f5a0arcrd&vgnextoid=6c2ea3f5ca71c010vgnvcm1000000b205a0arcrd,Madrid,https://wikidata.org/entity/Q2807,Community of Madrid,https://wikidata.org/entity/Q5756,28015,Arapiles,https://wikidata.org/entity/Q10856744,Chamberí,https://wikidata.org/entity/Q1763370,439802,4476182,914 442 902,914 469 251,,Ayuntamiento,Lunes-viernes continua,9:00-16:00,Actividades deportivas y servicios sociales 16:00-20:00,,III,2,Si,Si (un patio en uso hasta 20:00),,No,No,"Porterías, canastas, bancos",Alumbrado,"262,4",Aceptable,"Parque jose luis sampedro (120m), jardines concejal alejandro muñoz (250m)","Centro cultural galileo (90m), biblioteca dionisio segura (600m), cdm vallehermoso (900m)","Patios disgregados, uno de ellos con acceso a calle ","16 , 61 , 149",,https://wikidata.org/entity/Q858684,Quevedo,https://wikidata.org/entity/Q747162,Calle ferdo el catolico 16
81,5159,Colegio público filósofo séneca,"Comedor, horario ampliado, planes de mejora",Enseñanza: educación infantil - primaria,0,Http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410vgnvcm100000171f5a0arcrd&vgnextoid=b14ea3f5ca71c010vgnvcm1000000b205a0arcrd,Madrid,https://wikidata.org/entity/Q2807,Community of Madrid,https://wikidata.org/entity/Q5756,28033,Pinar del Rey,https://wikidata.org/entity/Q10349788,Hortaleza,https://wikidata.org/entity/Q1928529,444885,4481058,917 638 145,913 817 216,,Ayuntamiento,Lunes-viernes continua,9:00-16:00,Actividades extraescolares 16:00-17:00,Entrenamientos fútbol asociación alacrán 17:00-18:15,III,2,Si (pero barreras en los patios),Si (c/ sta adela),C/ abizanda,No,Si (15x4m),"Porterías, canastas, juegos","Alumbrado, fuentes","3191,31",Bueno,,Polideportivo municipal hortaleza,,"9 , 107",,https://wikidata.org/entity/Q858684,Parque de Santa María,https://wikidata.org/entity/Q2481002,Calle santa adela 21
82,5160,Colegio público fontarrón,"Comedor, transporte, integración (preferentemente motóricos), horario ampliado, planes de mejora",Enseñanza: educación infantil - primaria - enseñanza Bilingüe,1,Http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410vgnvcm100000171f5a0arcrd&vgnextoid=075ea3f5ca71c010vgnvcm1000000b205a0arcrd,Madrid,https://wikidata.org/entity/Q2807,Community of Madrid,https://wikidata.org/entity/Q5756,28030,Pavones,https://wikidata.org/entity/Q71760,Moratalaz,https://wikidata.org/entity/Q2076109,446341,4472013,917 720 378,913 050 045,Cp.fontarron.madrid@educa.madrid.org,Ayuntamiento,Lunes-viernes continua,9:30-16:30,Actividades extraescolares 16:30-17:30,Centro de día cruz roja 16:30-20:30,I,3,Si,Si (c/ arroyo fontarron),,Si,Porches,"Porterías, canastas, bancos, mesas, juegos",Alumbrado,"4042,19",Bueno,Área infantil fontarrón (100m),"Polideportivo moratalaz (500m), centro sociocultural moratalaz (700m)",,"8 , 20 , 30 , 45 , 63 , 71 , 100 , 143 , e",,https://wikidata.org/entity/Q858684,,https://wikidata.org/entity/Q858684,Calle arroyo fontarron 24
83,5161,Colegio público francisco arranz,"Transporte, comedor, horario ampliado, planes de mejora",Enseñanza: educación infantil - primaria,0,Http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410vgnvcm100000171f5a0arcrd&vgnextoid=5c6ea3f5ca71c010vgnvcm1000000b205a0arcrd,Madrid,https://wikidata.org/entity/Q2807,Community of Madrid,https://wikidata.org/entity/Q5756,28044,Las Águilas,https://wikidata.org/entity/Q5971372,Latina,https://wikidata.org/entity/Q794954,435262,4469652,917 066 882,917 066 882,,Comunidad,Lunes-viernes continua,9:00-16:00,Actividades extraescolares 16:00-17:30,,II,1,Si,Si (c/ muntadas),Principal del centro,Si,No,"Porterías, canastas, arenero, bancos",No,"2689,44",Mejorable (pistas sin asfaltar),,,Entrada con escaleras.,34,,https://wikidata.org/entity/Q858684,,https://wikidata.org/entity/Q858684,Calle sondica 2
84,5162,Colegio público francisco de goya,"Comedor, horario ampliado, planes de mejora",Enseñanza: educación infantil - primaria,0,Http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410vgnvcm100000171f5a0arcrd&vgnextoid=a18ea3f5ca71c010vgnvcm1000000b205a0arcrd,Madrid,https://wikidata.org/entity/Q2807,Community of Madrid,https://wikidata.org/entity/Q5756,28011,Barrio de Puerta del Ángel,https://wikidata.org/entity/Q31142,Latina,https://wikidata.org/entity/Q794954,438250,4473651,914 637 472,914 633 270,,Ayuntamiento,Lunes-viernes continua,9:00-16:00,Actividades extraescolares 16:00-19:00,,III,2,No,Si,,Si,2 techados,Canastas,Alumbrado,"462,83",,,,,"31 , 33 , 36 , 39 , 65 , 138",,https://wikidata.org/entity/Q858684,Puerta del Ángel,https://wikidata.org/entity/Q2482152,Calle antillon 23
