PK;NOMBRE;DESCRIPCION-ENTIDAD;HORARIO;EQUIPAMIENTO;TRANSPORTE;DESCRIPCION;ACCESIBILIDAD;CONTENT-URL;NOMBRE-VIA;CLASE-VIAL;TIPO-NUM;NUM;PLANTA;PUERTA;ESCALERAS;ORIENTACION;LOCALIDAD;PROVINCIA;CODIGO-POSTAL;BARRIO;DISTRITO;COORDENADA-X;COORDENADA-Y;LATITUD;LONGITUD;TELEFONO;FAX;EMAIL;TIPO;TITULARIDAD;"JORNADA
(días de apertura)";HORARIO USO EDUCATIVO;USOS EXTRAESCOLARES CENTRO;OTROS USOS ;CATEGORÍA PATIO;Nº PATIOS;ACCESIBILIDAD2;"ACCESO DIRECTO
 DESDE LA CALLE";OTROS ACCESOS;ASEOS ACCESIBLES DESDE PATIO;SOMBRA;MOBILIARIO;"SERVICIOS
Alumbrado, fuentes";SUPERFICIE  PATIO (m²);ESTADO DE CONSERVACIÓN DEL PATIO ;PROXIMIDAD ZONAS VERDES;PROXIMIDAD EQUIPAMIENTOS;OBSERVACIONES
5208;Colegio Público Julián Besteiro;;;Comedor - Planes de mejora;METRO: Abrantes BUS: 47 , 108 , 118;ENSEÑANZA: Educación Infantil - Primaria;0;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=7be1a3f5ca71c010VgnVCM1000000b205a0aRCRD;ABRANTES;AVENIDA;NUM;79;;;;;MADRID;MADRID;28025;ABRANTES;CARABANCHEL;438306;4470466;4.038.059.274.136.830;-37.281.206.806.824.900;915 600 091;915 655 204;;/contenido/entidadesYorganismos/CentrosEducacion/ColegiosPublicos;AYUNTAMIENTO;Lunes-Viernes CONTINUA;9:00-16:00;Actividades extraescolares 16:00-19:30;Centro Abierto (apoyo, merienda para servicios sociales);III;2, paso directo. NO pasar sin edificio uno;SI;SI (Av. Abrantes);-;NO ;Porche en los 2 y en uno una pérgola. 1 árbol;Porterías, canastas, columpios;Alumbrado ;1338,72;Muy bueno, obra reciente;SI;Club de futbol privados;
176859;Colegio Público Julián Marías;;;Horario ampliado - Comedor.;BUS: 38 , 140;ENSEÑANZA: Educacion Infantil - Primaria;0;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=fe444b6faa61c010VgnVCM1000000b205a0aRCRD;BUDAPEST;CALLE;V;11;;;;;MADRID;MADRID;28022;ROSAS;SAN BLAS-CANILLEJAS;448887;4475342;4.042.714.432.750.660;-36.025.767.698.118.500;917 609 323;917 609 319;;/contenido/entidadesYorganismos/CentrosEducacion/ColegiosPublicos;AYUNTAMIENTO;Lunes-Viernes CONTINUA;Continua ahora9:00-16:00;Actividades extraescolares 16:00-18:00;Extraescolares, hasta las 18.00;III;4;SI;SI;3 accesos, independientes al edificio.;NO;Porche, infantil 150 m², entrada 150 m², otro de 100 m²;patio 2: 2 porterias futbol y 2 canastas, patio 3, 2 porterias y 4 canastas;Fuente;1720,52 + 1406,97;;SI, un parque ;SI, canchas municipales, 200 m polideportivo;
5153;Colegio Público La Alameda;;;Comedor - Horario ampliado - Planes de mejora;BUS: 38 , 48 , 140;"ENSEÑANZA: Educación infantil - Primaria - Enseñanza biling&amp;uuml;e";0;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=c002a3f5ca71c010VgnVCM1000000b205a0aRCRD;MUSAS;CALLE;NUM;9;;;;;MADRID;MADRID;28022;CANILLEJAS;SAN BLAS-CANILLEJAS;448400;4476500;4.043.753.723.503.750;-36.084.115.811.852.300;917 411 453;913 204 540;;/contenido/entidadesYorganismos/CentrosEducacion/ColegiosPublicos;AYUNTAMIENTO;Lunes-Viernes CONTINUA;9:00-15:30;Actividades extraescolares 15:30-16:30;Centro de Día Cruz Roja 15:30-17:30;III;2;SI (patio primaria);SI (patio primaria, c/ Musas);c/ Pitágoras;NO;SI;Porterías, canastas;Alumbrado;951,436;Regular (necesita reformas);;;
6023;Colegio Público La Dehesa del Príncipe;;;Comedor - Horario ampliado - Planes de mejora;METRO: Cuatro Vientos BUS: 139 RENFE: Cuatro Vientos;ENSEÑANZA: Educacion Infantil - Primaria;0;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=a1b4ae10c471c010VgnVCM1000000b205a0aRCRD;LANCEROS;PASEO;V;4;;;;;MADRID;MADRID;28024;CAMPAMENTO;LATINA;443032;4474162;4.037.977.209.501.610;-37.939.529.685.128.600;915 091 679;915 090 044;;/contenido/entidadesYorganismos/CentrosEducacion/ColegiosPublicos;COMUNIDAD;Lunes-Viernes CONTINUA;9:00-16:00;;-;III;1;-;SI;-;-;-;-;-;2541,7;-;;;Separación por la carretera del resto de barrios. 
5210;Colegio Público La Latina;;;Comedor - Horario ampliado - Planes de mejora - Integración preferente (Trastornos generales del desarrollo);METRO: Aluche BUS: 17 , 121 , 131 , H RENFE: Aluche;ENSEÑANZA: Educación Infantil - Primaria;0;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=1612a3f5ca71c010VgnVCM1000000b205a0aRCRD;MAQUEDA;CALLE;NUM;130;;;;;MADRID;MADRID;28024;ALUCHE;LATINA;435434;4471408;40.388.887.867.589.300;-37.620.245.761.086.000;915 099 915;917 196 252;;/contenido/entidadesYorganismos/CentrosEducacion/ColegiosPublicos;AYUNTAMIENTO;Lunes-Viernes CONTINUA;9:00-16:00;Actividades extraescolares 16:00-17:00;-;II;3;SI;SI;-;SI;Porche ;Canastas, porterías, parque infantil, arenero;NO;2783,33;-;;;
5294;Colegio Público La Rioja;;;Comedor - Planes de mejora;METRO: Miguel Hernández BUS: 54 , 58 , 103 , 142 , 143 , 144;ENSEÑANZA: Educación infantil - Primaria;0;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=6b22a3f5ca71c010VgnVCM1000000b205a0aRCRD;LEON FELIPE;CALLE;NUM;3;;;;;MADRID;MADRID;28038;PALOMERAS SURESTE;PUENTE DE VALLECAS;445935;4471034;40.388.148.628.884.000;-3.637.009.550.808.530;917 773 912;917 773 912;;/contenido/entidadesYorganismos/CentrosEducacion/ColegiosPublicos;AYUNTAMIENTO;Lunes-Viernes CONTINUA;9:00-16:00;Actividades extraescolares 16:00-17:00;;II;3;SI (pero en mal estado);SI (c/ León Felipe);;SÍ;2 Porches pequeños, arbolado, pendientes de poner toldos;Porterías, canastas, bancos en mal estado;Fuentes;1447,57;Necesita reforma;Parque Lineal de Palomeras (180m);Centro Cultural Palomeras (700m), Bibliotega Miguel Hernandez (750m);
5211;Colegio Público Legado Crespo;;;Comedor - Horario ampliado - Planes de mejora;METRO: Embajadores BUS: 27 , 34 , 36 , 60 , 69 , 78 , 116 , 118 , 119 RENFE: Embajadores;"ENSEÑANZA: Educación Infantil - Primaria - Enseñanza biling&amp;uuml;e";1;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=b042a3f5ca71c010VgnVCM1000000b205a0aRCRD;ACACIAS;PASEO;V;2;;;;;MADRID;MADRID;28005;ACACIAS;ARGANZUELA;440271;4472927;40.404.805.864.280.700;-37.039.161.461.158.800;915 286 325;915 286 325;cp.legadocrespo.madrid@educa.madrid.org;/contenido/entidadesYorganismos/CentrosEducacion/ColegiosPublicos;AYUNTAMIENTO;Lunes-Viernes CONTINUA;9:00-16:00;Actividades AMPA 16:00-17:00h, Cruz Roja 14:00-20:00;-;III;1;SI;SI;-;NO;NO;Porterías, canastas, columpios;Alumbrado;1142,42;Bueno (arreglado recientemente);Parque Casino de la Reina (260m), Parque Redondo (400m);Biblioteca ETSI (350m), Casa Encendida (400m), Biblioteca Pedro Salinas (850m);
5212;Colegio Público Leopoldo Alas;;;Comedor - Horario ampliado - Planes de mejora;BUS: 15 , 28 , 106 , 110 , 210;ENSEÑANZA: Educación Infantil - Primaria;1;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=0652a3f5ca71c010VgnVCM1000000b205a0aRCRD;PEDREZUELA;CALLE;NUM;18;;;;;MADRID;MADRID;28017;VENTAS;CIUDAD LINEAL;444573;4475495;4.042.824.645.764.560;-36.534.325.307.123.300;914 033 755;914 042 281;cp.leopoldoalas.madrid@educa.madrid.org;/contenido/entidadesYorganismos/CentrosEducacion/ColegiosPublicos;AYUNTAMIENTO;Lunes-Viernes;9:00-16:00;-;-;III;2;-;SI;-;-;-;-;-;2440,662;-;-;Instalacion deportiva (400m), Centro Sociocultural Ciudad Lineal (500m), Biblioteca La Elipa (800m);
4974266;Colegio Público Leopoldo Calvo Sotelo;;;Horario ampliado - Comedor;BUS: 172, 176;"ENSEÑANZA: Educacion Infantil - Primaria - Enseñanza biling&amp;uuml;e";0;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=7205ffc4131ab110VgnVCM2000000c205a0aRCRD;CASTIELLO DE JACA;CALLE;V;2;;;;;MADRID;MADRID;28050;VALVERDE;FUENCARRAL-EL PARDO;442794;4483567;4.050.083.316.755.260;-3.675.143.321.637.590;914 273 351;914 273 083;;/contenido/entidadesYorganismos/CentrosEducacion/ColegiosPublicos;AYUNTAMIENTO;Lunes-Viernes PARTIDA;9:00-16:00;Actividades extraescolares 16:00-18:00;Patios Abiertos sábados 9:00-14:00;I;2;SI;SI (Av. De Santiago);-;SI (en gimnasio);Poca;Porterías, canastas, columpios, bancos;Fuentes;1556,12;Regular (necesita arreglo en pista);;;Participa actualmente de 'Patios Abiertos'
5213;Colegio Público Lepanto;;;Comedor - Horario ampliado;METRO: Antonio Machado BUS: 42 , 127 , 132;"ENSEÑANZA: Educación Infantil - Primaria - Enseñanza biling&amp;uuml;e";0;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=5b62a3f5ca71c010VgnVCM1000000b205a0aRCRD;VALDERREY;CALLE;V;9;;;;;MADRID;MADRID;28035;VALDEZARZA;MONCLOA-ARAVACA;438875;4480001;4.046.843.902.268.440;-37.210.473.028.721.700;913 160 937;913 738 204;;/contenido/entidadesYorganismos/CentrosEducacion/ColegiosPublicos;AYUNTAMIENTO;Lunes-Viernes CONTINUA;9:00-16:00;Actividades extraescolares 16:00-17:00;-;III;3;SI (a patios delanteros);SI (c/ Valderrey);-;NO;NO;Porterías, canastas;NO;3311,38;;Bueno;Parque Luisa Carnés (400m);Centro Cultural Antonio machado (300m), CDM Ciudad de los Poetas (400m)
5214;Colegio Público Lope de Vega;;;Comedor - Planes de mejora;Metro: Urgel  Bus: 34 , 35 , 118 , 119;ENSEÑANZA: Educación Infantil - Primaria;0;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=a082a3f5ca71c010VgnVCM1000000b205a0aRCRD;INGLATERRA;CALLE;NUM;8;;;;;MADRID;MADRID;28019;SAN ISIDRO;CARABANCHEL;438622;4471811;4.039.460.546.257.790;-37.232.402.248.952.800;914 710 955;914 710 955;;/contenido/entidadesYorganismos/CentrosEducacion/ColegiosPublicos;AYUNTAMIENTO;Lunes-Viernes CONTINUA;9:00-16:00;Actividades extraescolares 16:00-20:00;-;II;2;SI;SI;-;SI;NO;Porterías, canastas, columpios, canchas de vóley;Alumbrado débil;2668,3 + 1861,05;Mejorable;;;
5215;Colegio Público Lorenzo Luzuriaga;;;Transporte - Comedor - Horario ampliado - Planes de mejora;METRO: Herrera Oria BUS: 49 , 67 , 83 , 124 , 133 , 134;"ENSEÑANZA: Educación Infantil - Primaria - Enseñanza biling&amp;uuml;e";0;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=f592a3f5ca71c010VgnVCM1000000b205a0aRCRD;VALENCIA DE DON JUAN;CALLE;V;13;;;;;MADRID;MADRID;28034;LA PAZ;FUENCARRAL-EL PARDO;440538;4482010;4.048.664.862.656.930;-37.016.083.209.102.400;917 305 938;917 314 362;;/contenido/entidadesYorganismos/CentrosEducacion/ColegiosPublicos;AYUNTAMIENTO;Lunes-Viernes. PARTIDA;9:00-16:00;Actividades extraescolares7:30-9:00-16:00-17:00;Torneos deportivos desarrollados por el centro;III;3;Solo 1 patio accesible a personas con movilidad reducida;NO;-;SÍ, aseos cercanos a uno de los patios en el edificio de gimnasio;Poca, solo en un patio y muy reducida;Porterias , canastas( 1 zona) y columpios (1 zona;Alumbrado en 1 patio;1431,13 + 1179,40;Buena;SI;SI;Varios patios con pistas deportivas a diferentes niveles. 
64457;Colegio Público Los Almendros;;;Comedor - Horario ampliado;METRO: Valdebernardo BUS: 8 , 71 , 130;ENSEÑANZA: Educación infantil - Primaria;0;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=c897598d1351c010VgnVCM1000000b205a0aRCRD;LADERA DE LOS ALMENDROS;CALLE;NUM;45;;;;;MADRID;MADRID;28032;CASCO H.VICALVARO;VICALVARO;446895;4471931;4.039.629.114.218.000;-3.625.774.203.881.310;917 510 982;917 726 814;;/contenido/entidadesYorganismos/CentrosEducacion/ColegiosPublicos;AYUNTAMIENTO;Lunes-Viernes CONTINUA;9:00-16:00;Actividades extraescolares 16:00-17:00;-;III;1;SI;SI (c/ Copérnico);c/ Arquímedes;NO;Porche, arbolado;Porterías, canastas, columpios;Alumbrado, fuentes;5535,1;Mejorable;Parque Valdebernardo (80m);Biblioteca Francisco Ayala (750m), CDM Moratalaz (950m), CDM Faustina Valladolid (950m);
5296;Colegio Público Los Rosales;;;Comedor -  Horario ampliado - Planes de mejora;BUS: 85 , 123 , 713;ENSEÑANZA: Educación Infantil - Primaria;0;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=4ba2a3f5ca71c010VgnVCM1000000b205a0aRCRD;LOS ROSALES;AVENIDA;V;131;;;;;MADRID;MADRID;28021;BUTARQUE;VILLAVERDE;442439;4467021;4.035.175.390.495.650;-3.677.834.634.453.840;917 956 756;917 956 756;;/contenido/entidadesYorganismos/CentrosEducacion/ColegiosPublicos;AYUNTAMIENTO;Lunes-Viernes CONTINUA;9:00-16:00;Actividades extraescolares 16:00-17:00;-;III;2;NO;SI;-;NO;NO;Porterías, canastas;NO;8289,79;Bueno;;;
4974277;Colegio Público Loyola de Palacio;;;Comedor - Horario ampliado - Planes de mejora;Metro: Las Suertes Bus: 142, 145;"ENSEÑANZA: Educación Infantil de segundo ciclo - Primaria. Enseñanza biling&amp;uuml;e";1;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=4c96ffc4131ab110VgnVCM2000000c205a0aRCRD;EMBALSE DE NAVACERRADA;CALLE;V;60;;;;;MADRID;MADRID;28051;CASCO H.VALLECAS;VILLA DE VALLECAS;449186;4467958;4.036.064.250.120.840;-35.984.510.871.197.400;913 326 020 - 913 851 330;913 326 020;cp.loyoladepalacio.madrid@educa.madrid.org;/contenido/entidadesYorganismos/CentrosEducacion/ColegiosPublicos;AYUNTAMIENTO;Lunes-Viernes CONTINUA;9:00-16:00;Actividades extraescolares 16:00-20:00;-;III;2;SI;SI (c/ Embalse de Manzanares y c/ Antonio Gades);-;NO;Espacios techados;Porterías, canastas, columpios;NO;2680,78 + 2030,84;Bueno;Parque (170m);-;
5216;Colegio Público Luis Bello;;;Comedor - Horario ampliado - Planes de mejora;METRO: Prosperidad BUS: 1 , 9 , 73;"ENSEÑANZA: Educación Infantil - Primaria - Enseñanza biling&amp;uuml;e -";1;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=90c2a3f5ca71c010VgnVCM1000000b205a0aRCRD;LUIS CABRERA;CALLE;V;66;;;;;MADRID;MADRID;28002;PROSPERIDAD;CHAMARTIN;442881;4477221;4.044.368.060.148.630;-36.735.452.726.272.500;912 205 533;912 205 535;;/contenido/entidadesYorganismos/CentrosEducacion/ColegiosPublicos;AYUNTAMIENTO;Lunes-Viernes;8:00-17:00;Actividades extraescolares 16:00-17:00;NO;I;2;SI ;SI (c/ Canillas);-;SI;SI (pequeño);porterías, tobogán, canastas, bancos, huerto con macetas. ;Alumbrado (un solo patio);1218,38;Bueno;Plaza de la Prosperidad (120m), Jardines Pablo Sorozábal (650m), Parque Berlín (750m);Centro Sociocultural Luis Gonzaga (550m), Biblioteca Francisco Ibáñez (650m), Polideportivo Pradillo (850m), CDM Moscardó (850m);
5217;Colegio Público Luis Cernuda;;;Comedor - Horario ampliado - Planes de mejora;METRO: Esperanza, Arturo Soria   BUS: 9, 72, 73 ,120 ,122;"ENSEÑANZA: Educación Infantil - Primaria - Enseñanza biling&amp;uuml;e";0;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=e5d2a3f5ca71c010VgnVCM1000000b205a0aRCRD;CARRIL DEL CONDE;CALLE;V;64;;;;;MADRID;MADRID;28043;CANILLAS;HORTALEZA;444554;4479166;4.046.131.540.437.990;-36.539.887.453.598.700;913 002 732;913 002 732;cp.luiscernuda.madrid@educa.madrid.org;/contenido/entidadesYorganismos/CentrosEducacion/ColegiosPublicos;AYUNTAMIENTO;Lunes-Viernes CONTINUA;9:00-16:00;Actividades extraescolares 16:00-17:00;-;I;1;SI;SI (c/ Carril del Conde);-;SI;SI;Porterías, canastas, bancos, tobogán;Alumbrado, fuente;1114,89;Bueno;;;
5218;Colegio Público Luis de Góngora;;;Comedor;METRO: Peñagrande  BUS: 42 , 126 , 132 , 137 , 147;ENSEÑANZA: Educación Infantil - Primaria;0;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=3be2a3f5ca71c010VgnVCM1000000b205a0aRCRD;SARRIA;CALLE;NUM;49;;;;;MADRID;MADRID;28029;EL PILAR;FUENCARRAL-EL PARDO;439443;4480681;4.047.459.730.345.870;-3.714.412.445.984.110;91 386 08 16;;;/contenido/entidadesYorganismos/CentrosEducacion/ColegiosPublicos;AYUNTAMIENTO;Lunes-Viernes CONTINUA;9:00-16:00;Asociación Valdeperales  16:00-17:30;Patios Abiertos sábados 9:00-14:00;I;2;SI;SI (c/ Sarria);-;SI;Porche (20m²);Porterías, canastas, columpios, gradas;Alumbrado, fuente;1068;Regular (necesita pintura y algunos arreglos);;;Dos patios amplios separados, con entradas desde calle. Participa actualmente de 'Patios Abiertos'
42017;Colegio Público Madrid Sur;;;Comedor;BUS: 102 * 136 * 310 * 410 RENFE: El Pozo;ENSEÑANZA: Educación infantil - Primaria;0;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=cfa7598d1351c010VgnVCM1000000b205a0aRCRD;PUERTO DE BALBARAN;CALLE;V;133;;;;;MADRID;MADRID;28018;PALOMERAS BAJAS;PUENTE DE VALLECAS;444368;4469762;4.037.657.755.418.930;-36.553.480.036.748.600;91 785 55 39;;;/contenido/entidadesYorganismos/CentrosEducacion/ColegiosPublicos;AYUNTAMIENTO;Lunes-Viernes CONTINUA;9:00-16:00;Actividades extraescolares 16:00-17:00;-;II;1;SI;SI (c/ Sabrina);-;SÍ;Toldo (6x7m);Porterías, canastas, mesas;Alumbrado;4977,57;Regular (material deteriorado);Parque Lineal de Palomeras (280m), Plaza del Cine (300m);Instalaciones Deportivas Palomeras (250m), Centro Cultural Paco Rabal (700m);
5792191;Colegio Público Maestro Padilla;;;Horario ampliado - Comedor;Bus: 35, 118, 155;"ENSEÑANZA: Educación Infantil - Primaria - Enseñanza Biling&amp;uuml;e";0;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=8b5800444dcca210VgnVCM2000000c205a0aRCRD;PESETA;AVENIDA;V;112;;;;;MADRID;MADRID;28054;BUENAVISTA;CARABANCHEL;436566;4468283;403.626.409.159.049;-3.747.372.159.760.240;911 731 852 - 699 502 387;911 724 720;cp.maestropadilla.madrid@educa.madrid.org;/contenido/entidadesYorganismos/CentrosEducacion/ColegiosPublicos;AYUNTAMIENTO;Lunes-Viernes PARTIDA;9:00-16:00;Actividades extraescolares 16:00-17:00;-;III;3;SI;SI (Av. De la Peseta);c/ Once Vigas;NO;Porche, arbolado en mal estado;Porterías, canastas;NO;4957,68;Aceptable;;Polideportivo Francisco Fdz Ochoa;
5221;Colegio Público Manuel Bartolomé Cossío;;;Comedor - Transporte -  Horario ampliado - Planes de mejora;BUS: 17 , 139 RENFE: Fanjul;"ENSEÑANZA: Educación Infantil - Primaria - Enseñanza biling&amp;uuml;e";0;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=8003a3f5ca71c010VgnVCM1000000b205a0aRCRD;JOSE DE CADALSO;CALLE;V;19;;;;;MADRID;MADRID;28044;LAS AGUILAS;LATINA;434494;4470372;4.038.135.498.597.340;-37.717.294.965.452.600;917 067 408 (Infantil) / 917 064 098 (Primaria);917 064 098;;/contenido/entidadesYorganismos/CentrosEducacion/ColegiosPublicos;AYUNTAMIENTO;Lunes-Viernes CONTINUA;9:00-16:00;Actividades extraescolares 16:00-17:00;-;III;1;SI;SI;-;NO;SI (en infantil);Canastas, porterías;Fuente;1001,54;-;;;Dos edificios, un patio en cada uno
5222;Colegio Público Manuel de Falla;;;Transporte - Comedor;BUS: 22 , 76 , 86 , 130 , 131 RENFE: Puente Alcocer;ENSEÑANZA: Educación Infantil - Primaria;0;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=d513a3f5ca71c010VgnVCM1000000b205a0aRCRD;"JOSE ORTU&amp;Ntilde;O PONCE";CALLE;V;2;;;;;MADRID;MADRID;28021;SAN ANDRES;VILLAVERDE;440084;4466428;4.034.625.498.819.670;-3.705.508.952.749.140;917 971 448;917 971 448;;/contenido/entidadesYorganismos/CentrosEducacion/ColegiosPublicos;AYUNTAMIENTO;Lunes-Viernes CONTINUA;9:00-16:00;Actividades extraescolares 16:00-17:00;-;III;2;SI;SI (c/ Jose Ortuño Ponce);Principal del centro;NO;Porche;Porterías, canastas, arenero;Alumbrado, fuente;441,41;Bueno;;;
5223;Colegio Público Manuel Núñez de Arenas;;;Comedor - Transporte - Horario ampliado - Planes de mejora;BUS: 24 , 102;ENSEÑANZA: Educación infantil - Primaria;0;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=2b23a3f5ca71c010VgnVCM1000000b205a0aRCRD;MARTOS;CALLE;V;120;;;;;MADRID;MADRID;28053;ENTREVIAS;PUENTE DE VALLECAS;443825;4469619;4.037.525.283.072.320;-3.661.743.346.960.400;917 855 972 - 917 855 923;917 860 204;;/contenido/entidadesYorganismos/CentrosEducacion/ColegiosPublicos;AYUNTAMIENTO;Lunes-Viernes CONTINUA;9:00-16:00;Actividades extraescolares 16:00-19:00; Actividades extraescolares del AFA. Cesión a entidades y agrupación deportiva;II;2;SI;SI (c/ Martos y c/ Villacarrillo);;SÍ;Cubierta entrada (300m²), porche (200m²), arbolado;Porterías, canastas, juegos;Alumbrado (pista deportiva);3074,54;Mejorable (elementos deteriorados);Parque Forestal de Entrevías (250m);CDM Alberto Garcia (240m), Centro Cultural El Pozo del Tío Raimundo (290m);
5224;Colegio Público Manuel Sáinz de Vicuña;;;Comedor - Horario ampliado - Planes de mejora;METRO: Vinateros BUS: 32 , 71;"ENSEÑANZA: Educación Infantil - Primaria - Enseñanza Biling&amp;uuml;e -";0;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=7043a3f5ca71c010VgnVCM1000000b205a0aRCRD;CAMINO DE LOS VINATEROS;CALLE;NUM;104;;;;;MADRID;MADRID;28030;MARROQUINA;MORATALAZ;444851;4473405;404.094.369.606.419;-36.499.859.326.517.700;914 391 349;913 285 625;;/contenido/entidadesYorganismos/CentrosEducacion/ColegiosPublicos;AYUNTAMIENTO;Lunes-Viernes PARTIDA;9:00-16:00;Actividades extraescolares 16:00-17:00;Entrenamientos deportivos 18:00-21:00;III;3;SI (un patio);SI (c/ Camino de Vinateros);c/ Arroyo de las Pilillas;NO;Arbolado;Porches (2x20m²);Alumbrado;2027,15;Regular (pavimentos levantados);Parque Moratalaz (300m);Biblioteca Miguel Delibes (300m);
5226;Colegio Público Marcelo Usera;;;Comedor - Horario ampliado - Planes de mejora - Integración preferente (Trastornos generales del desarrollo);METRO: Usera BUS: 6 , 18 , 22 , 47 , 59 , 76 , 78 , 79 , 85 , 86 , 247;ENSEÑANZA: Educación Infantil - Primaria;0;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=1b63a3f5ca71c010VgnVCM1000000b205a0aRCRD;PERALES DE TAJUÑA;CALLE;NUM;1;;;;;MADRID;MADRID;28026;ALMENDRALES;USERA;440620;4470964;403.871.562.007.155;-3.699.608.733.660.160;914 753 495;917 923 840;;/contenido/entidadesYorganismos/CentrosEducacion/ColegiosPublicos;AYUNTAMIENTO;Lunes-Viernes CONTINUA;9:00-16:00;Actividades extraescolares 16:00-17:00;Centro de Día Cruz Roja 15:30-20:00;II;1;SI;SI (c/ Felipe Díaz);-;SI;NO;NO;NO;590,42;Mejorable;;;
7048498;Colegio Público Margaret Thatcher;;;;BUS: 105, 151;ENSEÑANZAS: Segundo ciclo de Educación Infantil - Primaria;0;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=8c8b39efd6cef310VgnVCM1000000b205a0aRCRD;PLAYA DE SAN LORENZO;GLORIETA;V;4;;;;;MADRID;MADRID;28042;TIMON;BARAJAS;449945;4480145;4.047.047.719.759.700;-35.904.597.549.954.700;913 056 086;913 055 404;cp.margaretthatcher.madrid@educa.madrid.org;/contenido/entidadesYorganismos/CentrosEducacion/ColegiosPublicos;AYUNTAMIENTO;Lunes-Viernes PARTIDA;9:00-14:00;Actividades extraescolares;-;III;2;NO (técnico dice SI pero no garantizable);NO (técnico dice SI);-;NO;NO;porterías;NO;2149,47966;-;Parque Urbano de Barajas (300m);Instalación Deportiva Básica (500m);
