idPerson,dateTime,idDateTime,idAccident,adress,district,idDistrict,accident_type,weather_status,bicycle_is_electronic,person_type,age_range,sex,hospitalized,coordinate_x_utm,coordinate_y_utm,positive_alcohol
2019S030050,2019-09-10T22:15:00+02:00,20190910221500,201909102215007 ,"PASEO. CASTELLANA, 63",7  CHAMBERÍ,7 ,Lateral collision,Clear,0,Driver,45 - 49,Woman,1,441.325.760,4.477.036.086,0
2019S030052,2019-09-10T14:30:00+02:00,20190910143000,201909101430005 ,"PLAZA. SAGRADOS CORAZONES / AVDA. CONCHA ESPINA, 1",5  CHAMARTÍN,5 ,Fall,Clear,0,Driver,35 - 39,Man,1,441.868.571,4.478.125.175,0
2019S030058,2019-09-10T15:40:00+02:00,20190910154000,201909101540005 ,"CALL. PRINCIPE DE VERGARA, 132",5  CHAMARTÍN,5 ,Scope,Clear,0,Driver,40 - 44,Man,0,442.473.306,4.477.259.827,0
2019S030106,2019-09-09T13:20:00+02:00,20190909132000,2019090913200012,"CMNO. PERALES, 90",12  USERA,12,Other,Clear,0,Driver,18 - 20,Man,1,441.561.674,4.470.025.172,0
2019S030118,2019-09-12T11:00:00+02:00,20190912110000,2019091211000016,"CALL. CARRION DE LOS CONDES, 73",16  HORTALEZA,16,Hitting a person,Clear,0,Driver,30 - 34,Man,0,444.204.449,4.480.809.071,0
2019S030118,2019-09-12T11:00:00+02:00,20190912110000,2019091211000016,"CALL. CARRION DE LOS CONDES, 73",16  HORTALEZA,16,Hitting a person,Clear,0,Pedestrian,74 - + ,Woman,0,444.204.449,4.480.809.071,0
2019S030124,2019-09-12T12:04:00+02:00,20190912120400,2019091212040015,SAN MAXIMILIANO 49,15  CIUDAD LINEAL,15,Hitting a person,Clear,0,Driver,55 - 59,Man,0,444.650.143,4.475.221.788,0
2019S030124,2019-09-12T12:04:00+02:00,20190912120400,2019091212040015,SAN MAXIMILIANO 49,15  CIUDAD LINEAL,15,Hitting a person,Clear,0,Pedestrian,74 - + ,Woman,1,444.650.143,4.475.221.788,0
2019S030131,2019-09-12T13:15:00+02:00,20190912131500,201909121315004 ,"CALL. ALCALA, 59",4  SALAMANCA,4 ,Fall,Clear,0,Driver,55 - 59,Woman,1,441.340.300,4.474.572.185,0
2019S030159,2019-09-11T17:25:00+02:00,20190911172500,2019091117250016,"CALL. MESENA, 112",16  HORTALEZA,16,Fall,Clear,0,Driver,50 - 54,Woman,0,443.708.537,4.480.078.960,0
2019S030194,2019-09-10T7:20:00+02:00,201909107:0:0+,201909107:0:0+16,"AVDA. NICETO ALCALA ZAMORA, 4",16  HORTALEZA,16,Lateral collision,Clear,0,Driver,45 - 49,Woman,1,444.946.974,4.481.404.355,0
2019S030203,2019-09-10T13:15:00+02:00,20190910131500,201909101315009 ,"CUSTA. SAN VICENTE / GTA. SAN VICENTE, 44",9  MONCLOA-ARAVACA,9 ,Scope,Clear,0,Driver,25 - 29,Man,1,439.359.486,4.474.725.186,0
2019S030259,2019-09-12T20:00:00+02:00,20190912200000,2019091220000016,AVDA. NICETO ALCALA ZAMORA / AUTOV. M-11,16  HORTALEZA,16,Frontal-lateral collision,Clear,0,Driver,55 - 59,Man,0,444.945.483,4.481.407.337,0
2019S030261,2019-09-12T21:35:00+02:00,20190912213500,2019091221350016,"CALL. CASANARE, 6 (PASEO DE MIGUELA DEL BURGO)",16  HORTALEZA,16,Fall,Clear,0,Driver,50 - 54,Man,0,446.261.092,4.480.538.336,0
2019S030311,2019-09-14T11:50:00+02:00,20190914115000,2019091411500018,"CALL. CERRO DEL MURMULLO, 13",18  VILLA DE VALLECAS,18,Fall,Cloudy,0,Driver,70 - 74,Man,0,450.522.831,4.468.455.742,0
2019S030317,2019-09-14T1:49:00+02:00,201909141:9:0+,201909141:9:0+4 ,"CALL. ALCALA, 70",4  SALAMANCA,4 ,Fall,Clear,0,Driver,21 - 24,Man,0,442.235.267,4.474.872.744,0
2019S030398,2019-09-14T11:30:00+02:00,20190914113000,201909141130003 ,"GTA. ANGEL CAIDO / CALL. FERNAN NUÑEZ, 4",3  RETIRO,3 ,Hitting a person,Clear,0,Driver,25 - 29,Man,0,442.073.318,4.473.598.667,0
2019S030398,2019-09-14T11:30:00+02:00,20190914113000,201909141130003 ,"GTA. ANGEL CAIDO / CALL. FERNAN NUÑEZ, 4",3  RETIRO,3 ,Hitting a person,Clear,0,Pedestrian,70 - 74,Woman,1,442.073.318,4.473.598.667,0
2019S030414,2019-09-15T9:20:00+02:00,201909159:0:0+,201909159:0:0+6 ,"CALL. SAN BENITO, 35",6  TETUÁN,6 ,Scope,Clear,0,Driver,10 - 14,Man,0,441.160.158,4.480.126.605,0
2019S030424,2019-09-14T16:19:00+02:00,20190914161900,201909141619007 ,"CALL. LUCHANA, 25",7  CHAMBERÍ,7 ,Fall,Light rain,0,Driver,30 - 34,Man,0,440.689.672,4.475.870.085,0
2019S030489,2019-09-16T17:00:00+02:00,20190916170000,201909161700004 ,"CALL. ALCALA / CALL. VELAZQUEZ, 87",4  SALAMANCA,4 ,Lateral collision,Clear,0,Driver,35 - 39,Man,1,441.892.431,4.474.677.168,0
2019S030534,2019-09-15T21:45:00+02:00,20190915214500,201909152145001 ,"PTA. TOLEDO / AVDA. GRAN VIA DE SAN FRANCISCO, 0",1  CENTRO,1 ,Fall,Clear,0,Driver,30 - 34,Man,0,439.601.216,4.473.169.600,0
2019S030537,2019-09-13T15:15:00+02:00,20190913151500,201909131515001 ,"CALL. LOPE DE VEGA / PASEO. PRADO, 51",1  CENTRO,1 ,Fall,Light rain,0,Driver,45 - 49,Woman,0,441.117.807,4.473.935.724,0
2019S030551,2019-09-16T15:50:00+02:00,20190916155000,201909161550009 ,"PASEO. FLORIDA, 13",9  MONCLOA-ARAVACA,9 ,Other,Clear,0,Driver,60 - 64,Man,0,438.772.012,4.474.801.761,0
2019S030577,2019-09-17T23:00:00+02:00,20190917230000,201909172300007 ,"CALL. JOSE ABASCAL, 31",7  CHAMBERÍ,7 ,Scope,Clear,0,Driver,35 - 39,Man,0,440.723.299,4.476.656.677,0
2019S030584,2019-09-17T10:10:00+02:00,20190917101000,201909171010002 ,"PASEO. VIRGEN DEL PUERTO / PASEO. VIRGEN DEL PUERTO, 59",2  ARGANZUELA,2 ,Scope,Clear,0,Driver,40 - 44,Man,NULL,438.723.622,4.473.003.699,0
2019S030598,2019-09-18T10:00:00+02:00,20190918100000,2019091810000013,"PLAZA DEL CINE CALLE VIRIDIANA, 0",13  PUENTE DE VALLECAS,13,Frontal-lateral collision,Clear,0,Driver,45 - 49,Man,0,444.373.257,4.470.112.373,0
2019S030627,2019-09-17T20:05:00+02:00,20190917200500,2019091720050014,"CALL. MARROQUINA, 5",14  MORATALAZ,14,Hitting a person,Clear,0,Driver,06 - 09,Man,0,444.759.115,4.473.122.262,0
2019S030627,2019-09-17T20:05:00+02:00,20190917200500,2019091720050014,"CALL. MARROQUINA, 5",14  MORATALAZ,14,Hitting a person,Clear,0,Pedestrian,74 - + ,Man,0,444.759.115,4.473.122.262,0
2019S030632,2019-09-18T15:20:00+02:00,20190918152000,201909181520001 ,"CALL. MAYOR, 26",1  CENTRO,1 ,Hitting a person,Clear,0,Driver,21 - 24,Man,0,440.005.789,4.474.199.655,0
2019S030632,2019-09-18T15:20:00+02:00,20190918152000,201909181520001 ,"CALL. MAYOR, 26",1  CENTRO,1 ,Hitting a person,Clear,0,Pedestrian,65 - 69,Man,1,440.005.789,4.474.199.655,0
2019S030636,2019-09-18T17:55:00+02:00,20190918175500,201909181755003 ,"CALL. DOCTOR ESQUERDO, 157",3  RETIRO,3 ,Lateral collision,Clear,0,Driver,40 - 44,Woman,1,443.158.382,4.473.373.452,0
2019S030697,2019-09-19T13:15:00+02:00,20190919131500,2019091913150013,"AVDA. ENTREVIAS / CALL. PADRE LLANOS, 140",13  PUENTE DE VALLECAS,13,Frontal collision,Clear,0,Driver,21 - 24,Man,0,444.336.703,4.469.598.538,0
2019S030697,2019-09-19T13:15:00+02:00,20190919131500,2019091913150013,"AVDA. ENTREVIAS / CALL. PADRE LLANOS, 140",13  PUENTE DE VALLECAS,13,Frontal collision,Clear,0,Driver,50 - 54,Man,1,444.336.703,4.469.598.538,0
2019S030725,2019-09-18T19:40:00+02:00,20190918194000,2019091819400016,"CALL. DULCE CHACON / AVDA. INGENIERO EMILIO HERRERA, 15",16  HORTALEZA,16,Frontal-lateral collision,Clear,0,Driver,40 - 44,Man,NULL,443.799.577,4.481.704.225,0
2019S030726,2019-09-19T17:50:00+02:00,20190919175000,201909191750006 ,"AVENIDA GENERAL PERÓN CON C/ ORENSE, 26",6  TETUÁN,6 ,Frontal-lateral collision,Clear,0,Driver,35 - 39,Man,1,441.046.824,4.478.192.989,0
2019S030757,2019-09-19T17:25:00+02:00,20190919172500,201909191725001 ,"CALL. GRAN VIA / PLAZA. CALLAO, 39",1  CENTRO,1 ,Lateral collision,Clear,0,Driver,74 - + ,Woman,0,440.125.611,4.474.640.708,0
2019S030783,2019-09-19T10:40:00+02:00,20190919104000,201909191040002 ,"PASEO. ACACIAS, 3",2  ARGANZUELA,2 ,Hitting a person,Clear,0,Driver,25 - 29,Man,NULL,440.284.651,4.472.901.307,0
2019S030783,2019-09-19T10:40:00+02:00,20190919104000,201909191040002 ,"PASEO. ACACIAS, 3",2  ARGANZUELA,2 ,Hitting a person,Clear,0,Pedestrian,65 - 69,Woman,NULL,440.284.651,4.472.901.307,0
2019S030804,2019-09-18T17:23:00+02:00,20190918172300,2019091817230012,"CALL. MATILDE GAYO, 19",12  USERA,12,Fall,Clear,0,Driver,50 - 54,Woman,1,440.240.883,4.471.167.835,0
2019S030871,2019-09-21T13:40:00+02:00,20190921134000,201909211340006 ,"CALL. BRAVO MURILLO / CALL. LOPE DE HARO, 231",6  TETUÁN,6 ,Scope,Clear,0,Driver,45 - 49,Man,1,440.522.429,4.478.782.476,0
2019S030886,2019-09-20T21:38:00+02:00,20190920213800,201909202138007 ,"CALL. MODESTO LAFUENTE / CALL. MARIA DE GUZMAN, 64",7  CHAMBERÍ,7 ,Frontal-lateral collision,Light rain,0,Driver,21 - 24,Man,NULL,440.990.977,4.477.268.849,0
2019S030947,2019-09-21T12:00:00+02:00,20190921120000,201909211200008 ,"CARRETERA DE FUENCARRAL A ALCOBENDAS KM-0,500",8  FUENCARRAL-EL PARDO,8 ,Fall,Clear,0,Driver,50 - 54,Man,1,442.222.442,4.484.862.371,0
2019S030957,2019-09-22T12:00:00+02:00,20190922120000,201909221200001 ,"CALL. SAGASTA / CALL. MEJIA LEQUERICA, 8",1  CENTRO,1 ,Lateral collision,Clear,0,Driver,30 - 34,Man,1,440.671.889,4.475.535.284,0
2019S031094,2019-09-23T18:10:00+02:00,20190923181000,201909231810007 ,"PLAZA. ALONSO MARTINEZ, 7",7  CHAMBERÍ,7 ,Frontal-lateral collision,NULL,0,Driver,25 - 29,Man,NULL,440.990.679,4.475.483.072,0
2019S031098,2019-09-23T20:40:00+02:00,20190923204000,2019092320400014,"CALL. HACIENDA DE PAVONES / CALL. BRUJAS, 356",14  MORATALAZ,14,Fall,Clear,0,Driver,25 - 29,Man,0,446.708.016,4.472.242.123,0
2019S031101,2019-09-23T21:39:00+02:00,20190923213900,201909232139009 ,"CALL. PRINCESA / CALL. MARQUES DE URQUIJO, 1",9  MONCLOA-ARAVACA,9 ,Fall,Clear,0,Driver,55 - 59,Man,1,439.227.605,4.475.798.562,0
2019S031101,2019-09-23T21:39:00+02:00,20190923213900,201909232139009 ,"CALL. PRINCESA / CALL. MARQUES DE URQUIJO, 1",9  MONCLOA-ARAVACA,9 ,Fall,Clear,0,Pedestrian,18 - 20,Woman,0,439.227.605,4.475.798.562,0
2019S031114,2019-09-23T17:35:00+02:00,20190923173500,201909231735001 ,"PLAZA. PUERTA DEL SOL, 6",1  CENTRO,1 ,Hitting a person,Clear,0,Driver,30 - 34,Man,0,440.385.165,4.474.251.779,0
2019S031114,2019-09-23T17:35:00+02:00,20190923173500,201909231735001 ,"PLAZA. PUERTA DEL SOL, 6",1  CENTRO,1 ,Hitting a person,Clear,0,Pedestrian,70 - 74,Woman,0,440.385.165,4.474.251.779,0
2019S031115,2019-09-23T18:31:00+02:00,20190923183100,201909231831009 ,"PASEO. EMBARCADERO, 6 ENTRE FAROLAS Nº 6 Y 7",9  MONCLOA-ARAVACA,9 ,Fall,Clear,0,Driver,30 - 34,Man,0,438.034.595,4.474.391.111,0
2019S031116,2019-09-23T21:15:00+02:00,20190923211500,201909232115002 ,"PQUE. MADRID RIO, FAROLA 26-10",2  ARGANZUELA,2 ,Frontal collision,Clear,0,Driver,-- - --,Unknown,NULL,438.779.879,4.473.483.646,0
2019S031128,2019-09-24T14:30:00+02:00,20190924143000,201909241430007 ,"PASEO. CASTELLANA, 63",7  CHAMBERÍ,7 ,Scope,Clear,0,Driver,35 - 39,Man,0,441.357.225,4.477.455.236,0
2019S031193,2019-09-24T19:40:00+02:00,20190924194000,2019092419400014,"CALL. FUENTE CARRANTONA, 61",14  MORATALAZ,14,Frontal collision,Clear,0,Driver,21 - 24,Man,1,446.799.839,4.473.897.791,0
2019S031193,2019-09-24T19:40:00+02:00,20190924194000,2019092419400014,"CALL. FUENTE CARRANTONA, 61",14  MORATALAZ,14,Frontal collision,Clear,0,Driver,50 - 54,Man,0,446.799.839,4.473.897.791,0
2019S031198,2019-09-24T21:10:00+02:00,20190924211000,201909242110009 ,"CMNO. ROBLEDAL / CTRA. TELEFERICO, 2",9  MONCLOA-ARAVACA,9 ,Fall,Clear,0,Driver,35 - 39,Man,0,436.657.882,4.474.038.806,0
2019S031237,2019-09-26T9:25:00+02:00,201909269:5:0+,201909269:5:0+6 ,"AVDA. GENERAL PERON / CALL. JULIAN BESTEIRO, 24",6  TETUÁN,6 ,Frontal-lateral collision,Clear,0,Driver,-- - --,Unknown,NULL,441.016.807,4.478.205.423,0
2019S031256,2019-09-25T21:30:00+02:00,20190925213000,201909252130005 ,"PASEO. CASTELLANA, 184",5  CHAMARTÍN,5 ,Frontal-lateral collision,Clear,0,Driver,25 - 29,Man,1,441.565.253,4.479.225.989,0
2019S031280,2019-09-26T14:20:00+02:00,20190926142000,201909261420004 ,"CALL. SERRANO, 29",4  SALAMANCA,4 ,Multiple collision,Clear,0,Driver,25 - 29,Man,NULL,441.678.140,4.475.417.420,0
2019S031320,2019-09-26T23:43:00+02:00,20190926234300,201909262343001 ,"PLAZA. EMPERADOR CARLOS V / RONDA. ATOCHA, 11",1  CENTRO,1 ,Scope,Clear,0,Driver,21 - 24,Man,0,441.222.268,4.473.433.698,0
2019S031324,2019-09-27T11:22:00+02:00,20190927112200,2019092711220017,"CALL. LAS NAVAS DE BUITRAGO / CALL. BERZOSA DE LOZOYA, 50A",17  VILLAVERDE,17,Frontal-lateral collision,Clear,0,Driver,50 - 54,Man,1,438.946.413,4.465.117.354,0
2019S031329,2019-09-27T12:50:00+02:00,20190927125000,201909271250001 ,"PASEO. BAJO DE LA VIRGEN DEL PUERTO / FRENTE JARDINES DEL MORO, 2",1  CENTRO,1 ,Multiple collision,Clear,0,Driver,30 - 34,Man,1,438.880.276,4.474.368.072,0
2019S031351,2019-09-26T21:55:00+02:00,20190926215500,201909262155002 ,"PASEO. DELICIAS, 95",2  ARGANZUELA,2 ,Scope,Clear,0,Driver,40 - 44,Man,0,441.056.330,4.471.863.777,0
2019S031356,2019-09-27T20:05:00+02:00,20190927200500,201909272005003 ,"CALL. O'DONNELL, 52",3  RETIRO,3 ,Hitting a person,Clear,0,Driver,50 - 54,Man,0,443.205.905,4.474.715.298,0
2019S031356,2019-09-27T20:05:00+02:00,20190927200500,201909272005003 ,"CALL. O'DONNELL, 52",3  RETIRO,3 ,Hitting a person,Clear,0,Pedestrian,70 - 74,Woman,1,443.205.905,4.474.715.298,0
2019S031507,2019-09-27T22:40:00+02:00,20190927224000,201909272240002 ,"PASEO. CHOPERA, 10",2  ARGANZUELA,2 ,Frontal-lateral collision,Clear,0,Driver,10 - 14,Man,0,440.696.308,4.471.686.935,0
2019S031523,2019-09-29T16:25:00+02:00,20190929162500,201909291625004 ,"CALL. ALCALA / CALL. ALEJANDRO GONZALEZ, 200A",4  SALAMANCA,4 ,Lateral collision,Clear,0,Driver,35 - 39,Man,0,443.668.783,4.475.723.128,0
2019S031531,2019-09-29T20:31:00+02:00,20190929203100,201909292031001 ,"RONDA. ATOCHA, 8",1  CENTRO,1 ,Fall,Clear,0,Driver,45 - 49,Man,0,440.950.639,4.473.159.832,1
2019S031532,2019-09-29T6:10:00+02:00,201909296:0:0+,201909296:0:0+1 ,CALLE GRAN VIA 72,1  CENTRO,1 ,Fall,Clear,0,Driver,30 - 34,Man,0,439.783.606,4.474.929.637,0
2019S031556,2019-09-29T12:10:00+02:00,20190929121000,201909291210003 ,"PASEO. FERNAN NUÑEZ / PASEO. REPUBLICA DE CUBA, 1",3  RETIRO,3 ,Lateral collision,Clear,0,Driver,35 - 39,Man,0,442.051.770,4.473.595.088,0
2019S031556,2019-09-29T12:10:00+02:00,20190929121000,201909291210003 ,"PASEO. FERNAN NUÑEZ / PASEO. REPUBLICA DE CUBA, 1",3  RETIRO,3 ,Lateral collision,Clear,0,Driver,35 - 39,Woman,0,442.051.770,4.473.595.088,0
2019S031567,2019-09-30T10:00:00+02:00,20190930100000,201909301000004 ,"PASEO. CASTELLANA, 10",4  SALAMANCA,4 ,Lateral collision,Clear,0,Driver,30 - 34,Man,0,441.520.218,4.475.452.464,0
2019S031587,2019-09-30T14:15:00+02:00,20190930141500,2019093014150018,"AVDA. CERRO MILANO / CALL. ENTREPEÑAS, 10",18  VILLA DE VALLECAS,18,Lateral collision,Clear,0,Driver,15 - 17,Man,0,448.185.834,4.468.393.346,0
2019S031595,2019-09-29T20:45:00+02:00,20190929204500,201909292045005 ,"CALL. CARTAGENA, 124",5  CHAMARTÍN,5 ,Fall,Clear,0,Driver,35 - 39,Woman,1,442.778.227,4.476.937.067,0
2019S031619,2019-09-30T22:45:00+02:00,20190930224500,201909302245007 ,"CALL. GENOVA / CALL. ARGENSOLA, 1",7  CHAMBERÍ,7 ,Fall,Clear,0,Driver,25 - 29,Man,1,441.141.145,4.475.346.921,0
2019S031647,2019-09-28T13:20:00+02:00,20190928132000,201909281320009 ,"CMNO. ROBLEDAL, 2",9  MONCLOA-ARAVACA,9 ,Lateral collision,Clear,0,Driver,25 - 29,Man,0,436.713.953,4.474.151.674,0
2019S031647,2019-09-28T13:20:00+02:00,20190928132000,201909281320009 ,"CMNO. ROBLEDAL, 2",9  MONCLOA-ARAVACA,9 ,Lateral collision,Clear,0,Driver,30 - 34,Woman,0,436.713.953,4.474.151.674,0
2019S031692,2019-09-27T16:20:00+02:00,20190927162000,201909271620002 ,"PASEO. SANTA MARIA DE LA CABEZA, 42",2  ARGANZUELA,2 ,Frontal-lateral collision,Clear,0,Driver,21 - 24,Man,0,440.872.423,4.472.803.501,0
2019S031696,2019-09-30T15:30:00+02:00,20190930153000,201909301530007 ,"CALL. DONOSO CORTES / CALL. ANDRES MELLADO, 78",7  CHAMBERÍ,7 ,Fall,NULL,0,Driver,30 - 34,Woman,NULL,439.431.289,4.476.442.945,0
2019S031721,2019-10-01T20:00:00+02:00,20191001200000,2019100120000015,"CALL. AMOS DE ESCALANTE, 12",15  CIUDAD LINEAL,15,Hitting a person,Clear,0,Driver,25 - 29,Man,0,445.587.201,4.476.293.877,0
2019S031721,2019-10-01T20:00:00+02:00,20191001200000,2019100120000015,"CALL. AMOS DE ESCALANTE, 12",15  CIUDAD LINEAL,15,Hitting a person,Clear,0,Pedestrian,50 - 54,Woman,1,445.587.201,4.476.293.877,0
2019S031771,2019-10-02T12:20:00+02:00,20191002122000,201910021220001 ,"CALL. DOCTOR CORTEZO, 1",1  CENTRO,1 ,Fall,Clear,0,Driver,40 - 44,Woman,1,440.297.252,4.473.929.424,0
2019S031772,2019-09-28T13:35:00+02:00,20190928133500,201909281335009 ,"CTRA. ZARZON, 6",9  MONCLOA-ARAVACA,9 ,Fall,Clear,0,Driver,45 - 49,Man,0,435.286.837,4.473.196.181,0
2019S031783,2019-10-01T8:26:00+02:00,201910018:6:0+,201910018:6:0+2 ,"CALL. TERESA LOPEZ VALCARCEL, 19",2  ARGANZUELA,2 ,Fall,Clear,0,Driver,35 - 39,Woman,0,441.002.758,4.470.975.055,0
2019S031790,2019-10-02T14:45:00+02:00,20191002144500,201910021445006 ,"CALL. CARNICER, 11",6  TETUÁN,6 ,Hitting a person,Clear,0,Driver,18 - 20,Man,1,440.228.431,4.477.888.236,0
2019S031790,2019-10-02T14:45:00+02:00,20191002144500,201910021445006 ,"CALL. CARNICER, 11",6  TETUÁN,6 ,Hitting a person,Clear,0,Pedestrian,25 - 29,Woman,0,440.228.431,4.477.888.236,0
2019S031798,2019-10-01T19:00:00+02:00,20191001190000,201910011900002 ,"CALL. EMBAJADORES, 126",2  ARGANZUELA,2 ,Lateral collision,Clear,0,Driver,25 - 29,Woman,0,440.735.938,4.472.313.684,0
2019S031798,2019-10-01T19:00:00+02:00,20191001190000,201910011900002 ,"CALL. EMBAJADORES, 126",2  ARGANZUELA,2 ,Lateral collision,Clear,0,Driver,30 - 34,Man,0,440.735.938,4.472.313.684,0
2019S031828,2019-10-02T15:45:00+02:00,20191002154500,201910021545004 ,"CALL. NUÑEZ DE BALBOA / CALL. JOSE ORTEGA Y GASSET, 79",4  SALAMANCA,4 ,Fall,Clear,0,Driver,25 - 29,Woman,1,441.828.979,4.475.767.712,0
2019S031830,2019-09-29T22:25:00+02:00,20190929222500,201909292225004 ,"AVDA. AMERICA, 12",4  SALAMANCA,4 ,Fall,Clear,0,Driver,21 - 24,Man,0,442.695.549,4.476.621.192,0
2019S031846,2019-10-01T13:30:00+02:00,20191001133000,2019100113300012,"AVDA. POBLADOS / CALL. GUETARIA, 166",12  USERA,12,Scope,Clear,0,Driver,25 - 29,Woman,NULL,439.222.143,4.469.490.936,0
2019S031852,2019-10-02T9:30:00+02:00,201910029:0:0+,201910029:0:0+14,"CALL. CAMINO DE LOS VINATEROS, 65",14  MORATALAZ,14,Frontal-lateral collision,Clear,0,Driver,30 - 34,Woman,1,444.728.097,4.473.492.584,0
2019S031862,2019-10-03T9:38:00+02:00,201910039:8:0+,201910039:8:0+6 ,"MINISTERIO DE DEFENSA, 109",6  TETUÁN,6 ,Fall,Clear,0,Driver,25 - 29,Man,1,441.423.585,4.478.525.647,0
2019S031868,2019-10-03T9:20:00+02:00,201910039:0:0+,201910039:0:0+11,"AVDA. OPORTO / CALL. CAMINO VIEJO DE LEGANES, 45",11  CARABANCHEL,11,Frontal-lateral collision,Clear,0,Driver,60 - 64,Man,0,438.236.331,4.470.886.026,0
2019S031932,2019-10-01T21:15:00+02:00,20191001211500,201910012115004 ,"GTA. EMILIO CASTELAR / CALL. GENERAL ORAA, 0",4  SALAMANCA,4 ,Frontal-lateral collision,Clear,0,Driver,30 - 34,Woman,1,441.627.587,4.476.319.545,0
2019S031944,2019-10-02T19:23:00+02:00,20191002192300,201910021923004 ,"CALL. ARMADA ESPAÑOLA / PASEO. CASTELLANA, 1",4  SALAMANCA,4 ,Lateral collision,Clear,0,Driver,18 - 20,Man,0,441.426.344,4.475.133.488,0
2019S031955,2019-10-02T23:05:00+02:00,20191002230500,201910022305009 ,"CALL. ARQUITECTO SANCHEZ ARCAS, 3",9  MONCLOA-ARAVACA,9 ,Frontal-lateral collision,Clear,0,Driver,55 - 59,Man,0,439.239.143,4.478.300.191,0
2019S031973,2019-10-04T9:10:00+02:00,201910049:0:0+,201910049:0:0+13,"CALL. PUERTO DE BALBARAN, 121",13  PUENTE DE VALLECAS,13,Frontal-lateral collision,Clear,0,Driver,35 - 39,Man,1,443.763.452,4.469.940.899,0
2019S031989,2019-10-03T14:10:00+02:00,20191003141000,201910031410007 ,"CALL. SANTA ENGRACIA, 73",7  CHAMBERÍ,7 ,Frontal-lateral collision,Clear,0,Driver,25 - 29,Woman,0,440.723.448,4.476.292.665,0
2019S031989,2019-10-03T14:10:00+02:00,20191003141000,201910031410007 ,"CALL. SANTA ENGRACIA, 73",7  CHAMBERÍ,7 ,Frontal-lateral collision,Clear,0,Driver,45 - 49,Man,0,440.723.448,4.476.292.665,0
2019S031994,2019-10-04T0:05:00+02:00,201910040:5:0+,201910040:5:0+2 ,"PASEO. ESPERANZA / PASEO. ESPERANZA, 5",2  ARGANZUELA,2 ,Frontal-lateral collision,Clear,0,Driver,25 - 29,Man,1,440.079.680,4.472.758.614,0
2019S032000,2019-09-28T14:40:00+02:00,20190928144000,2019092814400011,"CALL. ANTONIO DE LEYVA / PLAZA. ELIPTICA, 86B",11  CARABANCHEL,11,Frontal-lateral collision,Clear,0,Driver,30 - 34,Man,1,439.132.892,4.470.881.535,0
2019S032025,2019-10-03T21:10:00+02:00,20191003211000,201910032110001 ,"PLAZA. PUERTA DEL SOL / CALL. CARRETAS, 5",1  CENTRO,1 ,Fall,Clear,0,Driver,18 - 20,Man,NULL,440.344.322,4.474.251.184,0
2019S032042,2019-10-02T20:05:00+02:00,20191002200500,2019100220050011,"CALL. CALDERILLA, 1",11  CARABANCHEL,11,Fall,Clear,0,Driver,45 - 49,Woman,1,437.190.404,4.468.247.168,0
2019S032046,2019-10-04T20:15:00+02:00,20191004201500,2019100420150020,"CALL. ALCALA, 426",20  SAN BLAS-CANILLEJAS,20,Fall,Clear,0,Driver,21 - 24,Man,0,445.980.179,4.476.580.680,0
2019S032108,2019-10-04T9:30:00+02:00,201910049:0:0+,201910049:0:0+3 ,"CALL. ALCALA / PLAZA. CIBELES, 50",3  RETIRO,3 ,Scope,Clear,0,Driver,30 - 34,Man,0,441.310.475,4.474.542.510,0
2019S032125,2019-10-05T1:45:00+02:00,201910051:5:0+,201910051:5:0+2 ,"GTA. SANTA MARIA DE LA CABEZA / GTA. SANTA MARIA DE LA CABEZA, 5",2  ARGANZUELA,2 ,Hitting a person,Clear,0,Driver,30 - 34,Man,0,440.644.487,4.472.450.524,0
2019S032125,2019-10-05T1:45:00+02:00,201910051:5:0+,201910051:5:0+2 ,"GTA. SANTA MARIA DE LA CABEZA / GTA. SANTA MARIA DE LA CABEZA, 5",2  ARGANZUELA,2 ,Hitting a person,Clear,0,Pedestrian,45 - 49,Woman,0,440.644.487,4.472.450.524,0
2019S032184,2019-10-05T7:15:00+02:00,201910057:5:0+,201910057:5:0+8 ,"CALL. ARZOBISPO MORCILLO, 40",8  FUENCARRAL-EL PARDO,8 ,Frontal-lateral collision,Clear,0,Driver,55 - 59,Man,0,440.872.535,4.481.453.342,0
2019S032223,2019-10-05T18:36:00+02:00,20191005183600,201910051836007 ,"CALL. ALBERTO AGUILERA, 46",7  CHAMBERÍ,7 ,Fall,Clear,0,Driver,40 - 44,Man,0,439.580.041,4.475.760.778,0
2019S032233,2019-10-06T17:00:00+02:00,20191006170000,201910061700004 ,"CALL. GOYA / CALL. SERRANO, 9",4  SALAMANCA,4 ,Hitting a person,Clear,0,Driver,50 - 54,Man,0,441.660.320,4.475.218.637,0
2019S032233,2019-10-06T17:00:00+02:00,20191006170000,201910061700004 ,"CALL. GOYA / CALL. SERRANO, 9",4  SALAMANCA,4 ,Hitting a person,Clear,0,Pedestrian,50 - 54,Woman,0,441.660.320,4.475.218.637,0
2019S032272,2019-10-05T11:00:00+02:00,20191005110000,2019100511000016,"CALL. SANTA SUSANA, 55",16  HORTALEZA,16,Fall,Clear,0,Driver,45 - 49,Man,1,445.081.298,4.481.298.570,0
2019S032300,2019-10-05T16:10:00+02:00,20191005161000,201910051610008 ,"GTA. SANTUARIO DE TISCAR, 0, 0",8  FUENCARRAL-EL PARDO,8 ,Fall,Clear,0,Driver,55 - 59,Man,1,439.531.631,4.483.818.886,0
