num_expediente;fecha;hora;localizacion;numero;cod_distrito;distrito;tipo_accidente;estado_meteorológico;tipo_vehículo;tipo_persona;rango_edad;sexo;cod_lesividad;tipo_lesividad;coordenada_x_utm;coordenada_y_utm;positiva_alcohol;positiva_droga
2020S007459;28/05/2020;20:30:00;CTRA. COLMENAR VIEJO, KM 13 (SALIDA CARRIL BICI);0;5;CHAMARTÍN;Caída;Despejado;Bicicleta;Conductor;De 18 a 20 años;Hombre;7;Asistencia sanitaria sólo en el lugar del accidente;442.018.292;4.485.133.963;N;NULL
2020S007559;31/05/2020;9:50:00;CMNO. SANTA MARIA, 31;31;18;VILLA DE VALLECAS;Caída;Despejado;Bicicleta;Conductor;De 40 a 44 años;Hombre;1;Atención en urgencias sin posterior ingreso;445.276.725;4.467.593.502;N;NULL
2020S007563;30/05/2020;9:32:00;CTRA. ESTACION DE HORTALEZA, 56;56;16;HORTALEZA;Caída;Despejado;Bicicleta;Conductor;De 50 a 54 años;Hombre;1;Atención en urgencias sin posterior ingreso;444.963.490;4.481.301.105;N;NULL
2020S007567;30/05/2020;21:30:00;PASEO. CASTELLANA / CALL. RAIMUNDO FERNANDEZ VILLAVERDE;81;6;TETUÁN;Atropello a persona;Despejado;Bicicleta;Conductor;De 45 a 49 años;Hombre;2;Ingreso inferior o igual a 24 horas;441.366.695;4.477.545.418;N;NULL
2020S007567;30/05/2020;21:30:00;PASEO. CASTELLANA / CALL. RAIMUNDO FERNANDEZ VILLAVERDE;81;6;TETUÁN;Atropello a persona;Despejado;Bicicleta;Peatón;De 30 a 34 años;Hombre;7;Asistencia sanitaria sólo en el lugar del accidente;441.366.695;4.477.545.418;N;NULL
2020S007569;30/05/2020;22:15:00;CALL. AYALA / CALL. GENERAL DIAZ PORLIER;90;4;SALAMANCA;Colisión fronto-lateral;Despejado;Bicicleta EPAC (pedaleo asistido);Conductor;De 18 a 20 años;Mujer;7;Asistencia sanitaria sólo en el lugar del accidente;442.572.246;4.475.418.922;N;NULL
2020S007584;31/05/2020;20:55:00;PLAZA. INDEPENDENCIA / C/ SERRANO;4;4;SALAMANCA;Caída;Nublado;Bicicleta;Conductor;De 30 a 34 años;Hombre;1;Atención en urgencias sin posterior ingreso;441.577.332;4.474.650.550;N;NULL
2020S007585;31/05/2020;21:27:00;CALL. MIGUEL ANGEL, 3;3;7;CHAMBERÍ;Caída;Nublado;Bicicleta;Conductor;De 35 a 39 años;Hombre;5;Asistencia sanitaria ambulatoria con posterioridad;441.363.265;4.476.137.763;N;NULL
2020S007605;31/05/2020;14:07:00;AVDA. LAS FUERZAS ARMADAS, 10;10;16;HORTALEZA;Colisión fronto-lateral;Despejado;Bicicleta;Conductor;De 45 a 49 años;Mujer;2;Ingreso inferior o igual a 24 horas;445.958.967;4.481.868.000;N;NULL
2020S007605;31/05/2020;14:07:00;AVDA. LAS FUERZAS ARMADAS, 10;10;16;HORTALEZA;Colisión fronto-lateral;Despejado;Bicicleta;Conductor;De 6 a 9 años;Hombre;14;Sin asistencia sanitaria;445.958.967;4.481.868.000;N;NULL
2020S007618;01/06/2020;16:40:00;CALL. JOSE ABASCAL, 29;29;7;CHAMBERÍ;Caída;Despejado;Bicicleta;Conductor;De 21 a 24 años;Mujer;7;Asistencia sanitaria sólo en el lugar del accidente;440.762.954;4.476.656.383;N;NULL
2020S007621;29/05/2020;21:25:00;CALL. MAYOR, 59;59;1;CENTRO;Atropello a persona;Despejado;Bicicleta;Conductor;Desconocido;Desconocido;NULL;NULL;439.778.827;4.474.135.270;NULL;NULL
2020S007621;29/05/2020;21:25:00;CALL. MAYOR, 59;59;1;CENTRO;Atropello a persona;Despejado;Bicicleta;Peatón;De 60 a 64 años;Hombre;7;Asistencia sanitaria sólo en el lugar del accidente;439.778.827;4.474.135.270;N;NULL
2020S007626;01/06/2020;16:15:00;CALL. GUADARRAMA, 7;7;10;LATINA;Colisión fronto-lateral;Despejado;Bicicleta;Conductor;De 25 a 29 años;Hombre;7;Asistencia sanitaria sólo en el lugar del accidente;437.942.585;4.473.697.611;N;NULL
2020S007632;28/05/2020;19:15:00;CALL. JESUS FERNANDEZ SANTOS, 2;2;16;HORTALEZA;Caída;Despejado;Bicicleta;Conductor;De 10 a 14 años;Hombre;2;Ingreso inferior o igual a 24 horas;444.505.418;4.483.765.005;N;NULL
2020S007634;29/05/2020;17:10:00;CALL. VALDETORRES DE JARAMA, 5;5;16;HORTALEZA;Caída;Despejado;Bicicleta;Conductor;De 40 a 44 años;Mujer;7;Asistencia sanitaria sólo en el lugar del accidente;445.169.691;4.480.345.370;N;NULL
2020S007636;01/06/2020;22:00:00;CALL. GANDHI, 21;21;15;CIUDAD LINEAL;Caída;Despejado;Bicicleta;Conductor;De 25 a 29 años;Hombre;7;Asistencia sanitaria sólo en el lugar del accidente;446.136.722;4.474.998.605;N;NULL
2020S007646;30/05/2020;9:50:00;AVDA. LAS FUERZAS ARMADAS, 142;142;16;HORTALEZA;Caída;Despejado;Bicicleta;Conductor;De 55 a 59 años;Hombre;7;Asistencia sanitaria sólo en el lugar del accidente;446.558.072;4.481.774.350;N;NULL
2020S007668;21/05/2020;20:55:00;CALL. GENERAL RICARDOS / CALL. MONSEÑOR OSCAR ROMERO;202;11;CARABANCHEL;Colisión fronto-lateral;Despejado;Bicicleta;Conductor;De 15 a 17 años;Hombre;NULL;NULL;436.829.336;4.470.386.336;N;NULL
2020S007677;02/06/2020;20:45:00;CALL. CIRCE, 50;50;20;SAN BLAS-CANILLEJAS;Atropello a persona;Despejado;Bicicleta;Conductor;Desconocido;Desconocido;NULL;NULL;448.235.567;4.477.036.048;N;NULL
2020S007677;02/06/2020;20:45:00;CALL. CIRCE, 50;50;20;SAN BLAS-CANILLEJAS;Atropello a persona;Despejado;Bicicleta;Peatón;De 50 a 54 años;Mujer;7;Asistencia sanitaria sólo en el lugar del accidente;448.235.567;4.477.036.048;N;NULL
2020S007678;02/06/2020;21:20:00;AVDA. LUIS ARAGONES, 4;4;20;SAN BLAS-CANILLEJAS;Caída;Despejado;Bicicleta;Conductor;De 45 a 49 años;Mujer;1;Atención en urgencias sin posterior ingreso;448.685.996;4.476.352.278;N;NULL
2020S007679;02/06/2020;20:30:00;RONDA. SUR / CALL. MUDELA;61;13;PUENTE DE VALLECAS;Caída;Despejado;Bicicleta EPAC (pedaleo asistido);Conductor;De 30 a 34 años;Hombre;1;Atención en urgencias sin posterior ingreso;442.460.742;4.469.964.143;N;NULL
2020S007681;02/06/2020;21:20:00;CTRA. RODAJOS / CTRA. RODAJOS;2;9;MONCLOA-ARAVACA;Caída;Despejado;Bicicleta;Conductor;De 30 a 34 años;Hombre;3;Ingreso superior a 24 horas;435.677.094;4.473.893.448;N;NULL
2020S007685;02/06/2020;21:30:00;CUSTA. SANTO DOMINGO, 10;10;1;CENTRO;Alcance;Despejado;Bicicleta;Conductor;De 30 a 34 años;Mujer;7;Asistencia sanitaria sólo en el lugar del accidente;439.809.286;4.474.575.637;N;NULL
2020S007694;03/06/2020;7:50:00;CALL. CARLOS DABAN / CALL. VIA CARPETANA;2;11;CARABANCHEL;Colisión fronto-lateral;Despejado;Bicicleta;Conductor;De 21 a 24 años;Hombre;5;Asistencia sanitaria ambulatoria con posterioridad;437.655.149;4.472.258.080;N;NULL
2020S007714;02/06/2020;21:40:00;CALL. LOPEZ DE ARANDA, 30;30;20;SAN BLAS-CANILLEJAS;Caída;Despejado;Bicicleta;Conductor;De 6 a 9 años;Hombre;2;Ingreso inferior o igual a 24 horas;445.988.903;4.477.140.444;N;NULL
2020S007722;03/06/2020;18:45:00;CALL. FERRAZ / CALL. IRUN;1;9;MONCLOA-ARAVACA;Caída;Despejado;Bicicleta EPAC (pedaleo asistido);Conductor;De 18 a 20 años;Mujer;14;Sin asistencia sanitaria;439.327.201;4.474.991.708;N;NULL
2020S007724;03/06/2020;19:55:00;CALL. VIA CARPETANA, 43;43;11;CARABANCHEL;Caída;Despejado;Bicicleta;Conductor;De 18 a 20 años;Hombre;2;Ingreso inferior o igual a 24 horas;438.359.424;4.472.952.410;N;NULL
2020S007734;03/06/2020;23:10:00;CALL. BRAVO MURILLO, 298;298;6;TETUÁN;Alcance;Lluvia débil;Bicicleta;Conductor;De 40 a 44 años;Hombre;1;Atención en urgencias sin posterior ingreso;440.887.597;4.479.334.701;N;NULL
2020S007753;03/06/2020;13:50:00;CALL. HULLA, 31;31;17;VILLAVERDE;Caída;Despejado;Bicicleta;Conductor;De 35 a 39 años;Hombre;2;Ingreso inferior o igual a 24 horas;442.370.970;4.465.749.901;N;NULL
2020S007753;03/06/2020;13:50:00;CALL. HULLA, 31;31;17;VILLAVERDE;Caída;Despejado;Bicicleta;Pasajero;De 6 a 9 años;Mujer;14;Sin asistencia sanitaria;442.370.970;4.465.749.901;N;NULL
2020S007754;03/06/2020;1:05:00;PASEO. YESERIAS / GTA. PIRAMIDES;1;2;ARGANZUELA;Caída;Despejado;Bicicleta;Conductor;De 35 a 39 años;Hombre;1;Atención en urgencias sin posterior ingreso;439.414.355;4.472.445.031;N;NULL
2020S007762;03/06/2020;20:00:00;CTRA. VENTA DE LA RUBIA / AUTOV. M-40;10;10;LATINA;Caída;Despejado;Bicicleta;Conductor;De 55 a 59 años;Hombre;2;Ingreso inferior o igual a 24 horas;430.367.536;4.470.704.171;N;NULL
2020S007770;04/06/2020;16:15:00;CALL. ARTURO SORIA / CALL. CARLOTA O'NEILL;73;15;CIUDAD LINEAL;Colisión fronto-lateral;Despejado;Bicicleta;Conductor;De 30 a 34 años;Hombre;7;Asistencia sanitaria sólo en el lugar del accidente;445.110.750;4.477.418.290;N;NULL
2020S007782;04/06/2020;20:25:00;AVDA. LUIS ARAGONES / CALL. SAN HILARIO;4;20;SAN BLAS-CANILLEJAS;Caída;Despejado;Bicicleta;Conductor;De 15 a 17 años;Hombre;5;Asistencia sanitaria ambulatoria con posterioridad;448.711.124;4.477.420.080;N;NULL
2020S007784;01/06/2020;21:10:00;AVDA. LOGROÑO, 16;16;16;HORTALEZA;Caída;Despejado;Bicicleta;Conductor;De 35 a 39 años;Hombre;2;Ingreso inferior o igual a 24 horas;448.609.962;4.477.922.059;N;NULL
2020S007785;04/06/2020;20:33:00;GTA. S.A.R. DON JUAN DE BORBON Y BATTEMBERG, 5;5;21;BARAJAS;Colisión lateral;Despejado;Bicicleta;Conductor;De 45 a 49 años;Hombre;2;Ingreso inferior o igual a 24 horas;447.825.775;4.478.994.680;N;NULL
2020S007812;02/06/2020;21:50:00;CALL. MANUEL POMBO ANGULO, 8;8;16;HORTALEZA;Caída;Despejado;Bicicleta;Conductor;De 50 a 54 años;Hombre;7;Asistencia sanitaria sólo en el lugar del accidente;444.398.459;4.484.130.956;N;NULL
2020S007846;06/06/2020;3:30:00;GTA. LOPEZ DE HOYOS / CALL. FRANCISCO SILVELA;1;5;CHAMARTÍN;Caída;Despejado;Bicicleta EPAC (pedaleo asistido);Conductor;De 25 a 29 años;Mujer;1;Atención en urgencias sin posterior ingreso;442.236.311;4.476.911.977;N;NULL
2020S007862;05/06/2020;22:00:00;PASEO. EMBARCADERO / PASEO. AZUL;1;9;MONCLOA-ARAVACA;Caída;Despejado;Bicicleta;Conductor;De 15 a 17 años;Hombre;14;Sin asistencia sanitaria;438.200.644;4.474.427.311;N;NULL
2020S007862;05/06/2020;22:00:00;PASEO. EMBARCADERO / PASEO. AZUL;1;9;MONCLOA-ARAVACA;Caída;Despejado;Bicicleta;Conductor;De 60 a 64 años;Hombre;2;Ingreso inferior o igual a 24 horas;438.200.644;4.474.427.311;N;NULL
2020S007878;06/06/2020;21:20:00;CALL. PEDRO BOSCH, 0;0;2;ARGANZUELA;Caída;Despejado;Bicicleta;Conductor;De 30 a 34 años;Hombre;2;Ingreso inferior o igual a 24 horas;442.548.576;4.472.236.606;N;NULL
2020S007883;06/06/2020;22:05:00;CALL. ALCALA, 420;420;20;SAN BLAS-CANILLEJAS;Choque contra obstáculo fijo;Despejado;Bicicleta;Conductor;De 30 a 34 años;Hombre;7;Asistencia sanitaria sólo en el lugar del accidente;445.935.703;4.476.563.512;N;NULL
2020S007897;06/06/2020;23:45:00;CALL. ARTURO SORIA / CALL. ANGELITA CAVERO;106;15;CIUDAD LINEAL;Colisión fronto-lateral;Despejado;Bicicleta;Conductor;De 18 a 20 años;Hombre;NULL;NULL;445.058.817;4.477.481.910;N;NULL
2020S007898;06/06/2020;21:20:00;CALL. ESTEBAN CARROS / AVDA. JOAQUIN GARRIGUES WALKER;48;13;PUENTE DE VALLECAS;Caída;Despejado;Bicicleta;Conductor;De 10 a 14 años;Hombre;2;Ingreso inferior o igual a 24 horas;443.952.032;4.468.895.148;N;NULL
2020S007900;07/06/2020;7:50:00;AVDA. REAL DE PINTO / CALL. LAGUNA DALGA;167;17;VILLAVERDE;Colisión lateral;Despejado;Bicicleta;Conductor;De 45 a 49 años;Hombre;7;Asistencia sanitaria sólo en el lugar del accidente;439.299.613;4.464.715.726;N;NULL
2020S007903;07/06/2020;11:05:00;PLAZA. CASTILLA / CALL. BRAVO MURILLO;3;6;TETUÁN;Colisión lateral;Despejado;Bicicleta;Conductor;De 30 a 34 años;Mujer;NULL;NULL;441.509.630;4.479.711.630;N;NULL
2020S007934;07/06/2020;22:42:00;CALL. SANTA ENGRACIA, 54;54;7;CHAMBERÍ;Alcance;Nublado;Bicicleta EPAC (pedaleo asistido);Conductor;De 21 a 24 años;Mujer;1;Atención en urgencias sin posterior ingreso;440.761.331;4.476.205.311;N;NULL
2020S007946;08/06/2020;12:00:00;AVDA. ALBUFERA / CALL. SIERRA FALADORA;144;13;PUENTE DE VALLECAS;Alcance;Despejado;Bicicleta;Conductor;De 30 a 34 años;Hombre;3;Ingreso superior a 24 horas;444.727.240;4.471.397.989;N;NULL
2020S007960;07/06/2020;14:35:00;CALL. NUESTRA SEÑORA DE VALVERDE, 227;227;8;FUENCARRAL-EL PARDO;Caída;Despejado;Bicicleta;Conductor;De 30 a 34 años;Mujer;1;Atención en urgencias sin posterior ingreso;441.975.307;4.484.511.539;N;NULL
2020S007964;07/06/2020;19:40:00;CALL. CHIMICHAGUA, 2;2;16;HORTALEZA;Choque contra obstáculo fijo;Despejado;Bicicleta;Conductor;De 15 a 17 años;Hombre;7;Asistencia sanitaria sólo en el lugar del accidente;446.241.258;4.480.559.810;N;NULL
2020S007964;07/06/2020;19:40:00;CALL. CHIMICHAGUA, 2;2;16;HORTALEZA;Choque contra obstáculo fijo;Despejado;Bicicleta;Peatón;Más de 74 años;Mujer;7;Asistencia sanitaria sólo en el lugar del accidente;446.241.258;4.480.559.810;N;NULL
2020S007987;07/06/2020;2:15:00;PLAZA. ESPAÑA, 7;7;1;CENTRO;Caída;Despejado;Bicicleta EPAC (pedaleo asistido);Conductor;De 15 a 17 años;Hombre;7;Asistencia sanitaria sólo en el lugar del accidente;439.599.650;4.474.928.330;N;NULL
2020S008016;09/06/2020;19:20:00;PLAZA. ESPAÑA, 20 FRENTE AL 5;20;9;MONCLOA-ARAVACA;Caída;Despejado;Bicicleta EPAC (pedaleo asistido);Conductor;De 55 a 59 años;Hombre;1;Atención en urgencias sin posterior ingreso;439.602.707;4.474.939.850;N;NULL
2020S008017;09/06/2020;20:15:00;CALL. VALDERREBOLLO, 5;5;18;VILLA DE VALLECAS;Colisión fronto-lateral;Despejado;Bicicleta;Conductor;De 45 a 49 años;Hombre;3;Ingreso superior a 24 horas;446.709.638;4.469.233.022;N;NULL
2020S008018;09/06/2020;20:10:00;CALL. NARVAEZ / CALL. O'DONNELL;28;3;RETIRO;Colisión fronto-lateral;Despejado;Bicicleta EPAC (pedaleo asistido);Conductor;De 21 a 24 años;Mujer;7;Asistencia sanitaria sólo en el lugar del accidente;442.654.268;4.474.752.793;N;NULL
2020S008037;10/06/2020;9:40:00;PASEO. EDUARDO DATO / CALL. ZURBANO;21;7;CHAMBERÍ;Caída;Despejado;Bicicleta;Conductor;De 25 a 29 años;Hombre;7;Asistencia sanitaria sólo en el lugar del accidente;441.193.413;4.476.041.559;N;NULL
2020S008038;10/06/2020;11:20:00;AVDA. ARCENTALES, 2 JUNTO A ESCALERA DE METRO;2;20;SAN BLAS-CANILLEJAS;Caída;Despejado;Bicicleta;Conductor;De 60 a 64 años;Hombre;2;Ingreso inferior o igual a 24 horas;448.971.941;4.476.045.865;N;NULL
2020S008039;10/06/2020;10:40:00;CALL. RAIMUNDO FERNANDEZ VILLAVERDE, 26;26;7;CHAMBERÍ;Caída;Despejado;Bicicleta;Conductor;De 55 a 59 años;Mujer;5;Asistencia sanitaria ambulatoria con posterioridad;440.650.527;4.477.557.050;N;NULL
2020S008055;09/06/2020;19:40:00;AVDA. POBLADOS, 130;130;12;USERA;Colisión frontal;NULL;Bicicleta;Conductor;De 40 a 44 años;Hombre;NULL;NULL;439.433.675;4.469.462.118;N;NULL
2020S008079;11/06/2020;3:10:00;PLAZA. SAN JUAN DE LA CRUZ / PASEO. CASTELLANA;1;7;CHAMBERÍ;Colisión fronto-lateral;Despejado;Bicicleta;Conductor;De 25 a 29 años;Mujer;NULL;NULL;441.298.769;4.476.953.284;N;NULL
2020S008089;09/06/2020;7:05:00;PASEO. PINOS, 0;0;2;ARGANZUELA;Caída;Despejado;Bicicleta;Conductor;De 21 a 24 años;Hombre;1;Atención en urgencias sin posterior ingreso;439.394.903;4.472.426.478;N;NULL
2020S008091;10/06/2020;10:15:00;PASEO. YESERIAS, 9;9;2;ARGANZUELA;Caída;Despejado;Bicicleta;Conductor;De 25 a 29 años;Mujer;7;Asistencia sanitaria sólo en el lugar del accidente;439.517.386;4.472.430.994;N;NULL
2020S008119;11/06/2020;13:30:00;CALL. VERSALLES, 31;31;20;SAN BLAS-CANILLEJAS;Colisión fronto-lateral;Despejado;Bicicleta;Conductor;De 10 a 14 años;Hombre;14;Sin asistencia sanitaria;447.570.922;4.474.090.403;N;NULL
2020S008119;11/06/2020;13:30:00;CALL. VERSALLES, 31;31;20;SAN BLAS-CANILLEJAS;Colisión fronto-lateral;Despejado;Bicicleta;Conductor;De 70 a 74 años;Hombre;2;Ingreso inferior o igual a 24 horas;447.570.922;4.474.090.403;N;NULL
2020S008137;12/06/2020;9:15:00;CALL. MACHAQUITO / AVDA. MADROÑOS;2;16;HORTALEZA;Colisión fronto-lateral;Despejado;Bicicleta;Conductor;De 45 a 49 años;Mujer;1;Atención en urgencias sin posterior ingreso;446.623.388;4.478.527.847;N;NULL
2020S008143;11/06/2020;20:15:00;AUTOV. M-607, +01380S;+01380S;8;FUENCARRAL-EL PARDO;Caída;Despejado;Bicicleta;Conductor;De 45 a 49 años;Hombre;1;Atención en urgencias sin posterior ingreso;441.729.513;4.486.071.300;N;NULL
2020S008152;12/06/2020;19:15:00;CMNO. PRINCIPE, 2;2;9;MONCLOA-ARAVACA;Choque contra obstáculo fijo;Despejado;Bicicleta;Conductor;De 50 a 54 años;Mujer;3;Ingreso superior a 24 horas;437.536.819;4.474.779.952;N;NULL
2020S008182;13/06/2020;11:15:00;CALL. SERRANO / CALL. DIEGO DE LEON;108;4;SALAMANCA;Colisión fronto-lateral;Despejado;Bicicleta;Conductor;De 25 a 29 años;Hombre;6;Asistencia sanitaria inmediata en centro de salud o mutua;441.768.807;4.476.256.969;N;NULL
2020S008184;10/06/2020;12:45:00;CALL. MARIA DE LAS MERCEDES DE BORBON, 110;110;16;HORTALEZA;Caída;Despejado;Bicicleta;Conductor;De 45 a 49 años;Mujer;1;Atención en urgencias sin posterior ingreso;447.098.945;4.483.022.741;N;NULL
2020S008186;13/06/2020;14:30:00;PASEO. INFANTA ISABEL, 2;2;3;RETIRO;Colisión fronto-lateral;Despejado;Bicicleta;Conductor;De 35 a 39 años;Hombre;2;Ingreso inferior o igual a 24 horas;441.759.189;4.473.081.393;N;NULL
2020S008199;13/06/2020;14:45:00;CALL. GOYA / CALL. SERRANO;15;4;SALAMANCA;Caída;Despejado;Bicicleta EPAC (pedaleo asistido);Conductor;De 55 a 59 años;Hombre;6;Asistencia sanitaria inmediata en centro de salud o mutua;441.681.793;4.475.201.936;N;NULL
2020S008212;13/06/2020;19:40:00;PASEO. CASTELLANA / AVDA. GENERAL PERON;97;6;TETUÁN;Colisión fronto-lateral;Despejado;Bicicleta;Conductor;De 30 a 34 años;Hombre;7;Asistencia sanitaria sólo en el lugar del accidente;441.380.524;4.478.189.932;N;NULL
2020S008230;14/06/2020;7:45:00;CALL. CASTILLO DE AREVALO / AVDA. INSTITUCION LIBRE DE ENSEÑANZA;1;20;SAN BLAS-CANILLEJAS;Colisión fronto-lateral;Despejado;Bicicleta;Conductor;De 40 a 44 años;Hombre;7;Asistencia sanitaria sólo en el lugar del accidente;446.517.361;4.475.433.301;N;NULL
2020S008231;13/06/2020;11:45:00;AVDA. GRAN VIA DEL ESTE, 9E;9E;19;VICÁLVARO;Caída;Despejado;Bicicleta;Conductor;De 40 a 44 años;Hombre;2;Ingreso inferior o igual a 24 horas;448.858.831;4.471.992.341;N;NULL
2020S008235;13/06/2020;19:00:00;AVDA. REINA VICTORIA / AVDA. PABLO IGLESIAS;34;9;MONCLOA-ARAVACA;Caída;Despejado;Bicicleta;Conductor;De 10 a 14 años;Mujer;7;Asistencia sanitaria sólo en el lugar del accidente;439.898.569;4.477.636.011;N;NULL
2020S008250;14/06/2020;16:40:00;CMNO. HUMERA, CASA CAMPO;0;9;MONCLOA-ARAVACA;Caída;Despejado;Bicicleta;Conductor;De 40 a 44 años;Hombre;6;Asistencia sanitaria inmediata en centro de salud o mutua;435.169.924;4.477.818.704;N;NULL
2020S008257;14/06/2020;20:10:00;CRA. SAN FRANCISCO / CALL. SAN ISIDRO LABRADOR;6;1;CENTRO;Alcance;Despejado;Bicicleta;Conductor;De 10 a 14 años;Hombre;7;Asistencia sanitaria sólo en el lugar del accidente;439.510.922;4.473.609.814;N;NULL
2020S008269;12/06/2020;13:40:00;AVDA. LOGROÑO / AUTOV. M-40;20;16;HORTALEZA;Alcance;Despejado;Bicicleta;Conductor;De 25 a 29 años;Mujer;1;Atención en urgencias sin posterior ingreso;448.676.079;4.478.224.417;N;NULL
2020S008280;14/06/2020;21:30:00;CALL. BRAVO MURILLO, 95;95;7;CHAMBERÍ;Caída;Despejado;Bicicleta;Conductor;De 35 a 39 años;Mujer;NULL;NULL;440.300.007;4.477.511.280;N;NULL
2020S008296;13/06/2020;18:15:00;CALL. NAVALPERAL / AVDA. MIRAFLORES;1;9;MONCLOA-ARAVACA;Caída;Despejado;Bicicleta;Conductor;De 15 a 17 años;Hombre;NULL;NULL;438.179.543;4.479.102.161;N;NULL
2020S008305;15/06/2020;19:45:00;AVDA. LUIS ARAGONES / CALL. SAN HILARIO;20;20;SAN BLAS-CANILLEJAS;Caída;Despejado;Bicicleta;Conductor;De 25 a 29 años;Hombre;6;Asistencia sanitaria inmediata en centro de salud o mutua;448.713.510;4.477.414.972;N;NULL
2020S008309;15/06/2020;21:06:00;CTRA. ZOO, 3;3;9;MONCLOA-ARAVACA;Caída;Despejado;Bicicleta;Conductor;De 50 a 54 años;Hombre;1;Atención en urgencias sin posterior ingreso;435.284.451;4.473.193.870;N;NULL
2020S008329;16/06/2020;6:50:00;CALL. VELAZQUEZ / CALL. LOPEZ DE HOYOS;134;5;CHAMARTÍN;Caída;Despejado;Bicicleta;Conductor;De 40 a 44 años;Hombre;1;Atención en urgencias sin posterior ingreso;442.093.376;4.476.725.535;N;NULL
2020S008333;16/06/2020;1:25:00;CALL. MATEO INURRIA, 26;26;5;CHAMARTÍN;Caída;Despejado;Bicicleta;Conductor;De 25 a 29 años;Mujer;6;Asistencia sanitaria inmediata en centro de salud o mutua;442.061.966;4.479.840.706;N;NULL
2020S008360;16/06/2020;20:20:00;CALL. MARIA DE LAS MERCEDES DE BORBON / CALL. JOSEFINA ALDECOA;120;16;HORTALEZA;Atropello a persona;Despejado;Bicicleta;Conductor;De 40 a 44 años;Hombre;2;Ingreso inferior o igual a 24 horas;447.953.108;4.482.641.795;N;NULL
2020S008360;16/06/2020;20:20:00;CALL. MARIA DE LAS MERCEDES DE BORBON / CALL. JOSEFINA ALDECOA;120;16;HORTALEZA;Atropello a persona;Despejado;Bicicleta;Peatón;De 6 a 9 años;Hombre;14;Sin asistencia sanitaria;447.953.108;4.482.641.795;N;NULL
2020S008367;16/06/2020;22:00:00;CALL. RAMON POWER / CALL. HAENDEL;25;16;HORTALEZA;Caída;Despejado;Bicicleta;Conductor;De 30 a 34 años;Hombre;2;Ingreso inferior o igual a 24 horas;446.997.689;4.479.412.059;N;NULL
2020S008367;16/06/2020;22:00:00;CALL. RAMON POWER / CALL. HAENDEL;25;16;HORTALEZA;Caída;Despejado;Bicicleta;Peatón;De 30 a 34 años;Hombre;14;Sin asistencia sanitaria;446.997.689;4.479.412.059;N;NULL
2020S008403;17/06/2020;19:30:00;CALL. LOPE DE HARO / CALL. JUAN DEL RISCO;10;6;TETUÁN;Colisión fronto-lateral;Despejado;Bicicleta;Conductor;De 35 a 39 años;Hombre;14;Sin asistencia sanitaria;440.429.600;4.478.746.090;N;NULL
2020S008419;18/06/2020;8:30:00;CALL. MAYOR / CALL. SAN NICOLAS;84;1;CENTRO;Colisión fronto-lateral;Despejado;Bicicleta;Conductor;De 40 a 44 años;Hombre;3;Ingreso superior a 24 horas;439.576.238;4.474.091.950;N;NULL
2020S008435;17/06/2020;21:28:00;CALL. GENERAL LOPEZ POZAS, 18;18;5;CHAMARTÍN;Atropello a persona;Despejado;Bicicleta;Conductor;De 60 a 64 años;Hombre;14;Sin asistencia sanitaria;441.901.528;4.479.408.275;N;NULL
2020S008435;17/06/2020;21:28:00;CALL. GENERAL LOPEZ POZAS, 18;18;5;CHAMARTÍN;Atropello a persona;Despejado;Bicicleta;Peatón;De 10 a 14 años;Mujer;7;Asistencia sanitaria sólo en el lugar del accidente;441.901.528;4.479.408.275;N;NULL
2020S008440;18/06/2020;18:40:00;CALL. FUENTE CARRANTONA / AUTOV. M-23;61;14;MORATALAZ;Caída;Despejado;Bicicleta;Conductor;De 21 a 24 años;Hombre;1;Atención en urgencias sin posterior ingreso;446.705.630;4.474.011.330;N;NULL
2020S008457;18/06/2020;12:10:00;CALL. ARROYO DEL MONTE, 111;111;8;FUENCARRAL-EL PARDO;Caída;Despejado;Bicicleta;Conductor;De 50 a 54 años;Hombre;6;Asistencia sanitaria inmediata en centro de salud o mutua;438.655.770;4.482.559.879;N;NULL
2020S008480;12/06/2020;15:20:00;CALL. ESTAFETA, 5;5;12;USERA;Colisión frontal;Despejado;Bicicleta;Conductor;De 40 a 44 años;Mujer;7;Asistencia sanitaria sólo en el lugar del accidente;441.202.211;4.469.700.604;N;NULL
2020S008482;18/06/2020;15:44:00;GTA. ENCINA DEL TRILLO, 0;0;9;MONCLOA-ARAVACA;Caída;Despejado;Bicicleta;Conductor;De 25 a 29 años;Hombre;5;Asistencia sanitaria ambulatoria con posterioridad;436.055.422;4.474.224.689;N;NULL
2020S008486;18/06/2020;21:00:00;CMNO. CERRO DEL AGUILA, 1;1;9;MONCLOA-ARAVACA;Caída;Despejado;Bicicleta;Conductor;De 55 a 59 años;Hombre;5;Asistencia sanitaria ambulatoria con posterioridad;435.461.618;4.478.185.469;N;NULL
2020S008490;18/06/2020;21:32:00;CTRA. GARABITAS, 0;0;9;MONCLOA-ARAVACA;Caída;Despejado;Bicicleta;Conductor;De 21 a 24 años;Hombre;5;Asistencia sanitaria ambulatoria con posterioridad;435.687.957;4.476.159.035;N;NULL
