num_expediente;fecha;hora;localizacion;numero;cod_distrito;distrito;tipo_accidente;estado_meteorológico;tipo_vehículo;tipo_persona;rango_edad;sexo;cod_lesividad;tipo_lesividad;coordenada_x_utm;coordenada_y_utm;positiva_alcohol;positiva_droga
2021S005852;20/03/2021;12:55:00;ANILLO VERDE KM,58-CAMINO DE LA CAÑADA;0;8;FUENCARRAL-EL PARDO;Colisión fronto-lateral;Despejado;Bicicleta;Conductor;De 30 a 34 años;Hombre;6;Asistencia sanitaria inmediata en centro de salud o mutua;440.799.502;4.484.695.166;N;NULL
2021S005943;10/04/2021;12:30:00;AVDA. MIGUEL DELIBES / CALL. ALTO DEL ESPARRAGAL;30;19;VICÁLVARO;Caída;Nublado;Bicicleta;Conductor;De 50 a 54 años;Hombre;1;Atención en urgencias sin posterior ingreso;452.160.882;4.473.065.064;N;NULL
2021S005954;10/04/2021;22:15:00;CTRA. GARABITAS, 0;0;9;MONCLOA-ARAVACA;Caída;LLuvia intensa;Bicicleta;Conductor;Desconocido;Desconocido;NULL;NULL;435.946.710;4.476.102.831;N;NULL
2021S005961;08/04/2021;16:15:00;AVDA. CARDENAL HERRERA ORIA, 76B;76B;8;FUENCARRAL-EL PARDO;Colisión fronto-lateral;Despejado;Bicicleta;Conductor;De 50 a 54 años;Hombre;2;Ingreso inferior o igual a 24 horas;441.733.279;4.482.491.543;N;NULL
2021S005978;11/04/2021;22:35:00;CALL. VALVERDE / CALL. PUEBLA;22;1;CENTRO;Alcance;Nublado;Bicicleta EPAC (pedaleo asistido);Conductor;De 45 a 49 años;Hombre;6;Asistencia sanitaria inmediata en centro de salud o mutua;440.465.548;4.474.830.054;N;NULL
2021S006007;12/04/2021;7:37:00;AVDA. CIUDAD DE BARCELONA / CALL. CATALINA SUAREZ;93;3;RETIRO;Atropello a persona;Despejado;Bicicleta;Conductor;De 15 a 17 años;Hombre;14;Sin asistencia sanitaria;442.996.299;4.472.343.811;N;NULL
2021S006007;12/04/2021;7:37:00;AVDA. CIUDAD DE BARCELONA / CALL. CATALINA SUAREZ;93;3;RETIRO;Atropello a persona;Despejado;Bicicleta;Peatón;De 45 a 49 años;Mujer;1;Atención en urgencias sin posterior ingreso;442.996.299;4.472.343.811;N;NULL
2021S006010;11/04/2021;17:00:00;CALL. PRINCIPE DE VERGARA, 262;262;5;CHAMARTÍN;Alcance;Despejado;Bicicleta;Conductor;De 35 a 39 años;Hombre;14;Sin asistencia sanitaria;442.604.871;4.478.698.519;N;NULL
2021S006039;12/04/2021;18:35:00;CALL. JACINTO VERDAGUER / CALL. ANTONIO DE LEYVA;8;11;CARABANCHEL;Colisión frontal;Despejado;Bicicleta;Conductor;De 30 a 34 años;Hombre;2;Ingreso inferior o igual a 24 horas;439.307.740;4.471.960.643;N;NULL
2021S006064;12/04/2021;10:25:00;CALL. PADRE LLANOS / AVDA. ENTREVIAS;24;13;PUENTE DE VALLECAS;Colisión fronto-lateral;Despejado;Bicicleta;Conductor;De 40 a 44 años;Hombre;7;Asistencia sanitaria sólo en el lugar del accidente;444.342.388;4.469.565.237;N;NULL
2021S006070;13/04/2021;10:25:00;CALL. GRAN VIA, 56;56;1;CENTRO;Caída;Lluvia débil;Bicicleta;Conductor;De 35 a 39 años;Mujer;NULL;NULL;439.974.471;4.474.765.387;N;NULL
2021S006107;13/04/2021;20:20:00;CALL. GUZMAN EL BUENO / CALL. FERNANDEZ DE LOS RIOS;59;7;CHAMBERÍ;Colisión lateral;Despejado;Bicicleta;Conductor;De 25 a 29 años;Hombre;1;Atención en urgencias sin posterior ingreso;439.515.097;4.476.321.297;N;NULL
2021S006140;14/04/2021;16:45:00;CALL. CONVENIO, 41;41;13;PUENTE DE VALLECAS;Alcance;Despejado;Bicicleta;Conductor;De 40 a 44 años;Hombre;7;Asistencia sanitaria sólo en el lugar del accidente;442.970.374;4.471.370.941;N;NULL
2021S006160;14/04/2021;19:40:00;CALL. MARQUES DE URQUIJO, 30;30;9;MONCLOA-ARAVACA;Alcance;Despejado;Bicicleta EPAC (pedaleo asistido);Conductor;De 35 a 39 años;Mujer;7;Asistencia sanitaria sólo en el lugar del accidente;438.960.580;4.475.688.285;N;NULL
2021S006181;12/04/2021;10:40:00;AVDA. LOS ROSALES, 408;408;17;VILLAVERDE;Caída;Despejado;Bicicleta;Conductor;De 65 a 69 años;Hombre;2;Ingreso inferior o igual a 24 horas;443.902.100;4.464.458.338;N;NULL
2021S006181;12/04/2021;10:40:00;AVDA. LOS ROSALES, 408;408;17;VILLAVERDE;Caída;Despejado;Bicicleta;Peatón;De 50 a 54 años;Mujer;14;Sin asistencia sanitaria;443.902.100;4.464.458.338;N;NULL
2021S006240;15/04/2021;12:30:00;CALL. FINISTERRE, 29;29;8;FUENCARRAL-EL PARDO;Alcance;Se desconoce;Bicicleta;Conductor;De 21 a 24 años;Hombre;1;Atención en urgencias sin posterior ingreso;440.450.999;4.481.210.065;N;NULL
2021S006259;15/04/2021;20:30:00;PLAZA. DUQUE DE PASTRANA / CALL. SANTA MAGDALENA SOFIA;3;5;CHAMARTÍN;Caída;Lluvia débil;Bicicleta;Conductor;De 35 a 39 años;Mujer;1;Atención en urgencias sin posterior ingreso;442.581.980;4.480.000.148;N;NULL
2021S006261;16/04/2021;14:45:00;CALL. ALBERTO AGUILERA, 18;18;7;CHAMBERÍ;Colisión lateral;Despejado;Bicicleta EPAC (pedaleo asistido);Conductor;De 40 a 44 años;Hombre;7;Asistencia sanitaria sólo en el lugar del accidente;439.913.519;4.475.716.954;N;NULL
2021S006574;21/04/2021;12:00:00;PQUE. MADRID RIO / PNTE. REY;+00200E;9;MONCLOA-ARAVACA;Caída;Despejado;Bicicleta;Conductor;De 55 a 59 años;Hombre;1;Atención en urgencias sin posterior ingreso;438.717.508;4.474.449.158;N;NULL
2021S006603;21/04/2021;18:40:00;AVDA. CIUDAD DE BARCELONA, 202;202;3;RETIRO;Atropello a persona;Nublado;Bicicleta;Conductor;De 55 a 59 años;Hombre;14;Sin asistencia sanitaria;442.898.672;4.472.392.029;N;NULL
2021S006603;21/04/2021;18:40:00;AVDA. CIUDAD DE BARCELONA, 202;202;3;RETIRO;Atropello a persona;Nublado;Bicicleta;Peatón;De 65 a 69 años;Mujer;7;Asistencia sanitaria sólo en el lugar del accidente;442.898.672;4.472.392.029;N;NULL
2021S006667;22/04/2021;19:50:00;PASEO. ERMITA DEL SANTO, 40;40;10;LATINA;Caída;Lluvia débil;Bicicleta;Conductor;De 21 a 24 años;Mujer;7;Asistencia sanitaria sólo en el lugar del accidente;438.566.892;4.473.373.340;N;NULL
2021S006709;23/04/2021;13:30:00;CALL. GAZTAMBIDE, 23;23;7;CHAMBERÍ;Caída;Despejado;Bicicleta;Conductor;De 21 a 24 años;Hombre;2;Ingreso inferior o igual a 24 horas;439.299.538;4.476.041.951;N;NULL
2021S006724;23/04/2021;17:20:00;CALL. FRANCISCO LARGO CABALLERO / AVDA. INSTITUCION LIBRE DE ENSEÑANZA;15;15;CIUDAD LINEAL;Colisión fronto-lateral;Despejado;Bicicleta;Conductor;De 50 a 54 años;Hombre;3;Ingreso superior a 24 horas;446.658.283;4.475.020.079;N;NULL
2021S006803;24/04/2021;17:40:00;CALL. JOSE PAULETE, 5;5;13;PUENTE DE VALLECAS;Caída;Despejado;Bicicleta;Conductor;De 25 a 29 años;Mujer;2;Ingreso inferior o igual a 24 horas;444.215.958;4.471.751.312;N;NULL
2021S006807;22/04/2021;17:12:00;PQUE. MADRID RIO, +00500E;+00500E;11;CARABANCHEL;Caída;Lluvia débil;Bicicleta;Conductor;De 25 a 29 años;Hombre;NULL;NULL;439.646.550;4.472.066.250;N;NULL
2021S006807;22/04/2021;17:12:00;PQUE. MADRID RIO, +00500E;+00500E;11;CARABANCHEL;Caída;Lluvia débil;Bicicleta;Conductor;De 35 a 39 años;Mujer;NULL;NULL;439.646.550;4.472.066.250;N;NULL
2021S006823;24/04/2021;22:30:00;PASEO. REY, 22;22;9;MONCLOA-ARAVACA;Atropello a persona;LLuvia intensa;Bicicleta EPAC (pedaleo asistido);Conductor;Desconocido;Desconocido;NULL;NULL;438.995.102;4.474.871.719;N;NULL
2021S006823;24/04/2021;22:30:00;PASEO. REY, 22;22;9;MONCLOA-ARAVACA;Atropello a persona;LLuvia intensa;Bicicleta EPAC (pedaleo asistido);Peatón;De 50 a 54 años;Mujer;14;Sin asistencia sanitaria;438.995.102;4.474.871.719;N;NULL
2021S006837;24/04/2021;23:30:00;CALL. SERRANO, 44;44;4;SALAMANCA;Caída;Lluvia débil;Bicicleta;Conductor;De 18 a 20 años;Hombre;7;Asistencia sanitaria sólo en el lugar del accidente;441.668.752;4.475.350.915;N;NULL
2021S006873;24/04/2021;22:47:00;PASEO. ACACIAS / CALL. NOGALES;41;2;ARGANZUELA;Colisión múltiple;LLuvia intensa;Bicicleta;Conductor;De 25 a 29 años;Hombre;7;Asistencia sanitaria sólo en el lugar del accidente;439.799.626;4.472.737.700;N;NULL
2021S006876;24/04/2021;11:15:00;METRO. RONDA DE LA COMUNICACION, 0;0;8;FUENCARRAL-EL PARDO;Colisión fronto-lateral;Despejado;Bicicleta;Conductor;De 45 a 49 años;Mujer;14;Sin asistencia sanitaria;443.680.427;4.485.400.560;N;NULL
2021S006876;24/04/2021;11:15:00;METRO. RONDA DE LA COMUNICACION, 0;0;8;FUENCARRAL-EL PARDO;Colisión fronto-lateral;Despejado;Bicicleta;Conductor;De 50 a 54 años;Mujer;6;Asistencia sanitaria inmediata en centro de salud o mutua;443.680.427;4.485.400.560;N;NULL
2021S006894;25/04/2021;12:35:00;CALL. TINTOREROS -C/ CUCHILLEROS Y PUERTA CERRADA;4;1;CENTRO;Alcance;Lluvia débil;Bicicleta;Conductor;De 40 a 44 años;Hombre;1;Atención en urgencias sin posterior ingreso;439.912.512;4.473.915.425;N;NULL
2021S006899;24/04/2021;22:00:00;PASEO. MARCELINO CAMACHO / CALL. GENERAL RICARDOS;1;11;CARABANCHEL;Colisión fronto-lateral;NULL;Bicicleta;Conductor;De 10 a 14 años;Hombre;NULL;NULL;437.226.455;4.470.723.911;N;NULL
2021S006899;24/04/2021;22:00:00;PASEO. MARCELINO CAMACHO / CALL. GENERAL RICARDOS;1;11;CARABANCHEL;Colisión fronto-lateral;NULL;Bicicleta;Pasajero;De 10 a 14 años;Hombre;NULL;NULL;437.226.455;4.470.723.911;N;NULL
2021S006976;26/04/2021;12:45:00;PASEO. PRADO, 48;48;1;CENTRO;Colisión lateral;Despejado;Bicicleta EPAC (pedaleo asistido);Conductor;De 30 a 34 años;Hombre;6;Asistencia sanitaria inmediata en centro de salud o mutua;441.251.944;4.473.452.190;N;NULL
2021S007017;26/04/2021;18:30:00;CALL. PLAYA DE LA CALETA / CALL. VALHONDO;6;21;BARAJAS;Colisión fronto-lateral;Despejado;Bicicleta;Conductor;De 10 a 14 años;Hombre;7;Asistencia sanitaria sólo en el lugar del accidente;449.900.312;4.480.274.387;N;NULL
2021S007050;27/04/2021;15:05:00;CALL. CERILLERAS / AVDA. POBLADOS;4;11;CARABANCHEL;Colisión fronto-lateral;Despejado;Bicicleta;Conductor;De 50 a 54 años;Hombre;7;Asistencia sanitaria sólo en el lugar del accidente;438.217.644;4.469.376.707;N;NULL
2021S007058;27/04/2021;15:30:00;AVDA. POBLADOS / CALL. DOBLA;94;11;CARABANCHEL;Colisión lateral;Despejado;Bicicleta;Conductor;De 15 a 17 años;Hombre;2;Ingreso inferior o igual a 24 horas;437.127.436;4.469.466.610;N;NULL
2021S007112;27/04/2021;19:15:00;CALL. RAIMUNDO FERNANDEZ VILLAVERDE / PASEO. CASTELLANA;54;7;CHAMBERÍ;Alcance;NULL;Bicicleta EPAC (pedaleo asistido);Conductor;De 45 a 49 años;Mujer;14;Sin asistencia sanitaria;441.303.578;4.477.511.045;N;NULL
2021S007119;27/04/2021;23:00:00;CALL. BRAVO MURILLO, 137;137;6;TETUÁN;Alcance;LLuvia intensa;Bicicleta;Conductor;De 25 a 29 años;Mujer;7;Asistencia sanitaria sólo en el lugar del accidente;440.342.418;4.477.975.598;N;NULL
2021S007136;28/04/2021;19:10:00;CALL. CARLOS MARTIN ALVAREZ, 2;2;13;PUENTE DE VALLECAS;Caída;Despejado;Bicicleta;Conductor;De 25 a 29 años;Mujer;7;Asistencia sanitaria sólo en el lugar del accidente;443.844.053;4.471.437.003;N;NULL
2021S007177;29/04/2021;11:00:00;CALL. ARTURO SORIA / CUSTA. SAGRADO CORAZON;251;15;CIUDAD LINEAL;Atropello a persona;Nublado;Bicicleta;Conductor;De 35 a 39 años;Hombre;14;Sin asistencia sanitaria;443.527.053;4.479.777.282;N;NULL
2021S007177;29/04/2021;11:00:00;CALL. ARTURO SORIA / CUSTA. SAGRADO CORAZON;251;15;CIUDAD LINEAL;Atropello a persona;Nublado;Bicicleta;Peatón;De 65 a 69 años;Hombre;3;Ingreso superior a 24 horas;443.527.053;4.479.777.282;N;NULL
2021S007182;28/04/2021;20:15:00;CMNO. VIEJO DE VICALVARO / AVDA. DAROCA;7;19;VICÁLVARO;Caída;Nublado;Bicicleta;Conductor;De 55 a 59 años;Hombre;2;Ingreso inferior o igual a 24 horas;447.084.032;4.472.891.446;N;NULL
2021S007197;29/04/2021;17:20:00;CALL. CHIQUINQUIRA, 60;60;16;HORTALEZA;Caída;Despejado;Bicicleta;Conductor;De 35 a 39 años;Hombre;1;Atención en urgencias sin posterior ingreso;446.488.022;4.480.276.230;N;NULL
2021S007285;30/04/2021;18:35:00;CALL. CONDESA DE VENADITO / CALL. MARTINEZ VILLERGAS;7;15;CIUDAD LINEAL;Colisión fronto-lateral;Despejado;Bicicleta;Conductor;De 40 a 44 años;Mujer;3;Ingreso superior a 24 horas;444.404.126;4.477.238.745;N;NULL
2021S007306;30/04/2021;23:30:00;PLAZA. COLON / PASEO. RECOLETOS;1;1;CENTRO;Alcance;Despejado;Bicicleta EPAC (pedaleo asistido);Conductor;De 21 a 24 años;Mujer;NULL;NULL;441.386.155;4.475.174.124;S;NULL
2021S007365;01/05/2021;18:50:00;AVDA. VALDEMARIN / CMNO. LAVADERO;100E;9;MONCLOA-ARAVACA;Caída;Despejado;Bicicleta;Conductor;De 55 a 59 años;Hombre;6;Asistencia sanitaria inmediata en centro de salud o mutua;434.493.646;4.480.243.555;N;NULL
2021S007427;02/05/2021;10:40:00;PQUE. MADRID RIO, SENDA CICLABLE  PK 6.400;+00500I;2;ARGANZUELA;Caída;Despejado;Bicicleta;Conductor;De 55 a 59 años;Hombre;2;Ingreso inferior o igual a 24 horas;439.521.286;4.472.257.707;N;NULL
2021S007427;02/05/2021;10:40:00;PQUE. MADRID RIO, SENDA CICLABLE  PK 6.400;+00500I;2;ARGANZUELA;Caída;Despejado;Bicicleta;Peatón;De 18 a 20 años;Mujer;14;Sin asistencia sanitaria;439.521.286;4.472.257.707;N;NULL
2021S007454;02/05/2021;22:10:00;CALL. DOCTOR ESQUERDO, 47;47;4;SALAMANCA;Caída;Despejado;Bicicleta;Conductor;De 15 a 17 años;Hombre;1;Atención en urgencias sin posterior ingreso;443.276.376;4.474.969.600;N;NULL
2021S007478;02/05/2021;11:00:00;CALL. AFUERAS A VALVERDE / CALL. ISLA DE RODAS;1;8;FUENCARRAL-EL PARDO;Colisión fronto-lateral;Despejado;Bicicleta;Conductor;De 30 a 34 años;Hombre;7;Asistencia sanitaria sólo en el lugar del accidente;441.380.414;4.483.205.474;N;NULL
2021S007489;29/04/2021;8:20:00;AVDA. PORTUGAL, 3;3;10;LATINA;Caída;Lluvia débil;Bicicleta EPAC (pedaleo asistido);Conductor;De 30 a 34 años;Mujer;7;Asistencia sanitaria sólo en el lugar del accidente;438.568.011;4.474.229.834;N;NULL
2021S007563;03/05/2021;17:30:00;PISTA. CRISTO DE EL PARDO, 17;17;8;FUENCARRAL-EL PARDO;Colisión fronto-lateral;Despejado;Bicicleta;Conductor;De 45 a 49 años;Hombre;2;Ingreso inferior o igual a 24 horas;433.788.066;4.485.796.577;N;NULL
2021S007566;04/05/2021;20:40:00;CALL. AZUCENAS, 2;2;6;TETUÁN;Alcance;Despejado;Bicicleta;Conductor;De 30 a 34 años;Mujer;NULL;NULL;440.888.305;4.479.381.377;N;NULL
2021S007583;04/05/2021;13:20:00;CALL. LOS YEBENES, 6;6;10;LATINA;Colisión fronto-lateral;Despejado;Bicicleta;Conductor;De 45 a 49 años;Hombre;7;Asistencia sanitaria sólo en el lugar del accidente;435.924.696;4.472.134.997;N;NULL
2021S007593;05/05/2021;12:20:00;CALL. ALHAMBRA / CALL. CUART DE POBLET;2;10;LATINA;Colisión fronto-lateral;Despejado;Bicicleta;Conductor;De 55 a 59 años;Hombre;3;Ingreso superior a 24 horas;436.831.388;4.472.323.098;N;NULL
2021S007611;05/05/2021;16:40:00;CALL. VICENTE BLASCO IBAÑEZ / CALL. ENRIQUE AZCOAGA;82;16;HORTALEZA;Colisión fronto-lateral;Despejado;Bicicleta;Conductor;De 15 a 17 años;Hombre;3;Ingreso superior a 24 horas;444.686.045;4.483.734.659;N;NULL
2021S007614;05/05/2021;19:00:00;CALL. JEMENUÑO / PASEO. MELANCOLICOS;2A;2;ARGANZUELA;Caída;Despejado;Bicicleta EPAC (pedaleo asistido);Conductor;De 60 a 64 años;Hombre;3;Ingreso superior a 24 horas;438.987.086;4.473.338.390;N;NULL
2021S007626;05/05/2021;18:40:00;CUSTA. SAN VICENTE, 8;8;9;MONCLOA-ARAVACA;Alcance;Despejado;Bicicleta EPAC (pedaleo asistido);Conductor;Desconocido;Desconocido;NULL;NULL;439.427.375;4.474.776.019;NULL;NULL
2021S007645;05/05/2021;13:15:00;CALL. MANUEL AGUILAR MUÑOZ / PASEO. ALAMEDA DE OSUNA;15;21;BARAJAS;Colisión frontal;Despejado;Bicicleta;Conductor;De 60 a 64 años;Hombre;7;Asistencia sanitaria sólo en el lugar del accidente;450.057.415;4.478.823.560;N;NULL
2021S007724;07/05/2021;14:10:00;CTRA. PARQUE DE ATRACCIONES, 1;1;9;MONCLOA-ARAVACA;Caída;Despejado;Bicicleta EPAC (pedaleo asistido);Conductor;De 40 a 44 años;Hombre;3;Ingreso superior a 24 horas;436.734.083;4.473.789.616;N;NULL
2021S007727;07/05/2021;15:55:00;PLAZA. SAN JUAN DE LA CRUZ / CALL. ZURBANO;2;7;CHAMBERÍ;Colisión fronto-lateral;Despejado;Bicicleta;Conductor;De 50 a 54 años;Hombre;3;Ingreso superior a 24 horas;441.267.303;4.476.967.190;N;NULL
2021S007766;07/05/2021;19:00:00;CALL. SEGOVIA / CALL. BEATRIZ GALINDO;29;1;CENTRO;Alcance;Despejado;Bicicleta EPAC (pedaleo asistido);Conductor;De 25 a 29 años;Hombre;1;Atención en urgencias sin posterior ingreso;439.420.366;4.473.922.592;N;NULL
2021S007877;08/05/2021;21:50:00;CALL. SANTANDER / CALL. MELQUIADES ALVAREZ;1;7;CHAMBERÍ;Colisión fronto-lateral;Despejado;Bicicleta EPAC (pedaleo asistido);Conductor;De 21 a 24 años;Mujer;2;Ingreso inferior o igual a 24 horas;439.856.218;4.477.112.344;N;NULL
2021S007900;09/05/2021;3:45:00;CALL. PRINCESA, 43;43;9;MONCLOA-ARAVACA;Caída;Despejado;Bicicleta EPAC (pedaleo asistido);Conductor;De 40 a 44 años;Hombre;1;Atención en urgencias sin posterior ingreso;439.297.451;4.475.693.672;N;NULL
2021S007918;09/05/2021;11:00:00;AVDA. MIGUEL HERNANDEZ / CALL. TORREMOLINOS;11;13;PUENTE DE VALLECAS;Caída;Nublado;Bicicleta;Conductor;De 60 a 64 años;Hombre;2;Ingreso inferior o igual a 24 horas;446.149.398;4.471.078.882;N;NULL
2021S007930;09/05/2021;15:55:00;AVDA. CAMILO JOSE CELA, 29;29;4;SALAMANCA;Caída;Lluvia débil;Bicicleta;Conductor;De 30 a 34 años;Mujer;7;Asistencia sanitaria sólo en el lugar del accidente;443.370.809;4.476.656.789;N;NULL
2021S007953;09/05/2021;20:15:00;CALL. ALCALA, 211;211;4;SALAMANCA;Alcance;Despejado;Bicicleta;Conductor;De 21 a 24 años;Hombre;7;Asistencia sanitaria sólo en el lugar del accidente;443.479.408;4.475.617.227;N;NULL
2021S007960;09/05/2021;22:52:00;CALL. SANTA ENGRACIA, 80;80;7;CHAMBERÍ;Alcance;Despejado;Bicicleta;Conductor;De 35 a 39 años;Hombre;7;Asistencia sanitaria sólo en el lugar del accidente;440.652.871;4.476.538.399;N;NULL
2021S007983;09/05/2021;13:05:00;CALL. MAYORAZGO DE DUARTE, 40;40;19;VICÁLVARO;Caída;Despejado;Bicicleta;Conductor;De 10 a 14 años;Hombre;2;Ingreso inferior o igual a 24 horas;453.621.179;4.473.048.884;N;NULL
2021S007989;04/05/2021;23:29:00;CALL. JOSE ANTONIO NOVAIS / CALL. RAMIRO DE MAEZTU;1;9;MONCLOA-ARAVACA;Caída;Despejado;Bicicleta;Conductor;De 21 a 24 años;Mujer;3;Ingreso superior a 24 horas;438.473.006;4.477.523.099;N;NULL
2021S007989;04/05/2021;23:29:00;CALL. JOSE ANTONIO NOVAIS / CALL. RAMIRO DE MAEZTU;1;9;MONCLOA-ARAVACA;Caída;Despejado;Bicicleta;Conductor;De 21 a 24 años;Mujer;14;Sin asistencia sanitaria;438.473.006;4.477.523.099;N;NULL
2021S008016;10/05/2021;18:10:00;PLAZA. MANUEL BECERRA, 6;6;4;SALAMANCA;Caída;Despejado;Bicicleta;Conductor;De 18 a 20 años;Hombre;2;Ingreso inferior o igual a 24 horas;443.313.023;4.475.501.227;N;NULL
2021S008025;08/05/2021;12:05:00;AVDA. LOS ROSALES / AUTOV. M-40;19;12;USERA;Alcance;Despejado;Bicicleta;Conductor;De 30 a 34 años;Hombre;2;Ingreso inferior o igual a 24 horas;441.890.343;4.468.225.172;N;NULL
2021S008075;08/05/2021;21:50:00;CALL. MARCELO USERA, 131;131;12;USERA;Alcance;Despejado;Bicicleta;Conductor;De 30 a 34 años;Hombre;7;Asistencia sanitaria sólo en el lugar del accidente;439.718.055;4.470.770.904;N;NULL
2021S008088;11/05/2021;14:30:00;GTA. QUEVEDO / CALL. ARAPILES;2;7;CHAMBERÍ;Colisión fronto-lateral;Despejado;Bicicleta;Conductor;De 70 a 74 años;Hombre;2;Ingreso inferior o igual a 24 horas;440.246.215;4.476.110.771;N;NULL
2021S008110;07/05/2021;12:50:00;CMNO. PRINCIPE, 2;2;9;MONCLOA-ARAVACA;Caída;Despejado;Bicicleta;Conductor;De 21 a 24 años;Mujer;2;Ingreso inferior o igual a 24 horas;437.532.345;4.474.776.821;N;NULL
2021S008139;11/05/2021;21:10:00;CALL. GOLONDRINA, 52;52;9;MONCLOA-ARAVACA;Caída;Despejado;Bicicleta;Conductor;De 10 a 14 años;Hombre;6;Asistencia sanitaria inmediata en centro de salud o mutua;433.424.651;4.478.078.760;N;NULL
2021S008192;12/05/2021;13:50:00;CALL. ALMAGRO, 21;21;7;CHAMBERÍ;Colisión lateral;Despejado;Bicicleta;Conductor;De 50 a 54 años;Hombre;1;Atención en urgencias sin posterior ingreso;441.216.900;4.475.309.566;N;NULL
2021S008264;14/05/2021;10:21:00;"AVDA. MANUEL FRAGA IRIBARNE / GTA. ANTONIO CHENEL ""ANTOÑETE""";35;21;BARAJAS;Colisión fronto-lateral;Despejado;Bicicleta;Conductor;De 40 a 44 años;Hombre;2;Ingreso inferior o igual a 24 horas;448.421.376;4.481.570.945;N;NULL
2021S008288;14/05/2021;15:10:00;CALL. MORALZARZAL / CALL. LA MASO;80;8;FUENCARRAL-EL PARDO;Colisión fronto-lateral;Despejado;Bicicleta;Conductor;De 45 a 49 años;Hombre;3;Ingreso superior a 24 horas;439.782.625;4.482.744.028;N;NULL
2021S008364;15/05/2021;10:35:00;CALL. CEA BERMUDEZ, 52;52;7;CHAMBERÍ;Colisión lateral;Despejado;Bicicleta;Conductor;De 40 a 44 años;Hombre;7;Asistencia sanitaria sólo en el lugar del accidente;439.495.823;4.476.742.237;N;NULL
2021S008368;15/05/2021;11:15:00;IDB. PARQUE LINEAL DEL MANZANARES, 0;0;13;PUENTE DE VALLECAS;Atropello a persona;Despejado;Bicicleta EPAC (pedaleo asistido);Conductor;De 45 a 49 años;Hombre;7;Asistencia sanitaria sólo en el lugar del accidente;441.955.231;4.469.576.846;N;NULL
2021S008368;15/05/2021;11:15:00;IDB. PARQUE LINEAL DEL MANZANARES, 0;0;13;PUENTE DE VALLECAS;Atropello a persona;Despejado;Bicicleta EPAC (pedaleo asistido);Peatón;De 45 a 49 años;Hombre;7;Asistencia sanitaria sólo en el lugar del accidente;441.955.231;4.469.576.846;N;NULL
2021S008384;14/05/2021;20:20:00;PASEO. PONTONES / PASEO. MELANCOLICOS;28;2;ARGANZUELA;Colisión fronto-lateral;NULL;Bicicleta;Conductor;De 40 a 44 años;Hombre;14;Sin asistencia sanitaria;438.844.599;4.472.853.401;N;NULL
2021S008396;15/05/2021;20:45:00;CALL. SAN HILARIO, 5;5;20;SAN BLAS-CANILLEJAS;Caída;Despejado;Bicicleta;Conductor;De 15 a 17 años;Hombre;7;Asistencia sanitaria sólo en el lugar del accidente;448.686.369;4.477.481.183;N;NULL
2021S008408;15/05/2021;23:35:00;CALL. SAN BERNARDO / CALL. PALMA;61;1;CENTRO;Alcance;Despejado;Bicicleta;Conductor;De 30 a 34 años;Hombre;NULL;NULL;440.052.507;4.475.358.737;N;NULL
2021S008458;16/05/2021;15:40:00;AVDA. LAS FUERZAS ARMADAS / CALL. EDUARDO HARO;1;16;HORTALEZA;Caída;Despejado;Bicicleta;Conductor;De 10 a 14 años;Mujer;6;Asistencia sanitaria inmediata en centro de salud o mutua;445.809.321;4.481.781.321;N;NULL
2021S008466;16/05/2021;18:45:00;CALL. VELAZQUEZ / CALL. GOYA;33;4;SALAMANCA;Colisión fronto-lateral;Despejado;Bicicleta;Conductor;De 30 a 34 años;Hombre;14;Sin asistencia sanitaria;441.963.038;4.475.170.202;N;NULL
2021S008496;16/05/2021;8:50:00;AVDA. DOCTOR GARCIA TAPIA / AUTOV. M-40;232;14;MORATALAZ;Colisión fronto-lateral;Despejado;Bicicleta;Conductor;De 40 a 44 años;Hombre;7;Asistencia sanitaria sólo en el lugar del accidente;447.089.848;4.472.981.070;N;NULL
2021S008501;30/04/2021;11:06:00;CALL. CONDE DE PEÑALVER, 51;51;4;SALAMANCA;Colisión lateral;Despejado;Bicicleta;Conductor;De 15 a 17 años;Hombre;NULL;NULL;442.730.414;4.475.807.183;N;NULL
2021S008525;17/05/2021;19:33:00;PLAZA. MANUEL BECERRA / CALL. ALCALA;2;4;SALAMANCA;Alcance;Despejado;Bicicleta;Conductor;De 40 a 44 años;Hombre;5;Asistencia sanitaria ambulatoria con posterioridad;443.245.060;4.475.464.841;N;NULL
2021S008532;16/05/2021;22:28:00;CALL. SEPULVEDA, 1;1;10;LATINA;Caída;Despejado;Bicicleta;Conductor;De 40 a 44 años;Hombre;7;Asistencia sanitaria sólo en el lugar del accidente;438.541.724;4.473.371.827;N;NULL
2021S008569;18/05/2021;16:40:00;CALL. CERRO DE LA PLATA, 6;6;3;RETIRO;Caída;Despejado;Bicicleta;Conductor;De 50 a 54 años;Hombre;NULL;NULL;442.829.824;4.471.965.387;N;NULL
2021S008583;18/05/2021;20:25:00;CALL. BRAVO MURILLO / CALL. LOPE DE HARO;227;6;TETUÁN;Colisión fronto-lateral;Despejado;Bicicleta;Conductor;De 30 a 34 años;Mujer;3;Ingreso superior a 24 horas;440.518.925;4.478.764.581;N;NULL
