num_expediente,dateTime,adress,distrito,tipo_accidente,estado_meteorológico,bicycle_is_electronic,tipo_persona,rango_edad,sexo,hospitalizado,coordenada_x_utm,coordenada_y_utm,positiva_alcohol
2019S015708,2019-03-08T21:04:00,"CALL. PRINCIPE CARLOS / CALL. MARIA TUDOR, 58",16  HORTALEZA,Colisión fronto-lateral,Despejado,0,Conductor,De 10 a 14 años,Hombre,1,444.161.650,4.482.990.307,0
2019S015708,2019-03-08T21:04:00,"CALL. PRINCIPE CARLOS / CALL. MARIA TUDOR, 58",16  HORTALEZA,Colisión fronto-lateral,Despejado,0,Pasajero,De 10 a 14 años,Mujer,1,444.161.650,4.482.990.307,0
2019S016088,2019-03-10T17:26:00,"AVDA. INGENIERO EMILIO HERRERA, 15",16  HORTALEZA,Colisión fronto-lateral,Despejado,0,Conductor,De 15 a 17 años,Mujer,0,444.625.649,4.482.499.912,0
2019S016157,2019-03-15T22:00:00,"CALL. BRAVO MURILLO, 305",6  TETUÁN,Colisión lateral,Despejado,0,Conductor,De 21 a 24 años,Hombre,1,440.868.043,4.479.318.373,0
2019S016203,2019-03-15T19:45:00,"AVDA. CIUDAD DE BARCELONA / CALL. SECO, 101",3  RETIRO,Caída,Despejado,0,Conductor,De 18 a 20 años,Hombre,1,443.021.113,4.472.306.545,0
2019S016220,2019-03-16T18:35:00,"CALL. O'DONNELL, 52",3  RETIRO,Colisión fronto-lateral,Despejado,0,Conductor,De 40 a 44 años,Hombre,0,443.120.467,4.474.721.384,0
2019S016322,2019-03-17T10:05:00,"CALL. SUECIA / AVDA. CANILLEJAS A VICALVARO, 1",20  SAN BLAS-CANILLEJAS,Caída,Despejado,0,Conductor,De 15 a 17 años,Hombre,0,448.162.497,4.474.704.831,0
2019S016338,2019-03-16T17:30:00,"CALL. ALMAGRO, 25",7  CHAMBERÍ,Alcance,Despejado,0,Conductor,De 30 a 34 años,Hombre,0,441.282.216,4.475.842.460,0
2019S016359,2019-03-18T0:00:00,"CUSTA. SAN VICENTE / CALL. BAILEN, 1",1  CENTRO,Caída,Despejado,0,Conductor,De 25 a 29 años,Hombre,1,439.505.851,4.474.854.328,0
2019S016402,2019-03-17T20:40:00,"PASEO. LA HABANA, 39",5  CHAMARTÍN,Caída,Despejado,0,Conductor,De 25 a 29 años,Mujer,1,441.906.411,4.478.246.170,0
2019S016418,2019-03-13T19:00:00,"CALL. DOLORES BARRANCO / CALL. NICOLAS SANCHEZ, 32",12  USERA,Colisión fronto-lateral,Despejado,0,Conductor,De 40 a 44 años,Hombre,0,440.133.491,4.470.545.121,0
2019S016463,2019-03-16T12:30:00,"AVDA. NICETO ALCALA ZAMORA / CALL. JULIO CASARES, 3",16  HORTALEZA,Alcance,Despejado,0,Conductor,De 55 a 59 años,Hombre,1,445.301.255,4.482.291.419,0
2019S016482,2019-03-18T14:25:00,"CALL. SAN BERNARDO, 43",1  CENTRO,Colisión lateral,Despejado,0,Conductor,De 25 a 29 años,Hombre,0,439.987.895,4.475.046.772,0
2019S016549,2019-03-20T10:30:00,"PASEO. ERMITA DEL SANTO / GTA. PUENTE DE SEGOVIA, 10",10  LATINA,Atropello a persona,Despejado,0,Conductor,De 35 a 39 años,Hombre,0,438.583.893,4.473.845.169,0
2019S016549,2019-03-20T10:30:00,"PASEO. ERMITA DEL SANTO / GTA. PUENTE DE SEGOVIA, 10",10  LATINA,Atropello a persona,Despejado,0,Peatón,Más de 74 años,Mujer,0,438.583.893,4.473.845.169,0
2019S016583,2019-03-09T19:45:00,"CALL. LOPEZ GRASS / AVDA. ALBUFERA, 1",13  PUENTE DE VALLECAS,Colisión fronto-lateral,Despejado,0,Conductor,De 21 a 24 años,Hombre,1,443.850.600,4.471.737.428,0
2019S016649,2019-03-14T11:55:00,"AVDA. VICTORIA, 11",9  MONCLOA-ARAVACA,Colisión fronto-lateral,NULL,0,Conductor,De 45 a 49 años,Hombre,NULL,431.260.788,4.479.860.456,0
2019S016675,2019-03-20T18:15:00,"CALL. SANTA CRUZ DE RETAMAR / AVDA. MIGUEL HERNANDEZ, 20",13  PUENTE DE VALLECAS,Caída,Despejado,0,Conductor,De 25 a 29 años,Mujer,0,445.167.342,4.470.217.505,0
2019S016679,2019-03-20T15:32:00,"AVDA. ENSANCHE DE VALLECAS / AVDA. LA GAVIA, 9",18  VILLA DE VALLECAS,Alcance,Despejado,0,Conductor,De 45 a 49 años,Hombre,0,447.945.745,4.469.061.459,0
2019S016752,2019-03-22T14:15:00,"CALL. ATOCHA, 109",1  CENTRO,Atropello a persona,Despejado,0,Conductor,De 35 a 39 años,Mujer,0,441.019.124,4.473.533.556,0
2019S016752,2019-03-22T14:15:00,"CALL. ATOCHA, 109",1  CENTRO,Atropello a persona,Despejado,0,Peatón,De 65 a 69 años,Mujer,1,441.019.124,4.473.533.556,0
2019S016753,2019-03-22T14:20:00,"CALL. HULLA / AVDA. LOS ROSALES, 1",17  VILLAVERDE,Caída,Despejado,0,Conductor,De 25 a 29 años,Hombre,1,443.156.480,4.465.583.366,0
2019S016943,2019-03-23T12:00:00,"GTA. MARQUES DE VADILLO / PNTE. TOLEDO, 2",11  CARABANCHEL,Caída,Despejado,0,Conductor,De 45 a 49 años,Hombre,1,439.243.611,4.472.192.633,0
2019S016975,2019-03-22T14:10:00,"PASEO. LA HABANA / CALL. SANTIAGO BERNABEU, 40",5  CHAMARTÍN,Colisión fronto-lateral,Despejado,0,Conductor,De 50 a 54 años,Hombre,0,441.645.407,4.477.887.285,0
2019S016996,2019-03-24T2:00:00,"CALL. BRAVO MURILLO, 120",6  TETUÁN,Caída,Despejado,0,Conductor,De 25 a 29 años,Hombre,0,440.331.252,4.477.803.030,0
2019S017107,2019-03-22T16:30:00,"CALL. JOSE SILVA, 2",15  CIUDAD LINEAL,Colisión fronto-lateral,Despejado,0,Conductor,De 25 a 29 años,Hombre,0,444.309.059,4.478.539.302,0
2019S017125,2019-03-24T21:45:00,"CALL. HORTALEZA, 100",1  CENTRO,Alcance,NULL,0,Conductor,De 25 a 29 años,Hombre,NULL,440.794.953,4.475.145.119,0
2019S017125,2019-03-24T21:45:00,"CALL. HORTALEZA, 100",1  CENTRO,Alcance,NULL,0,Conductor,De 25 a 29 años,Mujer,NULL,440.794.953,4.475.145.119,0
2019S017168,2019-03-19T8:15:00,"PLAZA. LEALTAD / PASEO. PRADO, 1",3  RETIRO,Colisión fronto-lateral,Despejado,0,Conductor,De 40 a 44 años,Hombre,0,441.157.586,4.474.131.077,0
2019S017198,2019-03-25T12:00:00,"CALL. PORTOMARIN, 11",8  FUENCARRAL-EL PARDO,Caída,Despejado,0,Conductor,De 15 a 17 años,Hombre,1,443.669.392,4.484.622.878,0
2019S017217,2019-03-20T16:30:00,"CALLE ALACALA - PASEO DEL PRADO, 48",1  CENTRO,Caída,Despejado,0,Conductor,De 30 a 34 años,Mujer,0,441.107.965,4.474.503.495,0
2019S017272,2019-03-26T13:20:00,"PLAZA. CIBELES / CALL. ALCALA, 4",4  SALAMANCA,Caída,Despejado,0,Conductor,De 35 a 39 años,Hombre,0,441.144.574,4.474.517.979,0
2019S017287,2019-03-24T12:30:00,"CALL. RETAMA / CALL. ACANTO, 1",2  ARGANZUELA,Colisión fronto-lateral,Despejado,0,Conductor,De 35 a 39 años,Mujer,0,442.761.264,4.471.853.357,0
2019S017304,2019-03-26T19:10:00,"CALL. JOAQUIN COSTA, FRENTE Nº 6",5  CHAMARTÍN,Colisión lateral,Despejado,0,Conductor,De 45 a 49 años,Hombre,0,441.661.885,4.477.500.271,0
2019S017367,2019-03-27T22:25:00,"PLAZA. EMPERADOR CARLOS V / CALL. SANTA ISABEL, 1",1  CENTRO,Caída,Despejado,0,Conductor,De 25 a 29 años,Hombre,0,441.206.312,4.473.292.068,0
2019S017391,2019-03-26T18:55:00,"CALL. MANCHA, 4",13  PUENTE DE VALLECAS,Colisión lateral,Despejado,0,Conductor,De 45 a 49 años,Hombre,0,443.154.020,4.470.242.017,0
2019S017393,2019-03-28T14:45:00,"AVDA. GRAN VIA DE SAN FRANCISCO, 4",1  CENTRO,Alcance,Despejado,0,Conductor,De 40 a 44 años,Hombre,0,439.564.430,4.473.246.068,0
2019S017434,2019-03-27T13:10:00,"CALL. ARROYO FONTARRON, 483",14  MORATALAZ,Caída,Despejado,0,Conductor,De 35 a 39 años,Hombre,0,446.209.420,4.471.724.514,0
2019S017448,2019-03-28T10:55:00,"CALL. FERNANDEZ DE LOS RIOS, 33",7  CHAMBERÍ,Caída,Despejado,0,Conductor,De 40 a 44 años,Hombre,0,439.913.407,4.476.291.211,0
2019S017501,2019-03-29T17:15:00,"CALL. ORENSE, 15",6  TETUÁN,Colisión lateral,Despejado,0,Conductor,De 35 a 39 años,Hombre,0,441.033.850,4.477.828.307,0
2019S017566,2019-03-30T10:15:00,"GTA. ERMITA DE LA VIRGEN DE LA SOLEDAD, 0, 0",21  BARAJAS,Alcance,Despejado,0,Conductor,De 45 a 49 años,Hombre,1,450.593.377,4.479.791.760,0
2019S017586,2019-03-29T17:50:00,"AVDA. MIRAFLORES, 48",9  MONCLOA-ARAVACA,Alcance,Despejado,0,Conductor,De 50 a 54 años,Hombre,1,437.956.044,4.480.252.950,0
2019S017589,2019-03-29T20:50:00,"AVDA. RAFAELA YBARRA, 73",12  USERA,Colisión lateral,NULL,0,Conductor,De 50 a 54 años,Hombre,NULL,439.590.330,4.470.093.136,0
2019S017608,2019-03-30T19:50:00,"AVDA. SECUNDINO ZUAZO / CALL. CESAR CORT BOTI, 2",16  HORTALEZA,Colisión fronto-lateral,Despejado,0,Conductor,De 55 a 59 años,Hombre,1,448.103.816,4.482.908.438,0
2019S017644,2019-03-30T13:35:00,"CALL. JUAN DUQUE / CALL. MORENO NIETO, 17",2  ARGANZUELA,Colisión lateral,Despejado,0,Conductor,De 70 a 74 años,Hombre,0,438.952.788,4.473.743.410,0
2019S017718,2019-03-31T12:15:00,"PASEO. CASTELLANA, 16",4  SALAMANCA,Caída,Lluvia débil,0,Conductor,De 15 a 17 años,Hombre,0,441.539.716,4.475.544.790,0
2019S017764,2019-04-01T15:23:00,"CALL. ALCALA, 91",4  SALAMANCA,Alcance,Despejado,0,Conductor,De 21 a 24 años,Hombre,0,441.849.721,4.474.662.802,0
2019S017801,2019-03-12T10:00:00,"CALL. REGUERA DE TOMATEROS, 39",13  PUENTE DE VALLECAS,Caída,Despejado,0,Conductor,De 70 a 74 años,Hombre,1,444.269.616,4.469.036.928,0
2019S017808,2019-03-17T11:50:00,"PQUE. MADRID RIO, +00700E",12  USERA,Atropello a persona,Despejado,0,Conductor,De 55 a 59 años,Hombre,0,440.816.987,4.471.059.552,0
2019S017808,2019-03-17T11:50:00,"PQUE. MADRID RIO, +00700E",12  USERA,Atropello a persona,Despejado,0,Peatón,De 6 a 9 años,Hombre,0,440.816.987,4.471.059.552,0
2019S017836,2019-04-01T16:03:00,"RONDA. TOLEDO, 10",2  ARGANZUELA,Caída,Despejado,0,Conductor,De 40 a 44 años,Hombre,0,439.804.248,4.473.075.577,0
2019S017848,2019-04-01T18:00:00,"PASEO. EMBARCADERO, 1 JUNTO A HUERTA DE LA PARTIDA",9  MONCLOA-ARAVACA,Colisión frontal,Despejado,0,Conductor,De 50 a 54 años,Hombre,0,438.382.128,4.474.452.178,0
2019S017873,2019-04-02T13:50:00,"AUTOV. M-607, +01500S",8  FUENCARRAL-EL PARDO,Colisión frontal,Nublado,0,Conductor,De 21 a 24 años,Hombre,1,441.092.512,4.487.285.048,0
2019S017873,2019-04-02T13:50:00,"AUTOV. M-607, +01500S",8  FUENCARRAL-EL PARDO,Colisión frontal,Nublado,0,Conductor,De 45 a 49 años,Hombre,1,441.092.512,4.487.285.048,0
2019S017942,2019-03-25T22:45:00,"CALL. HORTALEZA, 18",1  CENTRO,Atropello a persona,Despejado,0,Conductor,De 21 a 24 años,Hombre,1,440.572.162,4.474.731.599,0
2019S017942,2019-03-25T22:45:00,"CALL. HORTALEZA, 18",1  CENTRO,Atropello a persona,Despejado,0,Peatón,De 40 a 44 años,Mujer,1,440.572.162,4.474.731.599,0
2019S017986,2019-03-16T1:20:00,"CALL. LUIS DE GONGORA / CALL. GRAVINA, 1",1  CENTRO,Caída,Despejado,0,Conductor,De 55 a 59 años,Hombre,0,440.890.452,4.474.917.708,0
2019S017988,2019-04-03T14:40:00,"AVDA. DOCTOR GARCIA TAPIA, 157A",14  MORATALAZ,Alcance,Despejado,0,Conductor,De 60 a 64 años,Hombre,NULL,446.508.078,4.473.183.711,0
2019S018020,2019-04-04T21:40:00,"CALL. GRAN VIA / METRO. PLAZA DE ESPAÑA, 80",1  CENTRO,Alcance,NULL,0,Conductor,De 25 a 29 años,Hombre,NULL,439.711.642,4.474.975.752,0
2019S018185,2019-04-03T16:44:00,"CMNO. PERALES, 90",12  USERA,Caída,Despejado,0,Conductor,De 40 a 44 años,Hombre,1,441.500.235,4.469.980.696,0
2019S018235,2019-04-07T9:48:00,"CALL. HORTALEZA, 17",1  CENTRO,Choque contra obstáculo fijo,Despejado,0,Conductor,De 18 a 20 años,Hombre,0,440.589.527,4.474.770.320,0
2019S018249,2019-04-06T21:25:00,"CALL. MIGUEL ARREDONDO / CALL. ALONSO CARBONELL, 1",2  ARGANZUELA,Colisión fronto-lateral,Lluvia débil,0,Conductor,De 25 a 29 años,Hombre,0,440.964.955,4.471.826.888,0
2019S018298,2019-04-05T10:30:00,"CALL. ARRIAGA / CALL. FERNANDO GABRIEL, 69",15  CIUDAD LINEAL,Colisión lateral,Lluvia débil,0,Conductor,De 35 a 39 años,Mujer,1,445.722.680,4.475.044.740,0
2019S018345,2019-04-08T15:15:00,"CALL. DOBLA / AVDA. POBLADOS, 1",11  CARABANCHEL,Colisión lateral,Despejado,0,Conductor,De 15 a 17 años,Hombre,0,437.127.306,4.469.468.539,0
2019S018366,2019-04-06T20:15:00,"CALL. VICTORIA, 4",1  CENTRO,Caída,Lluvia débil,0,Conductor,De 25 a 29 años,Mujer,1,440.472.883,4.474.237.486,0
2019S018461,2019-04-09T13:05:00,"PASEO. RECOLETOS / CALL. GENOVA, 43",1  CENTRO,Alcance,Nublado,0,Conductor,De 30 a 34 años,Hombre,0,441.384.515,4.475.176.361,0
2019S018483,2019-04-10T8:00:00,AVENIDA CANILLEJAS A VICÁLVARO CON GLORIETA M-40,20  SAN BLAS-CANILLEJAS,Colisión fronto-lateral,Despejado,0,Conductor,De 45 a 49 años,Hombre,1,448.183.076,4.474.366.730,0
2019S018494,2019-04-10T8:35:00,"PASEO. FERNAN NUÑEZ, 1",3  RETIRO,Atropello a persona,Despejado,0,Conductor,De 65 a 69 años,Hombre,0,441.760.755,4.473.507.999,0
2019S018494,2019-04-10T8:35:00,"PASEO. FERNAN NUÑEZ, 1",3  RETIRO,Atropello a persona,Despejado,0,Peatón,De 70 a 74 años,Mujer,0,441.760.755,4.473.507.999,0
2019S018498,2019-04-08T10:55:00,"CALL. DOLORES BARRANCO / CALL. JUSTA GARCIA, 65",12  USERA,Colisión fronto-lateral,Lluvia débil,0,Conductor,De 10 a 14 años,Hombre,0,439.786.503,4.470.496.917,0
2019S018517,2019-04-10T17:20:00,"CALL. ALCALA, 42",1  CENTRO,Caída,Despejado,0,Conductor,De 45 a 49 años,Mujer,1,440.923.442,4.474.456.344,0
2019S018545,2019-04-08T12:20:00,"AVDA. MANZANARES, 200",12  USERA,Atropello a persona,Nublado,0,Conductor,De 60 a 64 años,Hombre,0,440.412.973,4.471.589.423,0
2019S018545,2019-04-08T12:20:00,"AVDA. MANZANARES, 200",12  USERA,Atropello a persona,Nublado,0,Peatón,Menor de 5 años,Hombre,0,440.412.973,4.471.589.423,0
2019S018552,2019-04-11T9:00:00,"CALL. SAN GERMAN / CALL. POETA JOAN MARAGALL, 1",6  TETUÁN,Colisión lateral,Despejado,0,Conductor,De 30 a 34 años,Hombre,0,441.302.198,4.478.632.159,0
2019S018648,2019-04-12T12:10:00,"CALL. POETA JOAN MARAGALL / CALL. SOR ANGELA DE LA CRUZ, 31",6  TETUÁN,Colisión fronto-lateral,Despejado,0,Conductor,De 30 a 34 años,Hombre,0,441.326.506,4.478.952.701,0
2019S018655,2019-04-12T14:15:00,"CALL. BARCO, 32",1  CENTRO,Caída,Despejado,0,Conductor,De 25 a 29 años,Hombre,1,440.419.605,4.474.943.227,0
2019S018655,2019-04-12T14:15:00,"CALL. BARCO, 32",1  CENTRO,Caída,Despejado,0,Peatón,Menor de 5 años,Hombre,0,440.419.605,4.474.943.227,0
2019S018656,2019-04-11T16:00:00,"CALL. LUCHANA, 34",7  CHAMBERÍ,Caída,Despejado,0,Conductor,De 15 a 17 años,Hombre,1,440.729.712,4.475.893.442,0
2019S018787,2019-04-08T8:55:00,"CALL. EXPLANADA / CALL. PEDRO JUSTO DORADO DELLMANS, 8",9  MONCLOA-ARAVACA,Alcance,Lluvia débil,0,Conductor,De 35 a 39 años,Hombre,0,439.607.554,4.477.796.133,0
2019S018901,2019-03-17T12:00:00,"AVDA. MANZANARES, 196",12  USERA,Atropello a persona,Despejado,0,Conductor,De 55 a 59 años,Hombre,0,440.398.868,4.471.614.552,0
2019S018901,2019-03-17T12:00:00,"AVDA. MANZANARES, 196",12  USERA,Atropello a persona,Despejado,0,Peatón,De 6 a 9 años,Hombre,0,440.398.868,4.471.614.552,0
2019S018902,2019-04-16T8:30:00,"CALL. SANTA ISABEL, 50",1  CENTRO,Caída,Despejado,0,Conductor,De 30 a 34 años,Mujer,1,441.017.670,4.473.388.327,0
2019S018907,2019-04-01T22:44:00,"PASEO. DELICIAS, 32",2  ARGANZUELA,Alcance,Despejado,0,Conductor,De 25 a 29 años,Hombre,NULL,441.143.307,4.472.874.567,0
2019S018950,2019-04-16T18:35:00,"CALL. CLAUDIO MOYANO / PASEO. PRADO, 1",3  RETIRO,Caída,Despejado,0,Conductor,De 25 a 29 años,Mujer,1,441.290.418,4.473.449.990,0
2019S018960,2019-04-14T16:45:00,"CALL. MESON DE PAREDES / RONDA. VALENCIA, 92",1  CENTRO,Alcance,Despejado,0,Conductor,De 30 a 34 años,Hombre,0,440.541.107,4.473.010.913,0
2019S018985,2019-03-30T9:20:00,"AVDA. MIGUEL HERNANDEZ / CALL. LEON FELIPE, 11",13  PUENTE DE VALLECAS,Colisión fronto-lateral,Despejado,0,Conductor,De 35 a 39 años,Hombre,1,446.024.991,4.470.923.849,0
2019S019124,2019-04-17T19:00:00,"CALL. DOCTOR TOLOSA LATOUR, 21",12  USERA,Colisión lateral,Despejado,0,Conductor,De 65 a 69 años,Mujer,1,440.359.810,4.469.637.376,0
2019S019254,2019-04-20T21:00:00,"CALL. GILENA, 14",17  VILLAVERDE,Caída,Lluvia débil,0,Conductor,De 18 a 20 años,Hombre,0,439.806.559,4.466.142.071,0
2019S019257,2019-04-20T21:00:00,"CALL. SANTA ENGRACIA, 76",7  CHAMBERÍ,Colisión fronto-lateral,Despejado,0,Conductor,De 30 a 34 años,Hombre,0,440.683.707,4.476.436.309,0
2019S019263,2019-04-21T17:05:00,"PQUE. JUAN CARLOS I, 1",21  BARAJAS,Atropello a animal,Nublado,0,Conductor,De 60 a 64 años,Hombre,1,449.239.470,4.478.898.681,0
2019S019332,2019-04-12T18:30:00,"PASEO. EXTREMADURA, 153",10  LATINA,Caída,Despejado,0,Conductor,De 50 a 54 años,Hombre,0,437.329.089,4.473.518.699,0
2019S019391,2019-04-23T16:35:00,"CUSTA. SANTO DOMINGO / CALL. FOMENTO, 9",1  CENTRO,Caída,Despejado,0,Conductor,De 40 a 44 años,Hombre,0,439.822.292,4.474.605.980,0
2019S019405,2019-04-22T18:40:00,"AVDA. LAS FUERZAS ARMADAS, 118",16  HORTALEZA,Caída,Despejado,0,Conductor,De 10 a 14 años,Mujer,0,446.883.833,4.481.556.778,0
2019S019536,2019-04-24T9:30:00,"CALL. GOBELAS / CALL. GUECHO, 24",9  MONCLOA-ARAVACA,Colisión fronto-lateral,Lluvia débil,0,Conductor,De 55 a 59 años,Hombre,1,430.660.714,4.480.323.784,0
2019S019554,2019-04-24T16:00:00,"CALL. ARROYO BELINCOSO, 24",14  MORATALAZ,Colisión fronto-lateral,LLuvia intensa,0,Conductor,De 25 a 29 años,Mujer,0,444.621.026,4.473.334.606,0
2019S019733,2019-04-27T10:40:00,"CALL. JULIA GARCIA BOUTAN / CALL. SOFIA, 12",20  SAN BLAS-CANILLEJAS,Colisión fronto-lateral,Despejado,0,Conductor,De 30 a 34 años,Hombre,1,448.940.998,4.475.753.992,0
2019S019779,2019-04-27T20:15:00,"CALL. GRAN VIA / CALL. SAN BERNARDO, 60",1  CENTRO,Colisión fronto-lateral,Despejado,0,Conductor,De 21 a 24 años,Hombre,0,439.941.977,4.474.792.399,0
2019S019885,2019-04-27T13:40:00,"AVDA. RAFAELA YBARRA, 137",17  VILLAVERDE,Alcance,NULL,0,Conductor,De 55 a 59 años,Hombre,0,439.355.982,4.468.403.710,0
2019S019899,2019-04-29T7:10:00,"CALL. ALCALA / CALL. LOS URQUIZA, 330",15  CIUDAD LINEAL,Atropello a persona,Despejado,0,Conductor,De 45 a 49 años,Hombre,0,445.183.485,4.476.119.104,0
2019S019899,2019-04-29T7:10:00,"CALL. ALCALA / CALL. LOS URQUIZA, 330",15  CIUDAD LINEAL,Atropello a persona,Despejado,0,Peatón,De 55 a 59 años,Mujer,1,445.183.485,4.476.119.104,0
2019S019986,2019-04-28T17:15:00,"CTRA. M-616, +00600S",8  FUENCARRAL-EL PARDO,Colisión lateral,Despejado,0,Conductor,De 30 a 34 años,Hombre,1,441.192.630,4.489.013.628,0
2019S020003,2019-04-29T20:40:00,"PLAZA. ALONSO MARTINEZ, 7",7  CHAMBERÍ,Caída,Despejado,0,Conductor,De 25 a 29 años,Hombre,0,441.008.126,4.475.467.302,0
2019S020144,2019-04-27T12:55:00,"AVDA. COMUNIDADES / AVDA. DEMOCRACIA, 18",19  VICÁLVARO,Colisión fronto-lateral,Despejado,0,Conductor,De 50 a 54 años,Hombre,0,447.645.335,4.471.868.829,0
2019S020247,2019-05-02T9:39:00,"BULEV. JOSE PRAT / CALL. HACIENDA DE PAVONES, 33",19  VICÁLVARO,Atropello a persona,Despejado,0,Conductor,De 55 a 59 años,Hombre,0,446.880.478,4.472.203.687,0
2019S020247,2019-05-02T9:39:00,"BULEV. JOSE PRAT / CALL. HACIENDA DE PAVONES, 33",19  VICÁLVARO,Atropello a persona,Despejado,0,Peatón,De 55 a 59 años,Mujer,1,446.880.478,4.472.203.687,0
2019S020351,2019-05-04T21:15:00,"CALL. CEA BERMUDEZ / CALL. BRAVO MURILLO, 1",7  CHAMBERÍ,Alcance,Despejado,0,Conductor,De 21 a 24 años,Mujer,1,440.253.633,4.476.686.837,0
2019S020422,2019-05-05T21:00:00,"PASEO. ESPERANZA, 15",2  ARGANZUELA,Caída,Despejado,0,Conductor,De 18 a 20 años,Hombre,0,440.133.104,4.472.657.993,0
2019S020459,2019-05-06T7:40:00,"CALL. ALCALA, 346",15  CIUDAD LINEAL,Alcance,Despejado,0,Conductor,De 50 a 54 años,Hombre,1,445.269.939,4.476.180.468,0
2019S020462,2019-05-03T22:20:00,"CALL. SANTA CATALINA / CRA. SAN JERONIMO, 12",1  CENTRO,Caída,Despejado,0,Conductor,De 25 a 29 años,Hombre,0,440.803.826,4.474.192.553,0
2019S020466,2019-05-06T18:32:00,"AVDA. MENENDEZ PELAYO, 65",3  RETIRO,Colisión lateral,Despejado,0,Conductor,De 40 a 44 años,Hombre,0,442.542.924,4.473.909.121,0
2019S020526,2019-05-07T13:30:00,"CALL. SANTA ENGRACIA / CALL. MANUEL GONZALEZ LONGORIA, 8",7  CHAMBERÍ,Colisión fronto-lateral,Despejado,0,Conductor,De 30 a 34 años,Mujer,0,440.948.216,4.475.584.457,0
2019S020547,2019-05-07T11:35:00,"CALL. ALCALA / PALAC. CIBELES, 50",3  RETIRO,Colisión fronto-lateral,Despejado,0,Conductor,De 50 a 54 años,Hombre,0,441.214.812,4.474.510.858,0
2019S020574,2019-05-05T14:49:00,"CALL. SESEÑA, 46A",10  LATINA,Atropello a persona,Despejado,0,Conductor,De 45 a 49 años,Hombre,0,434.971.701,4.472.000.897,0
2019S020574,2019-05-05T14:49:00,"CALL. SESEÑA, 46A",10  LATINA,Atropello a persona,Despejado,0,Peatón,De 65 a 69 años,Hombre,0,434.971.701,4.472.000.897,0
2019S020579,2019-05-07T15:10:00,"CALL. ALCALA, 142",4  SALAMANCA,Alcance,Despejado,0,Conductor,De 15 a 17 años,Hombre,0,443.157.971,4.475.409.814,0
2019S020599,2019-05-06T5:05:00,"CALL. ALCALA / CALL. VELAZQUEZ, 95",4  SALAMANCA,Alcance,Despejado,0,Conductor,De 35 a 39 años,Hombre,0,441.951.231,4.474.711.638,0
2019S020683,2019-05-10T1:20:00,"CALL. ALCALA, 44",1  CENTRO,Choque contra obstáculo fijo,Despejado,0,Conductor,De 50 a 54 años,Hombre,0,440.928.262,4.474.459.121,0
2019S020721,2019-05-10T15:30:00,"AVDA. ASTURIAS, 56",6  TETUÁN,Caída,Despejado,0,Conductor,De 50 a 54 años,Hombre,1,440.798.442,4.480.330.381,0
2019S020733,2019-05-10T16:35:00,"CALL. JUAN IGNACIO LUCA DE TENA, 15",20  SAN BLAS-CANILLEJAS,Colisión fronto-lateral,Despejado,0,Conductor,De 18 a 20 años,Hombre,1,446.592.957,4.477.668.861,0
2019S020756,2019-05-10T20:00:00,"CALL. HERNANI, 35",6  TETUÁN,Alcance,Despejado,0,Conductor,De 30 a 34 años,Hombre,0,440.613.320,4.477.746.158,1
2019S020803,2019-05-10T9:50:00,"CALL. ARROYO FONTARRON, 393",14  MORATALAZ,Colisión fronto-lateral,NULL,0,Conductor,De 55 a 59 años,Hombre,NULL,445.999.155,4.471.781.927,0
2019S020821,2019-05-10T15:56:00,"AVDA. POBLADOS, 74",11  CARABANCHEL,Colisión fronto-lateral,Despejado,0,Conductor,De 45 a 49 años,Hombre,0,435.924.118,4.469.955.065,0
2019S020921,2019-05-11T19:50:00,"PASEO. PLATANOS / PASEO. PUERTA DEL ANGEL, 0",9  MONCLOA-ARAVACA,Choque contra obstáculo fijo,Despejado,0,Conductor,De 65 a 69 años,Hombre,1,436.095.387,4.474.196.952,0
2019S020923,2019-05-12T20:30:00,"CALL. MARQUES DE VIANA, 38",6  TETUÁN,Colisión lateral,Despejado,0,Conductor,De 15 a 17 años,Hombre,0,440.483.284,4.479.333.116,0
2019S020923,2019-05-12T20:30:00,"CALL. MARQUES DE VIANA, 38",6  TETUÁN,Colisión lateral,Despejado,0,Conductor,De 15 a 17 años,Hombre,0,440.483.284,4.479.333.116,0
2019S020975,2019-05-13T13:05:00,"PASEO. CASTELLANA / CALL. MARIA DE MOLINA, 66",4  SALAMANCA,Colisión fronto-lateral,Despejado,0,Conductor,De 35 a 39 años,Hombre,0,441.473.952,4.476.585.601,0
2019S021079,2019-05-14T14:30:00,"CALL. ISABEL LA CATOLICA, 5",1  CENTRO,Caída,Despejado,0,Conductor,De 30 a 34 años,Hombre,0,439.846.980,4.474.739.056,0
2019S021095,2019-05-11T20:00:00,"CALL. GABRIELA MISTRAL, 20",8  FUENCARRAL-EL PARDO,Caída,Despejado,0,Conductor,De 50 a 54 años,Hombre,1,437.612.611,4.481.800.621,0
2019S021107,2019-05-14T17:45:00,"AVDA. BADAJOZ / CALL. MADRE ANTONIA PARIS, 74",15  CIUDAD LINEAL,Colisión fronto-lateral,Despejado,0,Conductor,De 10 a 14 años,Hombre,0,444.731.826,4.477.199.358,0
