,Unnamed: 0,identifier,name,equipment,teaching,typeAccessibility,knowsAbout,locality,same_as_wikidata_locality,province,same_as_wikidata_province,postalCode,neighborhood,same_as_wikidata_neighborhood,district,same_as_wikidata_district,latitude,longitude,telephone,faxNumber,email,titularity,laborDay,schedule,extraUses,otherUses,yardCategory,yardNumber,accessibilityComment,directAccess,otherAccess,wcAccessibles,shade,furniture,services,surface,conservationState,greenZonesProximity,facilitiesProximity,observations,bus,renfe,same_as_wikidata_renfe,metro,same_as_wikidata_metro,streetAddress
128,128,5206,Colegio publico juan sebastian elcano,"Comedor, horario ampliado, planes de mejora",Ensenyanza: educacion infantil - primaria,0,Http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410vgnvcm100000171f5a0arcrd&vgnextoid=d0c1a3f5ca71c010vgnvcm1000000b205a0arcrd,Madrid,https://wikidata.org/entity/Q2807,Community of Madrid,https://wikidata.org/entity/Q5756,28026,Moscardo,https://wikidata.org/entity/Q11937679,Usera,https://wikidata.org/entity/Q953368,440185,4471177,914 765 139,914 768 107,,Ayuntamiento,Lunes-viernes continua,9:00-16:00,,,I,1,Si,Si,,Si,Porche,,No,"2559,86",,,,,"6 , 23 , 47",,,Usera,https://wikidata.org/entity/Q643209,Calle mirasierra 29
129,129,5207,Colegio publico juan zaragueta,"Transporte, horario ampliado, comedor, planes de mejora",Ensenyanza: educacion infantil - primaria - ensenyanza Bilingue,0,Http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410vgnvcm100000171f5a0arcrd&vgnextoid=26d1a3f5ca71c010vgnvcm1000000b205a0arcrd,Madrid,https://wikidata.org/entity/Q2807,Community of Madrid,https://wikidata.org/entity/Q5756,28033,Valdefuentes,https://wikidata.org/entity/Q10388714,Hortaleza,https://wikidata.org/entity/Q1928529,446510,4480350,917 630 869 - 913 821 057,917 630 869,,Ayuntamiento,Lunes-viernes continua,9:00-16:00,Actividades extraescolares 16:00-18:00,,III,1,Si,Si (c/ tomas redondo),,No,Si (80m²),Porterias y canastas ,No,"3929,51",Mejorable (suelos en mal estado),,,,"72 , 87",,,San Lorenzo,https://wikidata.org/entity/Q2481355,Calle via de los poblados 19
130,130,5208,Colegio publico julian besteiro,"Comedor, planes de mejora",Ensenyanza: educacion infantil - primaria,0,Http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410vgnvcm100000171f5a0arcrd&vgnextoid=7be1a3f5ca71c010vgnvcm1000000b205a0arcrd,Madrid,https://wikidata.org/entity/Q2807,Community of Madrid,https://wikidata.org/entity/Q5756,28025,Abrantes,https://wikidata.org/entity/Q3773949,Carabanchel,https://wikidata.org/entity/Q1001991,438306,4470466,915 600 091,915 655 204,,Ayuntamiento,Lunes-viernes continua,9:00-16:00,Actividades extraescolares 16:00-19:30,"Centro abierto (apoyo, merienda para servicios sociales)",III,2,Si,Si (av. abrantes),,No,Porche en los 2 y en uno una pergola. 1 arbol,"Porterias, canastas, columpios",Alumbrado,"1338,72","Muy bueno, obra reciente",Si,Club de futbol privados,,"47 , 108 , 118",,,Abrantes,https://wikidata.org/entity/Q2484433,Avenida abrantes 79
131,131,176859,Colegio publico julian marias,"Horario ampliado, comedor",Ensenyanza: educacion infantil - primaria,0,Http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410vgnvcm100000171f5a0arcrd&vgnextoid=fe444b6faa61c010vgnvcm1000000b205a0arcrd,Madrid,https://wikidata.org/entity/Q2807,Community of Madrid,https://wikidata.org/entity/Q5756,28022,Rosas,https://wikidata.org/entity/Q18880469,San Blas,https://wikidata.org/entity/Q2001937,448887,4475342,917 609 323,917 609 319,,Ayuntamiento,Lunes-viernes continua,9:00-16:00,Actividades extraescolares 16:00-18:00,"Extraescolares, hasta las 18.00",III,4,Si,Si,"3 accesos, independientes al edificio.",No,"Porche, infantil 150 m², entrada 150 m², otro de 100 m²","Patio 2: 2 porterias futbol y 2 canastas, patio 3, 2 porterias y 4 canastas",Fuente,"1720,52 + 1406,97",,"Si, un parque ","Si, canchas municipales, 200 m polideportivo",,"38 , 140",,,,,Calle budapest 11
132,132,5153,Colegio publico la alameda,"Comedor, horario ampliado, planes de mejora",Ensenyanza: educacion infantil - primaria - ensenyanza Bilingue,0,Http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410vgnvcm100000171f5a0arcrd&vgnextoid=c002a3f5ca71c010vgnvcm1000000b205a0arcrd,Madrid,https://wikidata.org/entity/Q2807,Community of Madrid,https://wikidata.org/entity/Q5756,28022,Canillejas,https://wikidata.org/entity/Q663013,San Blas,https://wikidata.org/entity/Q2001937,448400,4476500,917 411 453,913 204 540,,Ayuntamiento,Lunes-viernes continua,9:00-15:30,Actividades extraescolares 15:30-16:30,Centro de dia cruz roja 15:30-17:30,III,2,Si (patio primaria),"Si (patio primaria, c/ musas)",C/ pitagoras,No,Si,"Porterias, canastas",Alumbrado,"951,436",Regular (necesita reformas),,,,"38 , 48 , 140",,,,,Calle musas 9
133,133,6023,Colegio publico la dehesa del principe,"Comedor, horario ampliado, planes de mejora",Ensenyanza: educacion infantil - primaria,0,Http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410vgnvcm100000171f5a0arcrd&vgnextoid=a1b4ae10c471c010vgnvcm1000000b205a0arcrd,Madrid,https://wikidata.org/entity/Q2807,Community of Madrid,https://wikidata.org/entity/Q5756,28024,Campamento,https://wikidata.org/entity/Q31169,Latina,https://wikidata.org/entity/Q794954,443032,4474162,915 091 679,915 090 044,,Comunidad,Lunes-viernes continua,9:00-16:00,,,III,1,,Si,,No,No,,No,"2541,7",,,,Separacion por la carretera del resto de barrios. ,139,Cuatro Vientos,https://wikidata.org/entity/Q2060846,Cuatro Vientos,https://wikidata.org/entity/Q2060846,Paseo lanceros 4
134,134,5210,Colegio publico la latina,"Comedor, horario ampliado, planes de mejora, integracion preferente (trastornos generales del desarrollo)",Ensenyanza: educacion infantil - primaria,0,Http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410vgnvcm100000171f5a0arcrd&vgnextoid=1612a3f5ca71c010vgnvcm1000000b205a0arcrd,Madrid,https://wikidata.org/entity/Q2807,Community of Madrid,https://wikidata.org/entity/Q5756,28024,Aluche,https://wikidata.org/entity/Q31140,Latina,https://wikidata.org/entity/Q794954,435434,4471408,915 099 915,917 196 252,,Ayuntamiento,Lunes-viernes continua,9:00-16:00,Actividades extraescolares 16:00-17:00,,II,3,Si,Si,,Si,Porche ,"Canastas, porterias, parque infantil, arenero",No,"2783,33",,,,,"17 , 121 , 131 , h",Aluche,https://wikidata.org/entity/Q2058531,Aluche,https://wikidata.org/entity/Q2058531,Calle maqueda 130
135,135,5294,Colegio publico la rioja,"Comedor, planes de mejora",Ensenyanza: educacion infantil - primaria,0,Http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410vgnvcm100000171f5a0arcrd&vgnextoid=6b22a3f5ca71c010vgnvcm1000000b205a0arcrd,Madrid,https://wikidata.org/entity/Q2807,Community of Madrid,https://wikidata.org/entity/Q5756,28038,Palomeras Sureste,https://wikidata.org/entity/Q10343901,Puente de Vallecas,https://wikidata.org/entity/Q2003054,445935,4471034,917 773 912,917 773 912,,Ayuntamiento,Lunes-viernes continua,9:00-16:00,Actividades extraescolares 16:00-17:00,,II,3,Si (pero en mal estado),Si (c/ leon felipe),,Si,"2 porches pequenyos, arbolado, pendientes de poner toldos","Porterias, canastas, bancos en mal estado",Fuentes,"1447,57",Necesita reforma,Parque lineal de palomeras (180m),"Centro cultural palomeras (700m), bibliotega miguel herdez (750m)",,"54 , 58 , 103 , 142 , 143 , 144",,,Miguel Hernandez,https://wikidata.org/entity/Q2479837,Calle leon felipe 3
136,136,5211,Colegio publico legado crespo,"Comedor, horario ampliado, planes de mejora",Ensenyanza: educacion infantil - primaria - ensenyanza Bilingue,1,Http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410vgnvcm100000171f5a0arcrd&vgnextoid=b042a3f5ca71c010vgnvcm1000000b205a0arcrd,Madrid,https://wikidata.org/entity/Q2807,Community of Madrid,https://wikidata.org/entity/Q5756,28005,Las Acacias,https://wikidata.org/entity/Q3319190,Arganzuela,https://wikidata.org/entity/Q2000929,440271,4472927,915 286 325,915 286 325,Cp.legadocrespo.madrid@educa.madrid.org,Ayuntamiento,Lunes-viernes continua,9:00-16:00,"Actividades ampa 16:00-17:00h, cruz roja 14:00-20:00",,III,1,Si,Si,,No,No,"Porterias, canastas, columpios",Alumbrado,"1142,42",Bueno (arreglado recientemente),"Parque casino de la reina (260m), parque redondo (400m)","Biblioteca etsi (350m), casa encendida (400m), biblioteca pedro salinas (850m)",,"27 , 34 , 36 , 60 , 69 , 78 , 116 , 118 , 119",Acacias / Embajadores,https://wikidata.org/entity/Q2305840,Acacias / Embajadores,https://wikidata.org/entity/Q2305840,Paseo acacias 2
137,137,5212,Colegio publico leopoldo alas,"Comedor, horario ampliado, planes de mejora",Ensenyanza: educacion infantil - primaria,1,Http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410vgnvcm100000171f5a0arcrd&vgnextoid=0652a3f5ca71c010vgnvcm1000000b205a0arcrd,Madrid,https://wikidata.org/entity/Q2807,Community of Madrid,https://wikidata.org/entity/Q5756,28017,Ventas,https://wikidata.org/entity/Q71762,Ciudad Lineal,https://wikidata.org/entity/Q1763694,444573,4475495,914 033 755,914 042 281,Cp.leopoldoalas.madrid@educa.madrid.org,Ayuntamiento,Lunes-viernes,9:00-16:00,,,III,2,,Si,,No,No,,No,"2440,662",,,"Instalacion deportiva (400m), centro sociocultural ciudad lineal (500m), biblioteca la elipa (800m)",,"15 , 28 , 106 , 110 , 210",,,,,Calle pedrezuela 18
138,138,4974266,Colegio publico leopoldo calvo sotelo,"Horario ampliado, comedor",Ensenyanza: educacion infantil - primaria - ensenyanza Bilingue,0,Http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410vgnvcm100000171f5a0arcrd&vgnextoid=7205ffc4131ab110vgnvcm2000000c205a0arcrd,Madrid,https://wikidata.org/entity/Q2807,Community of Madrid,https://wikidata.org/entity/Q5756,28050,Valverde,https://wikidata.org/entity/Q31132,Fuencarral-El Pardo,https://wikidata.org/entity/Q656196,442794,4483567,914 273 351,914 273 083,,Ayuntamiento,Lunes-viernes partida,9:00-16:00,Actividades extraescolares 16:00-18:00,Patios abiertos sabados 9:00-14:00,I,2,Si,Si (av. de santiago),,Si,Poca,"Porterias, canastas, columpios, bancos",Fuentes,"1556,12",Regular (necesita arreglo en pista),,,Participa actualmente de 'patios abiertos',"172, 176",,,,,Calle castiello de jaca 2
139,139,5213,Colegio publico lepanto,"Comedor, horario ampliado",Ensenyanza: educacion infantil - primaria - ensenyanza Bilingue,0,Http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410vgnvcm100000171f5a0arcrd&vgnextoid=5b62a3f5ca71c010vgnvcm1000000b205a0arcrd,Madrid,https://wikidata.org/entity/Q2807,Community of Madrid,https://wikidata.org/entity/Q5756,28035,Valdezarza,https://wikidata.org/entity/Q10388728,Moncloa-Aravaca,https://wikidata.org/entity/Q2017682,438875,4480001,913 160 937,913 738 204,,Ayuntamiento,Lunes-viernes continua,9:00-16:00,Actividades extraescolares 16:00-17:00,,III,3,Si (a patios delanteros),Si (c/ valderrey),,No,No,"Porterias, canastas",No,"3311,38",,Bueno,Parque luisa carnes (400m),"Centro cultural antonio machado (300m), cdm ciudad de los poetas (400m)","42 , 127 , 132",,,Antonio Machado,https://wikidata.org/entity/Q2482040,Calle valderrey 9
140,140,5214,Colegio publico lope de vega,"Comedor, planes de mejora",Ensenyanza: educacion infantil - primaria,0,Http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410vgnvcm100000171f5a0arcrd&vgnextoid=a082a3f5ca71c010vgnvcm1000000b205a0arcrd,Madrid,https://wikidata.org/entity/Q2807,Community of Madrid,https://wikidata.org/entity/Q5756,28019,San Isidro,https://wikidata.org/entity/Q3813733,Carabanchel,https://wikidata.org/entity/Q1001991,438622,4471811,914 710 955,914 710 955,,Ayuntamiento,Lunes-viernes continua,9:00-16:00,Actividades extraescolares 16:00-20:00,,II,2,Si,Si,,Si,No,"Porterias, canastas, columpios, canchas de voley",Alumbrado debil,"2668,3 + 1861,05",Mejorable,,,,"34 , 35 , 118 , 119",,,Urgel,https://wikidata.org/entity/Q2696501,Calle inglaterra 8
141,141,5215,Colegio publico lorenzo luzuriaga,"Transporte, comedor, horario ampliado, planes de mejora",Ensenyanza: educacion infantil - primaria - ensenyanza Bilingue,0,Http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410vgnvcm100000171f5a0arcrd&vgnextoid=f592a3f5ca71c010vgnvcm1000000b205a0arcrd,Madrid,https://wikidata.org/entity/Q2807,Community of Madrid,https://wikidata.org/entity/Q5756,28034,La Paz,https://wikidata.org/entity/Q5869740,Fuencarral-El Pardo,https://wikidata.org/entity/Q656196,440538,4482010,917 305 938,917 314 362,,Ayuntamiento,Lunes-viernes partida,9:00-16:00,Actividades extraescolares7:30-9:00-16:00-17:00,Torneos deportivos desarrollados por el centro,III,3,Solo 1 patio accesible a personas con movilidad reducida,No,,Si,"Poca, solo en un patio y muy reducida","Porterias , canastas( 1 zona) y columpios (1 zona",Alumbrado en 1 patio,"1431,13 + 1179,40",Buena,Si,Si,Varios patios con pistas deportivas a diferentes niveles. ,"49 , 67 , 83 , 124 , 133 , 134",,,Herrera Oria,https://wikidata.org/entity/Q2462763,Calle valencia de don juan 13
142,142,64457,Colegio publico los almendros,"Comedor, horario ampliado",Ensenyanza: educacion infantil - primaria,0,Http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410vgnvcm100000171f5a0arcrd&vgnextoid=c897598d1351c010vgnvcm1000000b205a0arcrd,Madrid,https://wikidata.org/entity/Q2807,Community of Madrid,https://wikidata.org/entity/Q5756,28032,Casco Historico de Vicalvaro,https://wikidata.org/entity/Q16544374,Vicalvaro,https://wikidata.org/entity/Q589403,446895,4471931,917 510 982,917 726 814,,Ayuntamiento,Lunes-viernes continua,9:00-16:00,Actividades extraescolares 16:00-17:00,,III,1,Si,Si (c/ copernico),C/ arquimedes,No,"Porche, arbolado","Porterias, canastas, columpios","Alumbrado, fuentes","5535,1",Mejorable,Parque valdebernardo (80m),"Biblioteca francisco ayala (750m), cdm moratalaz (950m), cdm faustina valladolid (950m)",,"8 , 71 , 130",,,Valdebernardo,https://wikidata.org/entity/Q2696095,Calle ladera de los almendros 45
143,143,5296,Colegio publico los rosales,"Comedor, horario ampliado, planes de mejora",Ensenyanza: educacion infantil - primaria,0,Http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410vgnvcm100000171f5a0arcrd&vgnextoid=4ba2a3f5ca71c010vgnvcm1000000b205a0arcrd,Madrid,https://wikidata.org/entity/Q2807,Community of Madrid,https://wikidata.org/entity/Q5756,28021,Butarque,https://wikidata.org/entity/Q390453,Villaverde,https://wikidata.org/entity/Q919536,442439,4467021,917 956 756,917 956 756,,Ayuntamiento,Lunes-viernes continua,9:00-16:00,Actividades extraescolares 16:00-17:00,,III,2,No,Si,,No,No,"Porterias, canastas",No,"8289,79",Bueno,,,,"85 , 123 , 713",,,,,Avenida los rosales 131
144,144,4974277,Colegio publico loyola de palacio,"Comedor, horario ampliado, planes de mejora",Ensenyanza: educacion infantil de segundo ciclo - primaria. ensenyanza Bilingue,1,Http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410vgnvcm100000171f5a0arcrd&vgnextoid=4c96ffc4131ab110vgnvcm2000000c205a0arcrd,Madrid,https://wikidata.org/entity/Q2807,Community of Madrid,https://wikidata.org/entity/Q5756,28051,Casco Historico de Vallecas,https://wikidata.org/entity/Q16544370,Villa de Vallecas,https://wikidata.org/entity/Q1947988,449186,4467958,913 326 020 - 913 851 330,913 326 020,Cp.loyoladepalacio.madrid@educa.madrid.org,Ayuntamiento,Lunes-viernes continua,9:00-16:00,Actividades extraescolares 16:00-20:00,,III,2,Si,Si (c/ embalse de manzanares y c/ antonio gades),,No,Espacios techados,"Porterias, canastas, columpios",No,"2680,78 + 2030,84",Bueno,Parque (170m),,,"142, 145",,,Las Suertes,https://wikidata.org/entity/Q3827256,Calle embalse de navacerrada 60
145,145,5216,Colegio publico luis bello,"Comedor, horario ampliado, planes de mejora",Ensenyanza: educacion infantil - primaria - ensenyanza Bilingue -,1,Http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410vgnvcm100000171f5a0arcrd&vgnextoid=90c2a3f5ca71c010vgnvcm1000000b205a0arcrd,Madrid,https://wikidata.org/entity/Q2807,Community of Madrid,https://wikidata.org/entity/Q5756,28002,Prosperidad,https://wikidata.org/entity/Q4776,Chamartin,https://wikidata.org/entity/Q1766348,442881,4477221,912 205 533,912 205 535,,Ayuntamiento,Lunes-viernes,8:00-17:00,Actividades extraescolares 16:00-17:00,No,I,2,Si,Si (c/ canillas),,Si,Si (pequenyo),"Porterias, tobogan, canastas, bancos, huerto con macetas. ",Alumbrado (un solo patio),"1218,38",Bueno,"Plaza de la prosperidad (120m), jardines pablo sorozabal (650m), parque berlin (750m)","Centro sociocultural luis gonzaga (550m), biblioteca francisco ibanyez (650m), polideportivo pradillo (850m), cdm moscardo (850m)",,"1 , 9 , 73",,,Prosperidad,https://wikidata.org/entity/Q2056525,Calle luis cabrera 66
146,146,5217,Colegio publico luis cernuda,"Comedor, horario ampliado, planes de mejora",Ensenyanza: educacion infantil - primaria - ensenyanza Bilingue,0,Http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410vgnvcm100000171f5a0arcrd&vgnextoid=e5d2a3f5ca71c010vgnvcm1000000b205a0arcrd,Madrid,https://wikidata.org/entity/Q2807,Community of Madrid,https://wikidata.org/entity/Q5756,28043,Canillas,https://wikidata.org/entity/Q9694341,Hortaleza,https://wikidata.org/entity/Q1928529,444554,4479166,913 002 732,913 002 732,Cp.luiscernuda.madrid@educa.madrid.org,Ayuntamiento,Lunes-viernes continua,9:00-16:00,Actividades extraescolares 16:00-17:00,,I,1,Si,Si (c/ carril del conde),,Si,Si,"Porterias, canastas, bancos, tobogan","Alumbrado, fuente","1114,89",Bueno,,,,"9, 72, 73 ,120 ,122",,,Esperanza,https://wikidata.org/entity/Q2481243,Calle carril del conde 64
147,147,5218,Colegio publico luis de gongora,Comedor,Ensenyanza: educacion infantil - primaria,0,Http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410vgnvcm100000171f5a0arcrd&vgnextoid=3be2a3f5ca71c010vgnvcm1000000b205a0arcrd,Madrid,https://wikidata.org/entity/Q2807,Community of Madrid,https://wikidata.org/entity/Q5756,28029,El Pilar,https://wikidata.org/entity/Q3773964,Fuencarral-El Pardo,https://wikidata.org/entity/Q656196,439443,4480681,91 386 08 16,,,Ayuntamiento,Lunes-viernes continua,9:00-16:00,Asociacion valdeperales  16:00-17:30,Patios abiertos sabados 9:00-14:00,I,2,Si,Si (c/ sarria),,Si,Porche (20m²),"Porterias, canastas, columpios, gradas","Alumbrado, fuente",1068,Regular (necesita pintura y algunos arreglos),,,"Dos patios amplios separados, con entradas desde calle. participa actualmente de 'patios abiertos'","42 , 126 , 132 , 137 , 147",,,Penyagrande,https://wikidata.org/entity/Q2058663,Calle sarria 49
148,148,42017,Colegio publico madrid sur,Comedor,Ensenyanza: educacion infantil - primaria,0,Http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410vgnvcm100000171f5a0arcrd&vgnextoid=cfa7598d1351c010vgnvcm1000000b205a0arcrd,Madrid,https://wikidata.org/entity/Q2807,Community of Madrid,https://wikidata.org/entity/Q5756,28018,Palomeras Bajas,https://wikidata.org/entity/Q10343902,Puente de Vallecas,https://wikidata.org/entity/Q2003054,444368,4469762,91 785 55 39,,,Ayuntamiento,Lunes-viernes continua,9:00-16:00,Actividades extraescolares 16:00-17:00,,II,1,Si,Si (c/ sabrina),,Si,Toldo (6x7m),"Porterias, canastas, mesas",Alumbrado,"4977,57",Regular (material deteriorado),"Parque lineal de palomeras (280m), plaza del cine (300m)","Instalaciones deportivas palomeras (250m), centro cultural paco rabal (700m)",,102 * 136 * 310 * 410,El Pozo station,https://wikidata.org/entity/Q613656,,,Calle puerto de balbaran 133
149,149,5792191,Colegio publico maestro padilla,"Horario ampliado, comedor",Ensenyanza: educacion infantil - primaria - ensenyanza Bilingue,0,Http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410vgnvcm100000171f5a0arcrd&vgnextoid=8b5800444dcca210vgnvcm2000000c205a0arcrd,Madrid,https://wikidata.org/entity/Q2807,Community of Madrid,https://wikidata.org/entity/Q5756,28054,Buenavista,https://wikidata.org/entity/Q953929,Carabanchel,https://wikidata.org/entity/Q1001991,436566,4468283,911 731 852 - 699 502 387,911 724 720,Cp.maestropadilla.madrid@educa.madrid.org,Ayuntamiento,Lunes-viernes partida,9:00-16:00,Actividades extraescolares 16:00-17:00,,III,3,Si,Si (av. de la peseta),C/ once vigas,No,"Porche, arbolado en mal estado","Porterias, canastas",No,"4957,68",Aceptable,,Polideportivo francisco fdz ochoa,,"35, 118, 155",,,,,Avenida peseta 112
150,150,5221,Colegio publico manuel bartolome cossio,"Comedor, transporte, horario ampliado, planes de mejora",Ensenyanza: educacion infantil - primaria - ensenyanza Bilingue,0,Http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410vgnvcm100000171f5a0arcrd&vgnextoid=8003a3f5ca71c010vgnvcm1000000b205a0arcrd,Madrid,https://wikidata.org/entity/Q2807,Community of Madrid,https://wikidata.org/entity/Q5756,28044,Las aguilas,https://wikidata.org/entity/Q5971372,Latina,https://wikidata.org/entity/Q794954,434494,4470372,917 067 408 (infantil) / 917 064 098 (primaria),917 064 098,,Ayuntamiento,Lunes-viernes continua,9:00-16:00,Actividades extraescolares 16:00-17:00,,III,1,Si,Si,,No,Si (en infantil),"Canastas, porterias",Fuente,"1001,54",,,,"Dos edificios, un patio en cada uno","17 , 139",Estacion de Fanjul,https://wikidata.org/entity/Q5846227,,,Calle jose de cadalso 19
151,151,5222,Colegio publico manuel de falla,"Transporte, comedor",Ensenyanza: educacion infantil - primaria,0,Http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410vgnvcm100000171f5a0arcrd&vgnextoid=d513a3f5ca71c010vgnvcm1000000b205a0arcrd,Madrid,https://wikidata.org/entity/Q2807,Community of Madrid,https://wikidata.org/entity/Q5756,28021,"Villaverde Alto, Casco Historico de Villaverde",https://wikidata.org/entity/Q390435,Villaverde,https://wikidata.org/entity/Q919536,440084,4466428,917 971 448,917 971 448,,Ayuntamiento,Lunes-viernes continua,9:00-16:00,Actividades extraescolares 16:00-17:00,,III,2,Si,Si (c/ jose ortunyo ponce),Principal del centro,No,Porche,"Porterias, canastas, arenero","Alumbrado, fuente","441,41",Bueno,,,,"22 , 76 , 86 , 130 , 131",Estacion de Puente Alcocer,https://wikidata.org/entity/Q5846980,,,Calle jose ortu&amp;ntilde;o ponce 2
152,152,5223,Colegio publico manuel nunyez de arenas,"Comedor, transporte, horario ampliado, planes de mejora",Ensenyanza: educacion infantil - primaria,0,Http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410vgnvcm100000171f5a0arcrd&vgnextoid=2b23a3f5ca71c010vgnvcm1000000b205a0arcrd,Madrid,https://wikidata.org/entity/Q2807,Community of Madrid,https://wikidata.org/entity/Q5756,28053,Entrevias,https://wikidata.org/entity/Q71756,Puente de Vallecas,https://wikidata.org/entity/Q2003054,443825,4469619,917 855 972 - 917 855 923,917 860 204,,Ayuntamiento,Lunes-viernes continua,9:00-16:00,Actividades extraescolares 16:00-19:00, actividades extraescolares del afa. cesion a entidades y agrupacion deportiva,II,2,Si,Si (c/ martos y c/ villacarrillo),,Si,"Cubierta entrada (300m²), porche (200m²), arbolado","Porterias, canastas, juegos",Alumbrado (pista deportiva),"3074,54",Mejorable (elementos deteriorados),Parque forestal de entrevias (250m),"Cdm alberto garcia (240m), centro cultural el pozo del tio raimundo (290m)",,"24 , 102",,,,,Calle martos 120
153,153,5224,Colegio publico manuel sainz de vicunya,"Comedor, horario ampliado, planes de mejora",Ensenyanza: educacion infantil - primaria - ensenyanza Bilingue -,0,Http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410vgnvcm100000171f5a0arcrd&vgnextoid=7043a3f5ca71c010vgnvcm1000000b205a0arcrd,Madrid,https://wikidata.org/entity/Q2807,Community of Madrid,https://wikidata.org/entity/Q5756,28030,Marroquina,https://wikidata.org/entity/Q11935636,Moratalaz,https://wikidata.org/entity/Q2076109,444851,4473405,914 391 349,913 285 625,,Ayuntamiento,Lunes-viernes partida,9:00-16:00,Actividades extraescolares 16:00-17:00,Entrenamientos deportivos 18:00-21:00,III,3,Si (un patio),Si (c/ camino de vinateros),C/ arroyo de las pilillas,No,Arbolado,Porches (2x20m²),Alumbrado,"2027,15",Regular (pavimentos levantados),Parque moratalaz (300m),Biblioteca miguel delibes (300m),,"32 , 71",,,Vinateros,https://wikidata.org/entity/Q2479812,Calle camino de los vinateros 104
154,154,5226,Colegio publico marcelo usera,"Comedor, horario ampliado, planes de mejora, integracion preferente (trastornos generales del desarrollo)",Ensenyanza: educacion infantil - primaria,0,Http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410vgnvcm100000171f5a0arcrd&vgnextoid=1b63a3f5ca71c010vgnvcm1000000b205a0arcrd,Madrid,https://wikidata.org/entity/Q2807,Community of Madrid,https://wikidata.org/entity/Q5756,28026,Almendrales,https://wikidata.org/entity/Q9604761,Usera,https://wikidata.org/entity/Q953368,440620,4470964,914 753 495,917 923 840,,Ayuntamiento,Lunes-viernes continua,9:00-16:00,Actividades extraescolares 16:00-17:00,Centro de dia cruz roja 15:30-20:00,II,1,Si,Si (c/ felipe diaz),,Si,No,No,No,"590,42",Mejorable,,,,"6 , 18 , 22 , 47 , 59 , 76 , 78 , 79 , 85 , 86 , 247",,,Usera,https://wikidata.org/entity/Q643209,Calle perales de tajunya 1
155,155,7048498,Colegio publico margaret thatcher,,Ensenyanzas: segundo ciclo de educacion infantil - primaria,0,Http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410vgnvcm100000171f5a0arcrd&vgnextoid=8c8b39efd6cef310vgnvcm1000000b205a0arcrd,Madrid,https://wikidata.org/entity/Q2807,Community of Madrid,https://wikidata.org/entity/Q5756,28042,Timon,https://wikidata.org/entity/Q10382570,Barajas,https://wikidata.org/entity/Q807230,449945,4480145,913 056 086,913 055 404,Cp.margaretthatcher.madrid@educa.madrid.org,Ayuntamiento,Lunes-viernes partida,9:00-14:00,Actividades extraescolares,,III,2,No (tecnico dice si pero no garantizable),No (tecnico dice si),,No,No,Porterias,No,"2149,47966",,Parque urbano de barajas (300m),Instalacion deportiva basica (500m),,"105, 151",,,,,Glorieta playa de san lorenzo 4
