id,type,name,address,trimmed_address,address_street_wikidata,latitude,longitude,detail,zip_code,city,same_as_city_wikidata,district,district_trimmed,same_as_district_wikidata,subdistrict,subdistrict_trimmed,same_as_subdistrict_wikidata,tax_code,register_date,register_date_alt_format,phone,email,website,trimmed_website,category,geographical_scope,num_affiliates,asoc_affiliated,belongs_to_id1,belongs_to_id2,belongs_to_id3,belongs_to_id4
f9fe83f1ea3dd2108188fb7bf8aa5b3c,Association,Ampa Afa Ceip Lope De Vega De Madrid,"Calle Inglaterra, 8",calle_inglaterra_8,,40.3945193,-3.72326,,28019,Madrid,http://wikidata.org/entity/Q2807,Carabanchel,carabanchel,http://wikidata.org/entity/Q1001991,San Isidro,san_isidro,http://wikidata.org/entity/Q3813733,G81701831,2021-06-28T00:00:00Z,2021-06-28,647230219,info@ampalopedevega.es,,,De Madres Y Padres Del Alumnado,Comunidad De Madrid,184,,,,,
ec36e2ba64f11c9e910e0353e0836d81,Association,Asociacion Ey!studio,"Calle Belmonte De Tajo, 19",calle_belmonte_de_tajo_19_piso_2._puerta_2,,40.3930518,-3.719413399999999,Piso 2º. Puerta 2,28019,Madrid,http://wikidata.org/entity/Q2807,Carabanchel,carabanchel,http://wikidata.org/entity/Q1001991,Opañel,opañel,http://wikidata.org/entity/Q3813756,G01670983,2021-06-28T00:00:00Z,2021-06-28,633720425,eystudioinfo@gmail.com,http://www.eystudio.es,eystudio.es,Culturales Y Casas Regionales,Comunidad De Madrid,3,,,,,
29e1c59be16c852670e3be302e8c303b,Association,Asociacion De Vecinos Por Mendez Alvaro/arganzuela (por Mendez Alvaro),"Calle Mendez Alvaro, 64",calle_mendez_alvaro_64_portal_a._3_-_c,http://wikidata.org/entity/Q5553104,40.3960641,-3.6811056,Portal A. 3º - C,28045,Madrid,http://wikidata.org/entity/Q2807,Arganzuela,arganzuela,http://wikidata.org/entity/Q2000929,Delicias,delicias,http://wikidata.org/entity/Q3773736,G01610815,2021-06-28T00:00:00Z,2021-06-28,619477703,pormendezalvaro@gmail.com,,,Vecinales,Comunidad De Madrid,114,,,,,
3fa146219c48a4393aace23e8f353125,Association,Asociacion Yatay,"Plaza Jose Moreno Villa, 2",plaza_jose_moreno_villa_2_3_planta,http://wikidata.org/entity/Q29791088,40.4243663,-3.7131683,3ª Planta,28008,Madrid,http://wikidata.org/entity/Q2807,Moncloa-Aravaca,moncloa-aravaca,http://wikidata.org/entity/Q2017682,Arguelles,arguelles,http://wikidata.org/entity/Q64874,G88407432,2021-06-28T00:00:00Z,2021-06-28,644171871,info@yatay.es,,,Juveniles,Estatal,12,,,,,
e5afb0f2dbc6d39b312d7406054cb4c6,Association,Asociacion Vecinos Avanza Vallecas,"Calle Guadaira, 3",calle_guadaira_3_1_a,,40.3868512,-3.650259699999999,1º A,28018,Madrid,http://wikidata.org/entity/Q2807,Puente De Vallecas,puente de vallecas,http://wikidata.org/entity/Q2003054,Portazgo,portazgo,http://wikidata.org/entity/Q18005921,G02810778,2021-06-25T00:00:00Z,2021-06-25,630810003,mar.blan@hotmail.com,,,Vecinales,Comunidad De Madrid,5,,,,,
74c407e263578d03d02c1123aa730b52,Association,Ellas Vuelan Alto,"Avenida Doctor Garcia Tapia, 161",avenida_doctor_garcia_tapia_161_portal_e._4-a,http://wikidata.org/entity/Q28935864,40.4072054,-3.628053,Portal E. 4º-a,28030,Madrid,http://wikidata.org/entity/Q2807,Moratalaz,moratalaz,http://wikidata.org/entity/Q2076109,Horcajo,horcajo,http://wikidata.org/entity/Q10293641,G88031257,2021-06-25T00:00:00Z,2021-06-25,690677360,tesoreria@ellasvuelanalto.com,http://www.ellasvuelanalto.com,ellasvuelanalto.com,De Mujeres,Estatal,155,,,,,
394868456436dbe743e4380554c0493a,Association,Asociacion Jovenes Por El Progreso,"Calle Rozas De Puerto Real, 9",calle_rozas_de_puerto_real_9_portal_b._5-d,,40.3757909,-3.627124,Portal B. 5º-d,28031,Madrid,http://wikidata.org/entity/Q2807,Villa Vallecas,villa vallecas,http://wikidata.org/entity/Q1947988,Ensanche De Vallecas,ensanche_de_vallecas,http://wikidata.org/entity/Q3847485,G87123287,2021-06-25T00:00:00Z,2021-06-25,610549302,asociacionjovenesporelprogreso@gmail.com,,,Para La Cooperación Al Desarrollo,Estatal,4,,,,,
13e36f06c66134ad65f532e90d898545,Association,Avancemos Nuevo Rumbo,"Calle Peñas Largas, 10",calle_peñas_largas_10_bajo,,40.37361750000001,-3.6214662,Bajo,28031,Madrid,http://wikidata.org/entity/Q2807,Villa Vallecas,villa vallecas,http://wikidata.org/entity/Q1947988,Casco H.Vallecas,casco_h_vallecas,http://wikidata.org/entity/Q16544370,G87818183,2021-05-28T00:00:00Z,2021-05-28,655277060,e.alon.almazan@gmail.com,,,Otras De Acción Social,Estatal,400,,,,,
f8f122d50eba11c3af5607575b277bc6,Association,Club Deportivo Elemental Raquetas Villa De Vallecas,"Calle Canoa, 20",calle_canoa_20_3_a,,40.453972,-3.5915719,3º A,28042,Madrid,http://wikidata.org/entity/Q2807,Barajas,barajas,http://wikidata.org/entity/Q807230,Alameda De Osuna,alameda_de_osuna,http://wikidata.org/entity/Q760737,G88350178,2021-05-28T00:00:00Z,2021-05-28,645962233,juanjogomezdelgado@gmail.com,,,Deportivas,Comunidad De Madrid,100,,,,,
c56a022b15250525f8b9bdfc41a13152,Association,Asociacion Aficionarts,"Calle Fuentes, 9",calle_fuentes_9,http://wikidata.org/entity/Q28533506,40.4172886,-3.708866499999999,,28013,Madrid,http://wikidata.org/entity/Q2807,Centro,centro,http://wikidata.org/entity/Q1763376,Palacio,palacio,http://wikidata.org/entity/Q2136510,G86802550,2021-05-28T00:00:00Z,2021-05-28,673090140,asier@aficionarts.com,http://www.aficionarts.com,aficionarts.com,Culturales Y Casas Regionales,Estatal,14,,,,,
679d8bbd776e0bbf3b044306c5be94ae,Association,Club Deportivo Elemental Aula C.F,"Calle Albacete, 2",calle_albacete_2_3_d,,40.4411818,-3.6566053,3º D,28027,Madrid,http://wikidata.org/entity/Q2807,Ciudad Lineal,ciudad lineal,http://wikidata.org/entity/Q1763694,San Pascual,sanpascual,http://wikidata.org/entity/Q165612,G87165270,2021-05-28T00:00:00Z,2021-05-28,628148297,aulacf@hotmail.com,,,Deportivas,Comunidad De Madrid,400,,,,,
79f69230354b71206fb723c571cce58b,Association,Asociacion Coro Amabile,"Calle Ponteareas, 13",calle_ponteareas_13_portal_b._planta_baja._local,,40.4434401,-3.6697131,Portal B. Planta Baja. Local,28002,Madrid,http://wikidata.org/entity/Q2807,Chamartin,chamartin,http://wikidata.org/entity/Q1766348,Prosperidad,prosperidad,http://wikidata.org/entity/Q4776,G01683572,2021-05-28T00:00:00Z,2021-05-28,630058565,coroamabile@gmail.com,,,De Derechos Humanos,Comunidad De Madrid,18,,,,,
d2dc6368837861b42020ee72b0896182,Association,Club Deportivo Elemental Sea Turtle Dive,"Calle Garrovillas, 3",calle_garrovillas_3,,40.3806086,-3.779192399999999,,28044,Madrid,http://wikidata.org/entity/Q2807,Latina,latina,http://wikidata.org/entity/Q794954,Las Aguilas,las_aguilas,http://wikidata.org/entity/Q5971372,G05457957,2021-05-25T00:00:00Z,2021-05-25,638038877,cdeseaturtledive@gmail.com,http://www.seaturtledive.com,seaturtledive.com,Deportivas,Comunidad De Madrid,8,,,,,
4fc28b7093b135c21c7183ac07e928a6,Association,Club Deportivo Elemental Aguaverde,"Calle Aldea Del Fresno, 5",calle_aldea_del_fresno_5_3_a,,40.3959571,-3.6969742,3º A,28045,Madrid,http://wikidata.org/entity/Q2807,Arganzuela,arganzuela,http://wikidata.org/entity/Q2000929,Chopera,chopera,http://wikidata.org/entity/Q3773750,G84133206,2021-05-25T00:00:00Z,2021-05-25,696923004,triatlonaguaverde@gmail.com,http://www.aguaverde.org,aguaverde.org,Deportivas,Comunidad De Madrid,75,,,,,
1340ccf24722f02bbc81b3822ce23d4c,Association,Centro De Ayuda Cristiano,"Calle Elfo, 158",calle_elfo_158,http://wikidata.org/entity/Q29908532,40.4376277,-3.6415927,,28027,Madrid,http://wikidata.org/entity/Q2807,Ciudad Lineal,ciudad lineal,http://wikidata.org/entity/Q1763694,Quintana,quintana,http://wikidata.org/entity/Q71810,G88154612,2021-05-26T00:00:00Z,2021-05-26,663081121,susana@centrodeayudaesp.es,http://www.centrodeayudaesp.es,centrodeayudaesp.es,Otras De Acción Social,Estatal,28,,,,,
97f081d3b1b352e9d1aaa2225dd6bb16,Association,Asociacion Cultural Atelier Solar,"Calle Arturo Soria, 39",calle_arturo_soria_39_portal_d._planta_sotano,http://wikidata.org/entity/Q8255504,40.4429651,-3.6423201,Portal D. Planta Sotano,28027,Madrid,http://wikidata.org/entity/Q2807,Ciudad Lineal,ciudad lineal,http://wikidata.org/entity/Q1763694,Concepcion,concepcion,http://wikidata.org/entity/Q11915156,G87755021,2021-05-24T00:00:00Z,2021-05-24,667054485,hola@ateliersolar.org,http://www.ateliersolar.org,ateliersolar.org,Culturales Y Casas Regionales,Comunidad De Madrid,3,,,,,
9b8f0779badbad3b46d6718ee95a68ff,Association,Club Deportivo Elemental Tenis Madrid,"Calle Principe De Vergara, 259",calle_principe_de_vergara_259,http://wikidata.org/entity/Q5741020,40.4564235,-3.6773799,,28016,Madrid,http://wikidata.org/entity/Q2807,Chamartin,chamartin,http://wikidata.org/entity/Q1766348,Hispanoamerica,hispanoamerica,http://wikidata.org/entity/Q3814573,G88631510,2021-04-28T00:00:00Z,2021-04-28,660172800,clubdetenismadrid@gmail.com,,,Deportivas,Comunidad De Madrid,51,,,,,
d6525aa8638c1d8d4da535fbb1a5fc80,Association,Asociacion Manos Vivas - Amv,"Plaza Corcubion, 8",plaza_corcubion_8_1_-_3,,40.4766473,-3.7078765,1º - 3,28029,Madrid,http://wikidata.org/entity/Q2807,Fuencarral-El Pardo,fuencarral-el pardo,http://wikidata.org/entity/Q656196,El Pilar,el_pilar,http://wikidata.org/entity/Q3773964,G42914929,2021-04-27T00:00:00Z,2021-04-27,627770448,asociacionmanosvivas@gmail.com,http://www.asociacionmanosvivas.org,asociacionmanosvivas.org,Infantiles,Estatal,5,,,,,
5fc7c9bd1fcb12799f02da8adfa4954f,Association,Activat En Derechos Humanos,"Avenida Albufera, 30",avenida_albufera_30_2_a,http://wikidata.org/entity/Q5714221,40.3971071,-3.6671787,2º A,28038,Madrid,http://wikidata.org/entity/Q2807,Puente De Vallecas,puente de vallecas,http://wikidata.org/entity/Q2003054,San Diego,san_diego,http://wikidata.org/entity/Q11946851,G01884014,2021-04-27T00:00:00Z,2021-04-27,910279881,activatenddhh@gmail.com,http://www.activatabogados.com,activatabogados.com,De Derechos Humanos,Estatal,26,,,,,
859b00aec8885efc83d1541b52a1220d,Association,Club Juventud Vallekas,"Calle Milmarcos, 8",calle_milmarcos_8_2_a,,40.3754752,-3.619556499999999,2º A,28031,Madrid,http://wikidata.org/entity/Q2807,Villa Vallecas,villa vallecas,http://wikidata.org/entity/Q1947988,Casco H.Vallecas,casco_h_vallecas,http://wikidata.org/entity/Q16544370,G04951208,2021-04-27T00:00:00Z,2021-04-27,644464971,juventudvallekas@gmail.com,http://www.juventudvallekas.com,juventudvallekas.com,Deportivas,Comunidad De Madrid,502,,,,,
49cbb75927723efba3b4c108ed4a12f3,Association,Asociacion Cultural Poetry Slam Madrid,"Calle San Andres, 22",calle_san_andres_22_piso_2._puerta_7,http://wikidata.org/entity/Q27166315,40.4271659,-3.7033164,Piso 2º. Puerta 7,28004,Madrid,http://wikidata.org/entity/Q2807,Centro,centro,http://wikidata.org/entity/Q1763376,Universidad,universidad,http://wikidata.org/entity/Q10387767,G86152329,2021-04-23T00:00:00Z,2021-04-23,654072939,poetryslammadrid@gmail.com,,,Culturales Y Casas Regionales,Estatal,8,,,,,
39539f630a3b94d3ed61ea9d04c9bb05,Association,Aguirre Escuela De Deporte,"Calle Alcalde Sainz De Baranda, 107",calle_alcalde_sainz_de_baranda_107_escalera_3._5_a,http://wikidata.org/entity/Q28070977,40.4183183,-3.6662111,Escalera 3. 5º A,28007,Madrid,http://wikidata.org/entity/Q2807,Retiro,retiro,http://wikidata.org/entity/Q2002296,Estrella,estrella,http://wikidata.org/entity/Q3773738,G87758892,2021-04-22T00:00:00Z,2021-04-22,609675784,aguirre.escuela.deldeporte@gmail.com,http://www.clubaguirre.es,clubaguirre.es,Deportivas,Comunidad De Madrid,31,,,,,
b85d65c39e12a5515c19fd72b6f48199,Association,Asociacion Cultural Kulture Market,"Calle Somontin, 69",calle_somontin_69_6-b,,40.4784268,-3.6590677,6º-b,28033,Madrid,http://wikidata.org/entity/Q2807,Hortaleza,hortaleza,http://wikidata.org/entity/Q1928529,Apostol Santiago,apostol_santiago,http://wikidata.org/entity/Q11906303,G02917474,2021-04-22T00:00:00Z,2021-04-22,625109364,kulturemarket@yahoo.com,,,Culturales Y Casas Regionales,Comunidad De Madrid,34,,,,,
27b587bbe83aecf9a98c8fe6ab48cacc,Association,Xxx,"Calle Estocolmo, 1",calle_estocolmo_1,http://wikidata.org/entity/Q28972118,40.4245693,-3.600160499999999,,28022,Madrid,http://wikidata.org/entity/Q2807,San Blas-Canillejas,san blas-canillejas,http://wikidata.org/entity/Q2001937,Rosas,rosas,http://wikidata.org/entity/Q18880469,14307604V,2021-04-14T00:00:00Z,2021-04-14,,,,,Culturales Y Casas Regionales,Barrio,,,,,,
1bf50aaf147b3b0ddd26a820d2ed394d,Association,Asociacion Edai Construyendo Bienestar,"Calle Sanchez Barcaiztegui, 23",calle_sanchez_barcaiztegui_23,http://wikidata.org/entity/Q29578550,40.4043861,-3.6744844,,28007,Madrid,http://wikidata.org/entity/Q2807,Retiro,retiro,http://wikidata.org/entity/Q2002296,Pacifico,pacifico,http://wikidata.org/entity/Q3773753,G88619796,2021-07-04T00:00:00Z,2021-07-04,616293573,edai@edai.es,,,De Personas Con Discapacidad,Estatal,4,,,,,
1be883eec3231f9fe43c35bd1b4b3bb5,Association,Club Deportivo Fuencarral,"Calle Afueras A Valverde, 35",calle_afueras_a_valverde_35_1_d,,40.4972567,-3.6904742,1º D,28034,Madrid,http://wikidata.org/entity/Q2807,Fuencarral-El Pardo,fuencarral-el pardo,http://wikidata.org/entity/Q656196,Valverde,valverde,http://wikidata.org/entity/Q31132,G28836567,2021-03-30T00:00:00Z,2021-03-30,629294106,gmzscz@gmail.com,,,Deportivas,Barrio,120,,,,,
e593c562359c3c2e42a22b808d3383e7,Association,Aeropuerto Participa,"Calle Garganchon, 111",calle_garganchon_111_portal_1._planta_1._puerta_b,,40.4509462,-3.584392,Portal 1. Planta 1ª. Puerta B,28042,Madrid,http://wikidata.org/entity/Q2807,Barajas,barajas,http://wikidata.org/entity/Q807230,Aeropuerto,aeropuerto,http://wikidata.org/entity/Q9586697,G01727825,2021-02-16T00:00:00Z,2021-02-16,644011435,info@aeropuertoparticipa.es,http://www.aeropuertoparticipa.es,aeropuertoparticipa.es,Vecinales,Municipio,8,,,,,
63154d5661f774fb7d2d11701d466aa2,Association,C D A V Santa Ana,"Calle Hospitalet De Llobregat, S/N",calle_hospitalet_de_llobregat_s/n,,40.4948249,-3.6945305,,28034,Madrid,http://wikidata.org/entity/Q2807,Fuencarral-El Pardo,fuencarral-el pardo,http://wikidata.org/entity/Q656196,Valverde,valverde,http://wikidata.org/entity/Q31132,G80460371,2021-02-16T00:00:00Z,2021-02-16,917350851,davsantaana@hotmail.es,,,Deportivas,Comunidad De Madrid,97,,,,,
c09f9caf5e08836d4673ccdd69bb041e,Association,Asociacion Cultural El Rastro Punto Es. De Madrid,"Calle Ruda, 11",calle_ruda_11_escalera_exterior._piso_3._puerta_dcha.,http://wikidata.org/entity/Q60721135,40.4103875,-3.7080241,Escalera Exterior. Piso 3º. Puerta Dcha.,28005,Madrid,http://wikidata.org/entity/Q2807,Centro,centro,http://wikidata.org/entity/Q1763376,Embajadores,embajadores,http://wikidata.org/entity/Q2449844,G82854464,2021-02-16T00:00:00Z,2021-02-16,637502129,elrastropuntoes@gmail.com,,,Comerciantes.Empresarios.Profesionales Y Autónomos,Comunidad De Madrid,610,,,,,
9d949c3d8baa0f9df6f22c4661946a61,Association,Nacion Humana Universal,"Calle Antonio Grilo, 3",calle_antonio_grilo_3_4__c,http://wikidata.org/entity/Q105104614,40.4234328,-3.7079649,4º  C,28015,Madrid,http://wikidata.org/entity/Q2807,Centro,centro,http://wikidata.org/entity/Q1763376,Universidad,universidad,http://wikidata.org/entity/Q10387767,G84439769,2021-02-16T00:00:00Z,2021-02-16,636877952,nhu.latina@gmail.com,,,De Derechos Humanos,Estatal,29,,,,,
1517c8664be296f0d87d9e5fc54fdd60,Association,Asociacion Española Para El Sindrome De Rubinstein Taybi - Aesrt,"Avenida Alfonso XIII, 75",avenida_alfonso_xiii_75_puerta_4,http://wikidata.org/entity/Q29397736,40.45494559999999,-3.6671176,Puerta 4,28016,Madrid,http://wikidata.org/entity/Q2807,Chamartin,chamartin,http://wikidata.org/entity/Q1766348,Hispanoamerica,hispanoamerica,http://wikidata.org/entity/Q3814573,G86366432,2021-11-02T00:00:00Z,2021-11-02,691369039,info@rubinsteintaybi.es,http://www.rubinsteintaybi.es,rubinsteintaybi.es,De Personas Con Discapacidad,Estatal,240,,,,,
4fc848051e4459b8a6afeb210c3664ec,Association,Asociacion Cultural Dale Que Dale,"Calle Alonso Cano, 34",calle_alonso_cano_34_3_d,http://wikidata.org/entity/Q27314531,40.4402936,-3.6974746,3º D,28003,Madrid,http://wikidata.org/entity/Q2807,Chamberi,chamberi,http://wikidata.org/entity/Q1763370,Rios Rosas,rios_rosas,http://wikidata.org/entity/Q10366270,G86321304,2021-11-02T00:00:00Z,2021-11-02,610355939,dalequedaleteatro@gmail.com,,,Culturales Y Casas Regionales,Estatal,3,,,,,
37db6bb5f1db992df92a919d20757eec,Association,Asociacion Cultural La Compañia Del Krisol,"Calle San Faustino, 23",calle_san_faustino_23,,40.44511079999999,-3.6087409,,28022,Madrid,http://wikidata.org/entity/Q2807,San Blas-Canillejas,san blas-canillejas,http://wikidata.org/entity/Q2001937,Canillejas,canillejas,http://wikidata.org/entity/Q663013,G82232646,2021-11-02T00:00:00Z,2021-11-02,637704514,aclacompaniadelkrisol@gmail.com,,,Culturales Y Casas Regionales,Estatal,97,,,,,
b957d47523c4e92a822cc38703a3bcc3,Association,Asociacion Redmadre Madrid,"Calle General Ramirez De Madrid, 29",calle_general_ramirez_de_madrid_29_planta_baja,http://wikidata.org/entity/Q28966677,40.4576182,-3.697148,Planta Baja,28020,Madrid,http://wikidata.org/entity/Q2807,Tetuan,tetuan,http://wikidata.org/entity/Q1773540,Castillejos,castillejos,http://wikidata.org/entity/Q11913212,G86739588,2021-11-02T00:00:00Z,2021-11-02,639009848,recursosmadrid@redmadre.es,http://www.redmadre.es/madrid,redmadre.esmadrid,De Mujeres,Comunidad De Madrid,7,,,,,
5c8e07660e3000f141dda8b83107ed6e,Association,Asociacion Para La Defensa De Las Competencias Municipales (adecom),"Calle Hierbabuena, 3",calle_hierbabuena_3_1_-_r,,40.4595117,-3.7024209,1º - R,28039,Madrid,http://wikidata.org/entity/Q2807,Tetuan,tetuan,http://wikidata.org/entity/Q1773540,Berruguete,berruguete,http://wikidata.org/entity/Q11909208,G02638633,2021-11-02T00:00:00Z,2021-11-02,639608038,asociacionadecom@outlook.es,,,Vecinales,Comunidad De Madrid,6,,,,,
e8d66338fab3727e34a9179ed8804f64,Association,Club Deportivo Elemental Hockey Pingüinos De Madrid Centro,"Calle Valle Del Silencio, 30",calle_valle_del_silencio_30_bajo._puerta_w,,40.4689798,-3.7147543,Bajo. Puerta W,28039,Madrid,http://wikidata.org/entity/Q2807,Moncloa-Aravaca,moncloa-aravaca,http://wikidata.org/entity/Q2017682,Valdezarza,valdezarza,http://wikidata.org/entity/Q10388728,G02854800,2021-11-02T00:00:00Z,2021-11-02,676288478,chpinguinosmadrid@gmail.com,,,Deportivas,Comunidad De Madrid,187,,,,,
fb0650ff38f84d526883336ff5119dc0,Association,Solidaridad Internacional Para El Desarrollo - Solides,"Calle Arevalo, 20",calle_arevalo_20_3_c,,40.3890796,-3.7439652,3º C,28025,Madrid,http://wikidata.org/entity/Q2807,Carabanchel,carabanchel,http://wikidata.org/entity/Q1001991,Vista Alegre,vista_alegre,http://wikidata.org/entity/Q3813741,G87043444,2021-11-02T00:00:00Z,2021-11-02,649578757,infosolides@gmail.com,http://www.solidesweb.com,solidesweb.com,De Inmigrantes,Estatal,9,,,,,
cbfe5681369338a48e2d1b63998099d6,Association,Asociacion De Vecinos Chamartin Habla,"Calle Victor Andres Belaunde, 52",calle_victor_andres_belaunde_52_bajo._puerta_centro,http://wikidata.org/entity/Q56550561,40.4577508,-3.6800918,Bajo. Puerta Centro,28016,Madrid,http://wikidata.org/entity/Q2807,Chamartin,chamartin,http://wikidata.org/entity/Q1766348,Hispanoamerica,hispanoamerica,http://wikidata.org/entity/Q3814573,G88307798,2021-10-02T00:00:00Z,2021-10-02,679290027,enrique_ort.go@hotmail.com,,,Vecinales,Comunidad De Madrid,17,,,,,
86098ef82c97fa789a47a8d2e8800794,Association,Asociacion Para La Incontinencia Anal (asia),"Calle General Palanca, 12",calle_general_palanca_12,,40.3992911,-3.6990551,,28045,Madrid,http://wikidata.org/entity/Q2807,Arganzuela,arganzuela,http://wikidata.org/entity/Q2000929,Chopera,chopera,http://wikidata.org/entity/Q3773750,G66054909,2021-10-02T00:00:00Z,2021-10-02,692183394,info@asiasuport.org,http://www.asiasuport.org/es,asiasuport.orges,De Salud Y Apoyo Mutuo,Estatal,284,,,,,
97250eb3250c1fa40a321076d5be217d,Association,Asistencia Pedagogica Orientacion Y Apoyo Al Retorno Apoyar,"Calle Montera, 34",calle_montera_34_5_6,http://wikidata.org/entity/Q5740928,40.4191302,-3.7018546,5º 6,28013,Madrid,http://wikidata.org/entity/Q2807,Centro,centro,http://wikidata.org/entity/Q1763376,Sol,sol,http://wikidata.org/entity/Q2465181,G28711232,2021-08-02T00:00:00Z,2021-08-02,608722308,apoyarmadrid@hotmail.com,http://www.apoyarmadrid.org,apoyarmadrid.org,Otras De Acción Social,Estatal,3132,,,,,
9649dec6196d730c5e024f204477d8d1,Association,Asociacion De Colegios Mayores De Madrid,"Calle Rector Royo-villanova, 6",calle_rector_royo-villanova_6,http://wikidata.org/entity/Q53998154,40.45078030000001,-3.71626,,28040,Madrid,http://wikidata.org/entity/Q2807,Moncloa-Aravaca,moncloa-aravaca,http://wikidata.org/entity/Q2017682,Ciudad Universitaria,ciudad_universitaria,http://wikidata.org/entity/Q3319235,G82213489,2021-08-02T00:00:00Z,2021-08-02,606785294,director@cmalcala.es,,,Deportivas,Comunidad De Madrid,39,,,,,
311abb492a69fe7da41be858fdd2aae8,Association,Club Deportivo Elemental Los Broncos,"Calle Lucas Mallada, 4",calle_lucas_mallada_4_5_b,,40.42991749999999,-3.6144251,5º B,28037,Madrid,http://wikidata.org/entity/Q2807,San Blas-Canillejas,san blas-canillejas,http://wikidata.org/entity/Q2001937,Hellin,hellin,http://wikidata.org/entity/Q10294546,G88616701,2021-08-02T00:00:00Z,2021-08-02,602184651,losbroncos3030@gmail.com,,,Deportivas,Comunidad De Madrid,30,,,,,
8dcf2420e78a64333a59674678fb283b,Association,Club Deportivo Basico Piragua Madrid,"Carretera El Pardo, 2",carretera_el_pardo_2,,40.4903139,-3.7548862,,28035,Madrid,http://wikidata.org/entity/Q2807,Moncloa-Aravaca,moncloa-aravaca,http://wikidata.org/entity/Q2017682,Ciudad Universitaria,ciudad_universitaria,http://wikidata.org/entity/Q3319235,G84701564,2021-04-02T00:00:00Z,2021-04-02,628659012,fmp@piraguamadrid.com,http://www.cdbpiraguamadrid.es/,cdbpiraguamadrid.es,Deportivas,Comunidad De Madrid,1118,,,,,
51f3eb940fd73a19119534c063967bff,Association,Madrid Aloja (asociacion De Particulares. Pequeños Propietarios Y Gestores De Viviendas De Alquiler,"Calle Montesa, 43",calle_montesa_43_6_c,http://wikidata.org/entity/Q28070795,40.4307575,-3.6722668,6º C,28006,Madrid,http://wikidata.org/entity/Q2807,Salamanca,salamanca,http://wikidata.org/entity/Q1773521,Lista,lista,http://wikidata.org/entity/Q4779,B87080446,2021-01-02T00:00:00Z,2021-01-02,609559045,madridaloja@gmail.com,http://www.madridaloja.org,madridaloja.org,Vecinales,Municipio,362,,,,,
df42e2244c97a0d80d565ae8176d3351,Association,Asociacion In Genero (interculturalidad Y Genero),"Calle Meson De Paredes, 83",calle_meson_de_paredes_83_1_dcha,http://wikidata.org/entity/Q5686332,40.4060703,-3.7009578,1º Dcha,28012,Madrid,http://wikidata.org/entity/Q2807,Centro,centro,http://wikidata.org/entity/Q1763376,Embajadores,embajadores,http://wikidata.org/entity/Q2449844,G13426671,2021-01-02T00:00:00Z,2021-01-02,722654794,intergenero@hotmail.com,,,De Mujeres,Comunidad De Madrid,451,,,,,
a1c5aff9679455a233086e26b72b9a06,Association,Asociacion Socio Cultural Despensa Solidaria De Los Carmenes,"Calle Escalonilla, 19",calle_escalonilla_19,,40.3961025,-3.7414064,,28047,Madrid,http://wikidata.org/entity/Q2807,Latina,latina,http://wikidata.org/entity/Q794954,Aluche,aluche,http://wikidata.org/entity/Q31140,G02766475,2021-01-29T00:00:00Z,2021-01-29,645474224,despensasolidarialoscarmenes@gmail.com,http://dsloscarmenes.org,dsloscarmenes.org,De Salud Y Apoyo Mutuo,Comunidad De Madrid,5,,,,,
0dd1bc593a91620daecf7723d2235624,Association,El Bancal De Chamberi,"Calle Raimundo Fernandez Villaverde, 57",calle_raimundo_fernandez_villaverde_57_piso_5._puerta_izquierda,http://wikidata.org/entity/Q26741180,40.4474188,-3.6961302,Piso 5º. Puerta Izquierda,28003,Madrid,http://wikidata.org/entity/Q2807,Tetuan,tetuan,http://wikidata.org/entity/Q1773540,Cuatro Caminos,cuatro_caminos,http://wikidata.org/entity/Q5824684,G88645080,2021-01-02T00:00:00Z,2021-01-02,686810852,hola@elbancaldechamberi.org,http://www.elbancaldechamberi.org,elbancaldechamberi.org,Vecinales,Estatal,14,,,,,
d9fc5b73a8d78fad3d6dffe419384e70,Association,Asociacion De Padres De Alumnos Colegio Maria Inmaculada Hermanas De La Caridad,"Paseo General Martinez Campos, 18",paseo_general_martinez_campos_18,http://wikidata.org/entity/Q26792155,40.43455400000001,-3.695922,,28010,Madrid,http://wikidata.org/entity/Q2807,Chamberi,chamberi,http://wikidata.org/entity/Q1763370,Almagro,almagro,http://wikidata.org/entity/Q10954432,G78055787,1989-05-19T00:00:00Z,1989-05-19,914466119,miampa@minmaculada.org,http://www.minmaculada.org,minmaculada.org,De Madres Y Padres Del Alumnado,Barrio,440,,c0f168ce8900fa56e57789e2a2f2c9d0,,,
cc58f7abf0b0cf2d5ac95ab60e4f14e9,Association,Club Agrupacion Deportiva El Pardo,"Camino Carretera De El Pardo A Colmenar Viejo, 11",camino_carretera_de_el_pardo_a_colmenar_viejo_11,,40.5218527,-3.7106582,,28049,Madrid,http://wikidata.org/entity/Q2807,Fuencarral-El Pardo,fuencarral-el pardo,http://wikidata.org/entity/Q656196,El Goloso,el_goloso,http://wikidata.org/entity/Q10271137,G78353448,2021-01-02T00:00:00Z,2021-01-02,651811148,oficial.adelpardo@gmail.com,,,Deportivas,Comunidad De Madrid,761,,,,,
