PK;TIPO-CENTRO;CENTRO-DIA;HORARIO;EQUIPAMIENTO;METRO;BUS;DESCRIPCION;ACCESIBILIDAD;CONTENT-URL;DIRECCION;COD-BARRIO;BARRIO;COD-DISTRITO;DISTRITO;COORDENADA-X;COORDENADA-Y;LATITUD;LONGITUD;TELEFONO;TIPO
116780;Centro de Día Municipal ;El_Pardo_Físico;De 8:15 a 18 horas de Lunes a Viernes.;Atención sociosanitaria preventiva y rehabilitadora. Apoyo a la familia. Aseo y cuidado personal. Transporte adaptado. Alimentación y nutrición.;;601;Documentación a aportar:   - Solicitud en impreso específico. - Informe médico donde se indique el diagnóstico o enfermedad. - Certificación de pensiones expedida por el servicio competente (seguridad social, ministerio de hacienda, etc) sobre el percibo de pensiones. - Fotocopia de la última declaración de la renta, o certificación negativa de la agencia tributaria, tanto del solicitante como del cónyuge o pareja de hecho, en su caso.  Información complementaria:  - Presentación de la solicitud en el centro de servicios sociales correspondiente al distrito municipal donde esté empadronado o resida el solicitante. - Valoración y propuesta por parte del trabajador social municipal. - Alta del servicio: Una vez valorada la idoneidad de la prestación del servicio por los técnicos municipales, la ocupación de la plaza vendrá determinada por la disponibilidad de plazas vacantes.;SI;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=eb590a47f441f010VgnVCM2000000c205a0aRCRD;CALLE GENERAL URRUTIA, 1, 28048 MADRID;1;EL_PARDO;8;FUENCARRAL-EL_PARDO;434488;4485430;40.51512789839167;-3.7746186974995117;916 313 737;/contenido/entidadesYorganismos/CentrosAtencionSocialMayores/CentrosDiaMayores
11772;Centro de Día Municipal ;Entrevías;De 8:15 a 18 horas de Lunes a Viernes.;Atención sociosanitaria preventiva y rehabilitadora. Apoyo a la familia. Aseo y cuidado personal. Transporte adaptado. Alimentación y nutrición.;;102, 103;Documentación a aportar:   - Solicitud en impreso específico. - Informe médico donde se indique el diagnóstico o enfermedad. - Certificación de pensiones expedida por el servicio competente (seguridad social, ministerio de hacienda, etc) sobre el percibo de pensiones. - Fotocopia de la última declaración de la renta, o certificación negativa de la agencia tributaria, tanto del solicitante como del cónyuge o pareja de hecho, en su caso.  Información complementaria:  - Presentación de la solicitud en el centro de servicios sociales correspondiente al distrito municipal donde esté empadronado o resida el solicitante. - Valoración y propuesta por parte del trabajador social municipal. - Alta del servicio: Una vez valorada la idoneidad de la prestación del servicio por los técnicos municipales, la ocupación de la plaza vendrá determinada por la disponibilidad de plazas vacantes.;SI;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=e047d4985261c010VgnVCM1000000b205a0aRCRD;CALLE YUSTE, 8, 28053 MADRID;1;ENTREVIAS;13;PUENTE_DE_VALLECAS;443185;4469752;40.37641666740886;-3.6692821142332264;914 938 174;/contenido/entidadesYorganismos/CentrosAtencionSocialMayores/CentrosDiaMayores
10911850;Centro de Día Municipal ;Esfinge_Cognitivo;De 8:15 a 18 horas de Lunes a Viernes.;Atención sociosanitaria preventiva y rehabilitadora. Apoyo a la familia. Aseo y cuidado personal. Transporte adaptado. Alimentación y nutrición.; L5 (Canillejas);28, 48;Documentación a aportar:   - Solicitud en impreso específico. - Informe médico donde se indique el diagnóstico o enfermedad. - Certificación de pensiones expedida por el servicio competente (seguridad social, ministerio de hacienda, etc) sobre el percibo de pensiones. - Fotocopia de la última declaración de la renta, o certificación negativa de la agencia tributaria, tanto del solicitante como del cónyuge o pareja de hecho, en su caso.  Información complementaria:  - Presentación de la solicitud en el centro de servicios sociales correspondiente al distrito municipal donde esté empadronado o resida el solicitante. - Valoración y propuesta por parte del trabajador social municipal. - Alta del servicio: Una vez valorada la idoneidad de la prestación del servicio por los técnicos municipales, la ocupación de la plaza vendrá determinada por la disponibilidad de plazas vacantes.;SI;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=48e54b052b679610VgnVCM1000001d4a900aRCRD;CALLE ESFINGE, 35, 28022 MADRID;7;CANILLEJAS;20;SAN_BLAS-CANILLEJAS;448196;4477390;40.445551214890436;-3.6108894098812616;917 547 732;/contenido/entidadesYorganismos/CentrosAtencionSocialMayores/CentrosDiaMayores
4567892;Centro de Día Municipal ;Esfinge_Físico;De 8:15 a 18 horas de Lunes a Viernes.;Atención sociosanitaria preventiva y rehabilitadora. Apoyo a la familia. Aseo y cuidado personal. Transporte adaptado. Alimentación y nutrición.; L5 (Canillejas);28, 48;Documentación a aportar:   - Solicitud en impreso específico. - Informe médico donde se indique el diagnóstico o enfermedad. - Certificación de pensiones expedida por el servicio competente (seguridad social, ministerio de hacienda, etc) sobre el percibo de pensiones. - Fotocopia de la última declaración de la renta, o certificación negativa de la agencia tributaria, tanto del solicitante como del cónyuge o pareja de hecho, en su caso.  Información complementaria:  - Presentación de la solicitud en el centro de servicios sociales correspondiente al distrito municipal donde esté empadronado o resida el solicitante. - Valoración y propuesta por parte del trabajador social municipal. - Alta del servicio: Una vez valorada la idoneidad de la prestación del servicio por los técnicos municipales, la ocupación de la plaza vendrá determinada por la disponibilidad de plazas vacantes.;SI;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=0e9f711162242110VgnVCM1000000b205a0aRCRD;CALLE ESFINGE, 35, 28022 MADRID;7;CANILLEJAS;20;SAN_BLAS-CANILLEJAS;448196;4477390;40.445551214890436;-3.6108894098812616;917 547 732;/contenido/entidadesYorganismos/CentrosAtencionSocialMayores/CentrosDiaMayores
39259;Centro de Día Municipal ;Francisco_de_Goya;De 8:15 a 18 horas de Lunes a Viernes.;Atención sociosanitaria preventiva y rehabilitadora. Apoyo a la familia. Aseo y cuidado personal. Transporte adaptado. Alimentación y nutrición.;;35;Documentación a aportar:   - Solicitud en impreso específico. - Informe médico donde se indique el diagnóstico o enfermedad. - Certificación de pensiones expedida por el servicio competente (seguridad social, ministerio de hacienda, etc) sobre el percibo de pensiones. - Fotocopia de la última declaración de la renta, o certificación negativa de la agencia tributaria, tanto del solicitante como del cónyuge o pareja de hecho, en su caso.  Información complementaria:  - Presentación de la solicitud en el centro de servicios sociales correspondiente al distrito municipal donde esté empadronado o resida el solicitante. - Valoración y propuesta por parte del trabajador social municipal. - Alta del servicio: Una vez valorada la idoneidad de la prestación del servicio por los técnicos municipales, la ocupación de la plaza vendrá determinada por la disponibilidad de plazas vacantes.;SI;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=dfff598d1351c010VgnVCM1000000b205a0aRCRD;CALLE ALFREDO ALEIX, 3, 28044 MADRID;6;BUENAVISTA;11;CARABANCHEL;435990;4468952;40.368688282089266;-3.7539642790914662;915 081 324;/contenido/entidadesYorganismos/CentrosAtencionSocialMayores/CentrosDiaMayores
11780;Centro de Día Municipal ;Fray_Luis_de_León;De 8:15 a 18 horas de Lunes a Viernes.;Atención sociosanitaria preventiva y rehabilitadora. Apoyo a la familia. Aseo y cuidado personal. Transporte adaptado. Alimentación y nutrición.;;124;Documentación a aportar:   - Solicitud en impreso específico. - Informe médico donde se indique el diagnóstico o enfermedad. - Certificación de pensiones expedida por el servicio competente (seguridad social, ministerio de hacienda, etc) sobre el percibo de pensiones. - Fotocopia de la última declaración de la renta, o certificación negativa de la agencia tributaria, tanto del solicitante como del cónyuge o pareja de hecho, en su caso.  Información complementaria:  - Presentación de la solicitud en el centro de servicios sociales correspondiente al distrito municipal donde esté empadronado o resida el solicitante. - Valoración y propuesta por parte del trabajador social municipal. - Alta del servicio: Una vez valorada la idoneidad de la prestación del servicio por los técnicos municipales, la ocupación de la plaza vendrá determinada por la disponibilidad de plazas vacantes.;SI;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=3767d4985261c010VgnVCM1000000b205a0aRCRD;CALLE MANRESA, 1, 28034 MADRID;6;VALVERDE;8;FUENCARRAL-EL_PARDO;441589;4482765;40.49165208732234;-3.6905565775639646;916 313 691;/contenido/entidadesYorganismos/CentrosAtencionSocialMayores/CentrosDiaMayores
10911151;Centro de Día Municipal ;Fátima_de_Madrid_Cognitivo;De 8:15 a 18 horas de Lunes a Viernes.;Atención sociosanitaria preventiva y rehabilitadora. Apoyo a la familia. Aseo y cuidado personal. Transporte adaptado. Alimentación y nutrición.;;141;Documentación a aportar:   - Solicitud en impreso específico. - Informe médico donde se indique el diagnóstico o enfermedad. - Certificación de pensiones expedida por el servicio competente (seguridad social, ministerio de hacienda, etc) sobre el percibo de pensiones. - Fotocopia de la última declaración de la renta, o certificación negativa de la agencia tributaria, tanto del solicitante como del cónyuge o pareja de hecho, en su caso.  Información complementaria:  - Presentación de la solicitud en el centro de servicios sociales correspondiente al distrito municipal donde esté empadronado o resida el solicitante. - Valoración y propuesta por parte del trabajador social municipal. - Alta del servicio: Una vez valorada la idoneidad de la prestación del servicio por los técnicos municipales, la ocupación de la plaza vendrá determinada por la disponibilidad de plazas vacantes.;SI;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=8adf7fddc0279610VgnVCM1000001d4a900aRCRD;CALLE SIERRA DE LOS FILABRES, 15, 28038 MADRID;6;NUMANCIA;13;PUENTE_DE_VALLECAS;443412;4472185;40.39834092743854;-3.6668360432503273;915 520 181;/contenido/entidadesYorganismos/CentrosAtencionSocialMayores/CentrosDiaMayores
11773;Centro de Día Municipal ;Fátima_de_Madrid_Físico;De 8:15 a 18 horas de Lunes a Viernes.;Atención sociosanitaria preventiva y rehabilitadora. Apoyo a la familia. Aseo y cuidado personal. Transporte adaptado. Alimentación y nutrición.;;141;Documentación a aportar:   - Solicitud en impreso específico. - Informe médico donde se indique el diagnóstico o enfermedad. - Certificación de pensiones expedida por el servicio competente (seguridad social, ministerio de hacienda, etc) sobre el percibo de pensiones. - Fotocopia de la última declaración de la renta, o certificación negativa de la agencia tributaria, tanto del solicitante como del cónyuge o pareja de hecho, en su caso.  Información complementaria:  - Presentación de la solicitud en el centro de servicios sociales correspondiente al distrito municipal donde esté empadronado o resida el solicitante. - Valoración y propuesta por parte del trabajador social municipal. - Alta del servicio: Una vez valorada la idoneidad de la prestación del servicio por los técnicos municipales, la ocupación de la plaza vendrá determinada por la disponibilidad de plazas vacantes.;SI;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=800866051361c010VgnVCM1000000b205a0aRCRD;CALLE SIERRA DE LOS FILABRES, 15, 28038 MADRID;6;NUMANCIA;13;PUENTE_DE_VALLECAS;443412;4472185;40.39834092743854;-3.6668360432503273;915 520 181;/contenido/entidadesYorganismos/CentrosAtencionSocialMayores/CentrosDiaMayores
134020;Centro de Día Municipal ;Gallur;De 8:15 a 18 horas de Lunes a Viernes.;Atención sociosanitaria preventiva y rehabilitadora. Apoyo a la familia. Aseo y cuidado personal. Transporte adaptado. Alimentación y nutrición.;;33, 39, 65, 131;Documentación a aportar:   - Solicitud en impreso específico. - Informe médico donde se indique el diagnóstico o enfermedad. - Certificación de pensiones expedida por el servicio competente (seguridad social, ministerio de hacienda, etc) sobre el percibo de pensiones. - Fotocopia de la última declaración de la renta, o certificación negativa de la agencia tributaria, tanto del solicitante como del cónyuge o pareja de hecho, en su caso.  Información complementaria:  - Presentación de la solicitud en el centro de servicios sociales correspondiente al distrito municipal donde esté empadronado o resida el solicitante. - Valoración y propuesta por parte del trabajador social municipal. - Alta del servicio: Una vez valorada la idoneidad de la prestación del servicio por los técnicos municipales, la ocupación de la plaza vendrá determinada por la disponibilidad de plazas vacantes.;SI;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=037d15a11a81c010VgnVCM1000000b205a0aRCRD;CALLE GALLUR, 417, 28047 MADRID;1;LOS_CARMENES;10;LATINA;437193;4472287;40.396940990995056;-3.7413882211857974;913 696 249;/contenido/entidadesYorganismos/CentrosAtencionSocialMayores/CentrosDiaMayores
10911887;Centro de Día Municipal ;Gertrudis_de_la_Fuente_Cognitivo;De 8:15 a 18 horas de Lunes a Viernes.;Atención sociosanitaria preventiva y rehabilitadora. Apoyo a la familia. Aseo y cuidado personal. Transporte adaptado. Alimentación y nutrición.;y Renfe: Laguna;31, 55, 119;Documentación a aportar:   - Solicitud en impreso específico. - Informe médico donde se indique el diagnóstico o enfermedad. - Certificación de pensiones expedida por el servicio competente (seguridad social, ministerio de hacienda, etc) sobre el percibo de pensiones. - Fotocopia de la última declaración de la renta, o certificación negativa de la agencia tributaria, tanto del solicitante como del cónyuge o pareja de hecho, en su caso.  Información complementaria:  - Presentación de la solicitud en el centro de servicios sociales correspondiente al distrito municipal donde esté empadronado o resida el solicitante. - Valoración y propuesta por parte del trabajador social municipal. - Alta del servicio: Una vez valorada la idoneidad de la prestación del servicio por los técnicos municipales, la ocupación de la plaza vendrá determinada por la disponibilidad de plazas vacantes.;SI;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=6c0a9b17ec679610VgnVCM1000001d4a900aRCRD;CALLE GERTRUDIS DE LA FUENTE, 2, 28047 MADRID;1;LOS_CARMENES;10;LATINA;437062;4472332;40.39922282184552;-3.741656241718056;913 696 283;/contenido/entidadesYorganismos/CentrosAtencionSocialMayores/CentrosDiaMayores
10864277;Centro de Día Municipal ;Gertrudis_de_la_Fuente_Físico;De 8:15 a 18 horas de Lunes a Viernes.;Atención sociosanitaria preventiva y rehabilitadora. Apoyo a la familia. Aseo y cuidado personal. Transporte adaptado. Alimentación y nutrición.;y Renfe: Laguna;31, 55, 119;Documentación a aportar:   - Solicitud en impreso específico. - Informe médico donde se indique el diagnóstico o enfermedad. - Certificación de pensiones expedida por el servicio competente (seguridad social, ministerio de hacienda, etc) sobre el percibo de pensiones. - Fotocopia de la última declaración de la renta, o certificación negativa de la agencia tributaria, tanto del solicitante como del cónyuge o pareja de hecho, en su caso.  Información complementaria:  - Presentación de la solicitud en el centro de servicios sociales correspondiente al distrito municipal donde esté empadronado o resida el solicitante. - Valoración y propuesta por parte del trabajador social municipal. - Alta del servicio: Una vez valorada la idoneidad de la prestación del servicio por los técnicos municipales, la ocupación de la plaza vendrá determinada por la disponibilidad de plazas vacantes.;SI;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=679ea0f1cd738610VgnVCM2000001f4a900aRCRD;CALLE GERTRUDIS DE LA FUENTE, 2, 28047 MADRID;1;LOS_CARMENES;10;LATINA;437062;4472332;40.39922282184552;-3.741656241718056;913 696 283;/contenido/entidadesYorganismos/CentrosAtencionSocialMayores/CentrosDiaMayores
5439294;Centro de Día Municipal ;Isaac_Rabin;De 8:15 a 18 horas de Lunes a Viernes.;Atención sociosanitaria preventiva y rehabilitadora. Apoyo a la familia. Aseo y cuidado personal. Transporte adaptado. Alimentación y nutrición.;;32;Documentación a aportar:   - Solicitud en impreso específico. - Informe médico donde se indique el diagnóstico o enfermedad. - Certificación de pensiones expedida por el servicio competente (seguridad social, ministerio de hacienda, etc) sobre el percibo de pensiones. - Fotocopia de la última declaración de la renta, o certificación negativa de la agencia tributaria, tanto del solicitante como del cónyuge o pareja de hecho, en su caso.  Información complementaria:  - Presentación de la solicitud en el centro de servicios sociales correspondiente al distrito municipal donde esté empadronado o resida el solicitante. - Valoración y propuesta por parte del trabajador social municipal. - Alta del servicio: Una vez valorada la idoneidad de la prestación del servicio por los técnicos municipales, la ocupación de la plaza vendrá determinada por la disponibilidad de plazas vacantes.;SI;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=668e305442d44210VgnVCM1000000b205a0aRCRD;AVENIDA MORATALAZ, 134, 28030 MADRID;6;VINATEROS;14;MORATALAZ;445128;4473083;40.406554566008076;-3.6466819181608603;913 339 758;/contenido/entidadesYorganismos/CentrosAtencionSocialMayores/CentrosDiaMayores
67158;Centro de Día Municipal ;Jazmín;De 8:15 a 18 horas de Lunes a Viernes.;Atención sociosanitaria preventiva y rehabilitadora. Apoyo a la familia. Aseo y cuidado personal. Transporte adaptado. Alimentación y nutrición.; Pinar de Chamartín L1, L4;107, 125, 129, 150;Documentación a aportar:   - Solicitud en impreso específico. - Informe médico donde se indique el diagnóstico o enfermedad. - Certificación de pensiones expedida por el servicio competente (seguridad social, ministerio de hacienda, etc) sobre el percibo de pensiones. - Fotocopia de la última declaración de la renta, o certificación negativa de la agencia tributaria, tanto del solicitante como del cónyuge o pareja de hecho, en su caso.  Información complementaria:  - Presentación de la solicitud en el centro de servicios sociales correspondiente al distrito municipal donde esté empadronado o resida el solicitante. - Valoración y propuesta por parte del trabajador social municipal. - Alta del servicio: Una vez valorada la idoneidad de la prestación del servicio por los técnicos municipales, la ocupación de la plaza vendrá determinada por la disponibilidad de plazas vacantes.;SI;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=279068540e41c010VgnVCM2000000c205a0aRCRD;CALLE JAZMÍN, 48, 28033 MADRID;9;COSTILLARES;15;CIUDAD_LINEAL;443585;4481224;40.47978064651559;-3.6655883599552794;913 836 520;/contenido/entidadesYorganismos/CentrosAtencionSocialMayores/CentrosDiaMayores
11770;Centro de Día Municipal ;José_Manuel_Bringas;De 8:15 a 18 horas de Lunes a Viernes.;Atención sociosanitaria preventiva y rehabilitadora. Apoyo a la familia. Aseo y cuidado personal. Transporte adaptado. Alimentación y nutrición.;;6, 60, 78, 81, 116Renfe: Orcasitas;Documentación a aportar:   - Solicitud en impreso específico. - Informe médico donde se indique el diagnóstico o enfermedad. - Certificación de pensiones expedida por el servicio competente (seguridad social, ministerio de hacienda, etc) sobre el percibo de pensiones. - Fotocopia de la última declaración de la renta, o certificación negativa de la agencia tributaria, tanto del solicitante como del cónyuge o pareja de hecho, en su caso.  Información complementaria:  - Presentación de la solicitud en el centro de servicios sociales correspondiente al distrito municipal donde esté empadronado o resida el solicitante. - Valoración y propuesta por parte del trabajador social municipal. - Alta del servicio: Una vez valorada la idoneidad de la prestación del servicio por los técnicos municipales, la ocupación de la plaza vendrá determinada por la disponibilidad de plazas vacantes.;SI;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=d3b7d4985261c010VgnVCM1000000b205a0aRCRD;CALLE CAMINO VIEJO DE VILLAVERDE, 26, 28041 MADRID;1;ORCASITAS;12;USERA;439744;4469298;40.370203377828695;-3.7110473302029954;913 418 417;/contenido/entidadesYorganismos/CentrosAtencionSocialMayores/CentrosDiaMayores
4576033;Centro de Día Municipal ;José_Villareal;De 8:15 a 18 horas de Lunes a Viernes.;Atención sociosanitaria preventiva y rehabilitadora. Apoyo a la familia. Aseo y cuidado personal. Transporte adaptado. Alimentación y nutrición.; L3, L6 (Legazpi);148, 18, 6, 78;Documentación a aportar:   - Solicitud en impreso específico. - Informe médico donde se indique el diagnóstico o enfermedad. - Certificación de pensiones expedida por el servicio competente (seguridad social, ministerio de hacienda, etc) sobre el percibo de pensiones. - Fotocopia de la última declaración de la renta, o certificación negativa de la agencia tributaria, tanto del solicitante como del cónyuge o pareja de hecho, en su caso.  Información complementaria:  - Presentación de la solicitud en el centro de servicios sociales correspondiente al distrito municipal donde esté empadronado o resida el solicitante. - Valoración y propuesta por parte del trabajador social municipal. - Alta del servicio: Una vez valorada la idoneidad de la prestación del servicio por los técnicos municipales, la ocupación de la plaza vendrá determinada por la disponibilidad de plazas vacantes.;SI;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=76fb58098b982110VgnVCM1000000b205a0aRCRD;CALLE GUILLERMO DE OSMA, 14, 28045 MADRID;3;CHOPERA;2;ARGANZUELA;440785;4471788;40.394590968453905;-3.6977414672784543;"663 063 364
911 969 425";/contenido/entidadesYorganismos/CentrosAtencionSocialMayores/CentrosDiaMayores
4724544;Centro de Día Municipal ;Juan_Pablo_II;De 8:15 a 18 horas de Lunes a Viernes.;Atención sociosanitaria preventiva y rehabilitadora. Apoyo a la familia. Aseo y cuidado personal. Transporte adaptado. Alimentación y nutrición.;L9 (Pío XII);;Documentación a aportar:  - Solicitud en impreso específico. - Informe médico donde se indique el diagnóstico o enfermedad. - Certificación de pensiones expedida por el servicio competente (seguridad social, ministerio de hacienda, etc) sobre el percibo de pensiones. - Fotocopia de la última declaración de la renta, o certificación negativa de la agencia tributaria, tanto del solicitante como del cónyuge o pareja de hecho, en su caso.  Información complementaria:  - Presentación de la solicitud en el centro de servicios sociales correspondiente al distrito municipal donde esté empadronado o resida el solicitante. - Valoración y propuesta por parte del trabajador social municipal. - Alta del servicio: Una vez valorada la idoneidad de la prestación del servicio por los técnicos municipales, la ocupación de la plaza vendrá determinada por la disponibilidad de plazas vacantes.;SI;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=211a349579187110VgnVCM1000000b205a0aRCRD;CALLE PALMITO, 1, 28016 MADRID;5;NUEVA_ESPAÑA;5;CHAMARTIN;442835;4479338;40.46273936326158;-3.6742781738117163;913 591 705;/contenido/entidadesYorganismos/CentrosAtencionSocialMayores/CentrosDiaMayores
11768;Centro de Día Municipal ;La_Guindalera;De 8:15 a 18 horas de Lunes a Viernes.;Atención sociosanitaria preventiva y rehabilitadora. Apoyo a la familia. Aseo y cuidado personal. Transporte adaptado. Alimentación y nutrición.;Diego de León;48;Documentación a aportar:   - Solicitud en impreso específico. - Informe médico donde se indique el diagnóstico o enfermedad. - Certificación de pensiones expedida por el servicio competente (seguridad social, ministerio de hacienda, etc) sobre el percibo de pensiones. - Fotocopia de la última declaración de la renta, o certificación negativa de la agencia tributaria, tanto del solicitante como del cónyuge o pareja de hecho, en su caso.  Información complementaria:  - Presentación de la solicitud en el centro de servicios sociales correspondiente al distrito municipal donde esté empadronado o resida el solicitante. - Valoración y propuesta por parte del trabajador social municipal. - Alta del servicio: Una vez valorada la idoneidad de la prestación del servicio por los técnicos municipales, la ocupación de la plaza vendrá determinada por la disponibilidad de plazas vacantes.;SI;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=760b3d232e91f010VgnVCM1000000b205a0aRCRD;CALLE PILAR DE ZARAGOZA, 28, 28028 MADRID;4;GUINDALERA;4;SALAMANCA;443247;4476088;40.43349910050292;-3.6691167784691703;917 547 729;/contenido/entidadesYorganismos/CentrosAtencionSocialMayores/CentrosDiaMayores
4961354;Centro de Día Municipal ;La_Magdalena;De 8:15 a 18 horas de Lunes a Viernes.;Atención sociosanitaria preventiva y rehabilitadora. Apoyo a la familia. Aseo y cuidado personal. Transporte adaptado. Alimentación y nutrición.;Eugenia de Montijo;34, 35;Documentación a aportar:   - Solicitud en impreso específico. - Informe médico donde se indique el diagnóstico o enfermedad. - Certificación de pensiones expedida por el servicio competente (seguridad social, ministerio de hacienda, etc) sobre el percibo de pensiones. - Fotocopia de la última declaración de la renta, o certificación negativa de la agencia tributaria, tanto del solicitante como del cónyuge o pareja de hecho, en su caso.  Información complementaria:  - Presentación de la solicitud en el centro de servicios sociales correspondiente al distrito municipal donde esté empadronado o resida el solicitante. - Valoración y propuesta por parte del trabajador social municipal. - Alta del servicio: Una vez valorada la idoneidad de la prestación del servicio por los técnicos municipales, la ocupación de la plaza vendrá determinada por la disponibilidad de plazas vacantes.;SI;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=0b999b221ca2b110VgnVCM1000000b205a0aRCRD;CALLE MONSEÑOR OSCAR ROMERO, 75, 28047 MADRID;4;VISTA_ALEGRE;11;CARABANCHEL;436376;4470463;40.3823296679393;-3.749557129336097;914 624 109;/contenido/entidadesYorganismos/CentrosAtencionSocialMayores/CentrosDiaMayores
187785;Centro de Día Municipal ;La_Remonta;De 8:15 a 18 horas de Lunes a Viernes.;Atención sociosanitaria preventiva y rehabilitadora. Apoyo a la familia. Aseo y cuidado personal. Transporte adaptado. Alimentación y nutrición.; Valdeacederas;64, 124;Documentación a aportar:   - Solicitud en impreso específico. - Informe médico donde se indique el diagnóstico o enfermedad. - Certificación de pensiones expedida por el servicio competente (seguridad social, ministerio de hacienda, etc) sobre el percibo de pensiones. - Fotocopia de la última declaración de la renta, o certificación negativa de la agencia tributaria, tanto del solicitante como del cónyuge o pareja de hecho, en su caso.  Información complementaria:  - Presentación de la solicitud en el centro de servicios sociales correspondiente al distrito municipal donde esté empadronado o resida el solicitante. - Valoración y propuesta por parte del trabajador social municipal. - Alta del servicio: Una vez valorada la idoneidad de la prestación del servicio por los técnicos municipales, la ocupación de la plaza vendrá determinada por la disponibilidad de plazas vacantes.;SI;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=ee22c7202677f010VgnVCM2000000c205a0aRCRD;PLAZA REMONTA, 12, 28039 MADRID;5;VALDEACEDERAS;6;TETUAN;440877;4479438;40.46350318260671;-3.697380682148999;915 716 336;/contenido/entidadesYorganismos/CentrosAtencionSocialMayores/CentrosDiaMayores
10911074;Centro de Día Municipal ;Leñeros_Cognitivo;De 8:15 a 18 horas de Lunes a Viernes.;Atención sociosanitaria preventiva y rehabilitadora. Apoyo a la familia. Aseo y cuidado personal. Transporte adaptado. Alimentación y nutrición.;;44, 128;Documentación a aportar:   - Solicitud en impreso específico. - Informe médico donde se indique el diagnóstico o enfermedad. - Certificación de pensiones expedida por el servicio competente (seguridad social, ministerio de hacienda, etc) sobre el percibo de pensiones. - Fotocopia de la última declaración de la renta, o certificación negativa de la agencia tributaria, tanto del solicitante como del cónyuge o pareja de hecho, en su caso.  Información complementaria:  - Presentación de la solicitud en el centro de servicios sociales correspondiente al distrito municipal donde esté empadronado o resida el solicitante. - Valoración y propuesta por parte del trabajador social municipal. - Alta del servicio: Una vez valorada la idoneidad de la prestación del servicio por los técnicos municipales, la ocupación de la plaza vendrá determinada por la disponibilidad de plazas vacantes.;SI;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=9187033950279610VgnVCM2000001f4a900aRCRD;CALLE LEÑEROS, 25, 28039 MADRID;1;BELLAS_VISTAS;6;TETUAN;439852;4478398;40.45406088024461;-3.7093713617566357;917 547 727;/contenido/entidadesYorganismos/CentrosAtencionSocialMayores/CentrosDiaMayores
