PK,name,openingHours,same_as_wikidata_SubwayStation1,SubwayStation 1,same_as_wikidata_SubwayStation2,SubwayStation 2,same_as_wikidata_SubwayStation3,SubwayStation 3,busLine,description,accesibility,url,address,COD-MadridNeighborhood,same_as_wikidata_MadridNeighborhood,MadridNeighborhood,COD-District,same_as_wikidata_District,District,latitude,longitude,telephone
10911850,Esfinge Cognitivo,De 8:15 a 18 horas de Lunes a Viernes.,http://www.wikidata.org/entity/Q930999,Canillejas,,,,,"28, 48","Documentación a aportar:   - Solicitud en impreso específico. - Informe médico donde se indique el diagnóstico o enfermedad. - Certificación de pensiones expedida por el servicio competente (seguridad social, ministerio de hacienda, etc) sobre el percibo de pensiones. - Fotocopia de la última declaración de la renta, o certificación negativa de la agencia tributaria, tanto del solicitante como del cónyuge o pareja de hecho, en su caso.  Información complementaria:  - Presentación de la solicitud en el centro de servicios sociales correspondiente al distrito municipal donde esté empadronado o resida el solicitante. - Valoración y propuesta por parte del trabajador social municipal. - Alta del servicio: Una vez valorada la idoneidad de la prestación del servicio por los técnicos municipales, la ocupación de la plaza vendrá determinada por la disponibilidad de plazas vacantes.",true,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=48e54b052b679610VgnVCM1000001d4a900aRCRD,"CALLE ESFINGE, 35, 28022 MADRID",7,http://www.wikidata.org/entity/Q663013,Canillejas,20,http://www.wikidata.org/entity/Q2001937,San Blas,40.445551214890436,-3.6108894098812616,917 547 732
4567892,Esfinge Físico,De 8:15 a 18 horas de Lunes a Viernes.,http://www.wikidata.org/entity/Q930999,Canillejas,,,,,"28, 48","Documentación a aportar:   - Solicitud en impreso específico. - Informe médico donde se indique el diagnóstico o enfermedad. - Certificación de pensiones expedida por el servicio competente (seguridad social, ministerio de hacienda, etc) sobre el percibo de pensiones. - Fotocopia de la última declaración de la renta, o certificación negativa de la agencia tributaria, tanto del solicitante como del cónyuge o pareja de hecho, en su caso.  Información complementaria:  - Presentación de la solicitud en el centro de servicios sociales correspondiente al distrito municipal donde esté empadronado o resida el solicitante. - Valoración y propuesta por parte del trabajador social municipal. - Alta del servicio: Una vez valorada la idoneidad de la prestación del servicio por los técnicos municipales, la ocupación de la plaza vendrá determinada por la disponibilidad de plazas vacantes.",true,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=0e9f711162242110VgnVCM1000000b205a0aRCRD,"CALLE ESFINGE, 35, 28022 MADRID",7,http://www.wikidata.org/entity/Q663013,Canillejas,20,http://www.wikidata.org/entity/Q2001937,San Blas,40.445551214890436,-3.6108894098812616,917 547 732
39259,Francisco de Goya,De 8:15 a 18 horas de Lunes a Viernes.,,,,,,,35,"Documentación a aportar:   - Solicitud en impreso específico. - Informe médico donde se indique el diagnóstico o enfermedad. - Certificación de pensiones expedida por el servicio competente (seguridad social, ministerio de hacienda, etc) sobre el percibo de pensiones. - Fotocopia de la última declaración de la renta, o certificación negativa de la agencia tributaria, tanto del solicitante como del cónyuge o pareja de hecho, en su caso.  Información complementaria:  - Presentación de la solicitud en el centro de servicios sociales correspondiente al distrito municipal donde esté empadronado o resida el solicitante. - Valoración y propuesta por parte del trabajador social municipal. - Alta del servicio: Una vez valorada la idoneidad de la prestación del servicio por los técnicos municipales, la ocupación de la plaza vendrá determinada por la disponibilidad de plazas vacantes.",true,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=dfff598d1351c010VgnVCM1000000b205a0aRCRD,"CALLE ALFREDO ALEIX, 3, 28044 MADRID",6,http://www.wikidata.org/entity/Q953929,Buenavista,11,http://www.wikidata.org/entity/Q1001991,Carabanchel,40.368688282089266,-3.7539642790914662,915 081 324
11780,Fray Luis de León,De 8:15 a 18 horas de Lunes a Viernes.,,,,,,,124,"Documentación a aportar:   - Solicitud en impreso específico. - Informe médico donde se indique el diagnóstico o enfermedad. - Certificación de pensiones expedida por el servicio competente (seguridad social, ministerio de hacienda, etc) sobre el percibo de pensiones. - Fotocopia de la última declaración de la renta, o certificación negativa de la agencia tributaria, tanto del solicitante como del cónyuge o pareja de hecho, en su caso.  Información complementaria:  - Presentación de la solicitud en el centro de servicios sociales correspondiente al distrito municipal donde esté empadronado o resida el solicitante. - Valoración y propuesta por parte del trabajador social municipal. - Alta del servicio: Una vez valorada la idoneidad de la prestación del servicio por los técnicos municipales, la ocupación de la plaza vendrá determinada por la disponibilidad de plazas vacantes.",true,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=3767d4985261c010VgnVCM1000000b205a0aRCRD,"CALLE MANRESA, 1, 28034 MADRID",6,http://www.wikidata.org/entity/Q31132,Valverde,8,http://www.wikidata.org/entity/Q656196,Fuencarral-El Pardo,40.49165208732234,-3.6905565775639646,916 313 691
10911151,Fátima de Madrid Cognitivo,De 8:15 a 18 horas de Lunes a Viernes.,,,,,,,141,"Documentación a aportar:   - Solicitud en impreso específico. - Informe médico donde se indique el diagnóstico o enfermedad. - Certificación de pensiones expedida por el servicio competente (seguridad social, ministerio de hacienda, etc) sobre el percibo de pensiones. - Fotocopia de la última declaración de la renta, o certificación negativa de la agencia tributaria, tanto del solicitante como del cónyuge o pareja de hecho, en su caso.  Información complementaria:  - Presentación de la solicitud en el centro de servicios sociales correspondiente al distrito municipal donde esté empadronado o resida el solicitante. - Valoración y propuesta por parte del trabajador social municipal. - Alta del servicio: Una vez valorada la idoneidad de la prestación del servicio por los técnicos municipales, la ocupación de la plaza vendrá determinada por la disponibilidad de plazas vacantes.",true,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=8adf7fddc0279610VgnVCM1000001d4a900aRCRD,"CALLE SIERRA DE LOS FILABRES, 15, 28038 MADRID",6,http://www.wikidata.org/entity/Q10338144,Numancia,13,http://www.wikidata.org/entity/Q2003054,Puente de Vallecas,40.39834092743854,-3.6668360432503273,915 520 181
11773,Fátima de Madrid Físico,De 8:15 a 18 horas de Lunes a Viernes.,,,,,,,141,"Documentación a aportar:   - Solicitud en impreso específico. - Informe médico donde se indique el diagnóstico o enfermedad. - Certificación de pensiones expedida por el servicio competente (seguridad social, ministerio de hacienda, etc) sobre el percibo de pensiones. - Fotocopia de la última declaración de la renta, o certificación negativa de la agencia tributaria, tanto del solicitante como del cónyuge o pareja de hecho, en su caso.  Información complementaria:  - Presentación de la solicitud en el centro de servicios sociales correspondiente al distrito municipal donde esté empadronado o resida el solicitante. - Valoración y propuesta por parte del trabajador social municipal. - Alta del servicio: Una vez valorada la idoneidad de la prestación del servicio por los técnicos municipales, la ocupación de la plaza vendrá determinada por la disponibilidad de plazas vacantes.",true,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=800866051361c010VgnVCM1000000b205a0aRCRD,"CALLE SIERRA DE LOS FILABRES, 15, 28038 MADRID",6,http://www.wikidata.org/entity/Q10338144,Numancia,13,http://www.wikidata.org/entity/Q2003054,Puente de Vallecas,40.39834092743854,-3.6668360432503273,915 520 181
134020,Gallur,De 8:15 a 18 horas de Lunes a Viernes.,,,,,,,"33, 39, 65, 131","Documentación a aportar:   - Solicitud en impreso específico. - Informe médico donde se indique el diagnóstico o enfermedad. - Certificación de pensiones expedida por el servicio competente (seguridad social, ministerio de hacienda, etc) sobre el percibo de pensiones. - Fotocopia de la última declaración de la renta, o certificación negativa de la agencia tributaria, tanto del solicitante como del cónyuge o pareja de hecho, en su caso.  Información complementaria:  - Presentación de la solicitud en el centro de servicios sociales correspondiente al distrito municipal donde esté empadronado o resida el solicitante. - Valoración y propuesta por parte del trabajador social municipal. - Alta del servicio: Una vez valorada la idoneidad de la prestación del servicio por los técnicos municipales, la ocupación de la plaza vendrá determinada por la disponibilidad de plazas vacantes.",true,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=037d15a11a81c010VgnVCM1000000b205a0aRCRD,"CALLE GALLUR, 417, 28047 MADRID",1,http://www.wikidata.org/entity/Q10319792,Los Cármenes,10,http://www.wikidata.org/entity/Q794954,Latina,40.396940990995056,-3.7413882211857974,913 696 249
10911887,Gertrudis de la Fuente Cognitivo,De 8:15 a 18 horas de Lunes a Viernes.,http://www.wikidata.org/entity/Q2482135,Laguna,,,,,"31, 55, 119","Documentación a aportar:   - Solicitud en impreso específico. - Informe médico donde se indique el diagnóstico o enfermedad. - Certificación de pensiones expedida por el servicio competente (seguridad social, ministerio de hacienda, etc) sobre el percibo de pensiones. - Fotocopia de la última declaración de la renta, o certificación negativa de la agencia tributaria, tanto del solicitante como del cónyuge o pareja de hecho, en su caso.  Información complementaria:  - Presentación de la solicitud en el centro de servicios sociales correspondiente al distrito municipal donde esté empadronado o resida el solicitante. - Valoración y propuesta por parte del trabajador social municipal. - Alta del servicio: Una vez valorada la idoneidad de la prestación del servicio por los técnicos municipales, la ocupación de la plaza vendrá determinada por la disponibilidad de plazas vacantes.",true,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=6c0a9b17ec679610VgnVCM1000001d4a900aRCRD,"CALLE GERTRUDIS DE LA FUENTE, 2, 28047 MADRID",1,http://www.wikidata.org/entity/Q10319792,Los Cármenes,10,http://www.wikidata.org/entity/Q794954,Latina,40.39922282184552,-3.741656241718056,913 696 283
10864277,Gertrudis de la Fuente Físico,De 8:15 a 18 horas de Lunes a Viernes.,http://www.wikidata.org/entity/Q2482135,Laguna,,,,,"31, 55, 119","Documentación a aportar:   - Solicitud en impreso específico. - Informe médico donde se indique el diagnóstico o enfermedad. - Certificación de pensiones expedida por el servicio competente (seguridad social, ministerio de hacienda, etc) sobre el percibo de pensiones. - Fotocopia de la última declaración de la renta, o certificación negativa de la agencia tributaria, tanto del solicitante como del cónyuge o pareja de hecho, en su caso.  Información complementaria:  - Presentación de la solicitud en el centro de servicios sociales correspondiente al distrito municipal donde esté empadronado o resida el solicitante. - Valoración y propuesta por parte del trabajador social municipal. - Alta del servicio: Una vez valorada la idoneidad de la prestación del servicio por los técnicos municipales, la ocupación de la plaza vendrá determinada por la disponibilidad de plazas vacantes.",true,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=679ea0f1cd738610VgnVCM2000001f4a900aRCRD,"CALLE GERTRUDIS DE LA FUENTE, 2, 28047 MADRID",1,http://www.wikidata.org/entity/Q10319792,Los Cármenes,10,http://www.wikidata.org/entity/Q794954,Latina,40.39922282184552,-3.741656241718056,913 696 283
5439294,Isaac Rabin,De 8:15 a 18 horas de Lunes a Viernes.,,,,,,,32,"Documentación a aportar:   - Solicitud en impreso específico. - Informe médico donde se indique el diagnóstico o enfermedad. - Certificación de pensiones expedida por el servicio competente (seguridad social, ministerio de hacienda, etc) sobre el percibo de pensiones. - Fotocopia de la última declaración de la renta, o certificación negativa de la agencia tributaria, tanto del solicitante como del cónyuge o pareja de hecho, en su caso.  Información complementaria:  - Presentación de la solicitud en el centro de servicios sociales correspondiente al distrito municipal donde esté empadronado o resida el solicitante. - Valoración y propuesta por parte del trabajador social municipal. - Alta del servicio: Una vez valorada la idoneidad de la prestación del servicio por los técnicos municipales, la ocupación de la plaza vendrá determinada por la disponibilidad de plazas vacantes.",true,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=668e305442d44210VgnVCM1000000b205a0aRCRD,"AVENIDA MORATALAZ, 134, 28030 MADRID",6,http://www.wikidata.org/entity/Q10391533,Vinateros,14,http://www.wikidata.org/entity/Q2076109,Moratalaz,40.406554566008076,-3.6466819181608603,913 339 758
67158,Jazmín,De 8:15 a 18 horas de Lunes a Viernes.,http://www.wikidata.org/entity/Q921800,Pinar_de_Chamartín,,,,,"107, 125, 129, 150","Documentación a aportar:   - Solicitud en impreso específico. - Informe médico donde se indique el diagnóstico o enfermedad. - Certificación de pensiones expedida por el servicio competente (seguridad social, ministerio de hacienda, etc) sobre el percibo de pensiones. - Fotocopia de la última declaración de la renta, o certificación negativa de la agencia tributaria, tanto del solicitante como del cónyuge o pareja de hecho, en su caso.  Información complementaria:  - Presentación de la solicitud en el centro de servicios sociales correspondiente al distrito municipal donde esté empadronado o resida el solicitante. - Valoración y propuesta por parte del trabajador social municipal. - Alta del servicio: Una vez valorada la idoneidad de la prestación del servicio por los técnicos municipales, la ocupación de la plaza vendrá determinada por la disponibilidad de plazas vacantes.",true,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=279068540e41c010VgnVCM2000000c205a0aRCRD,"CALLE JAZMÍN, 48, 28033 MADRID",9,http://www.wikidata.org/entity/Q331385,Costillares,15,http://www.wikidata.org/entity/Q1763694,Ciudad Lineal,40.47978064651559,-3.6655883599552794,913 836 520
11770,José Manuel Bringas,De 8:15 a 18 horas de Lunes a Viernes.,,,,,,,"6, 60, 78, 81, 116Renfe: Orcasitas","Documentación a aportar:   - Solicitud en impreso específico. - Informe médico donde se indique el diagnóstico o enfermedad. - Certificación de pensiones expedida por el servicio competente (seguridad social, ministerio de hacienda, etc) sobre el percibo de pensiones. - Fotocopia de la última declaración de la renta, o certificación negativa de la agencia tributaria, tanto del solicitante como del cónyuge o pareja de hecho, en su caso.  Información complementaria:  - Presentación de la solicitud en el centro de servicios sociales correspondiente al distrito municipal donde esté empadronado o resida el solicitante. - Valoración y propuesta por parte del trabajador social municipal. - Alta del servicio: Una vez valorada la idoneidad de la prestación del servicio por los técnicos municipales, la ocupación de la plaza vendrá determinada por la disponibilidad de plazas vacantes.",true,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=d3b7d4985261c010VgnVCM1000000b205a0aRCRD,"CALLE CAMINO VIEJO DE VILLAVERDE, 26, 28041 MADRID",1,http://www.wikidata.org/entity/Q3773941,Orcasitas,12,http://www.wikidata.org/entity/Q953368,Usera,40.370203377828695,-3.7110473302029954,913 418 417
4576033,José Villareal,De 8:15 a 18 horas de Lunes a Viernes.,http://www.wikidata.org/entity/Q2056839,Legazpi,,,,,"148, 18, 6, 78","Documentación a aportar:   - Solicitud en impreso específico. - Informe médico donde se indique el diagnóstico o enfermedad. - Certificación de pensiones expedida por el servicio competente (seguridad social, ministerio de hacienda, etc) sobre el percibo de pensiones. - Fotocopia de la última declaración de la renta, o certificación negativa de la agencia tributaria, tanto del solicitante como del cónyuge o pareja de hecho, en su caso.  Información complementaria:  - Presentación de la solicitud en el centro de servicios sociales correspondiente al distrito municipal donde esté empadronado o resida el solicitante. - Valoración y propuesta por parte del trabajador social municipal. - Alta del servicio: Una vez valorada la idoneidad de la prestación del servicio por los técnicos municipales, la ocupación de la plaza vendrá determinada por la disponibilidad de plazas vacantes.",true,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=76fb58098b982110VgnVCM1000000b205a0aRCRD,"CALLE GUILLERMO DE OSMA, 14, 28045 MADRID",3,http://www.wikidata.org/entity/Q3773750,La Chopera,2,http://www.wikidata.org/entity/Q2000929,Arganzuela,40.394590968453905,-3.6977414672784543,"663 063 364
911 969 425"
4724544,Juan Pablo II,De 8:15 a 18 horas de Lunes a Viernes.,http://www.wikidata.org/entity/Q2635957,Pío_XII,,,,,,"Documentación a aportar:  - Solicitud en impreso específico. - Informe médico donde se indique el diagnóstico o enfermedad. - Certificación de pensiones expedida por el servicio competente (seguridad social, ministerio de hacienda, etc) sobre el percibo de pensiones. - Fotocopia de la última declaración de la renta, o certificación negativa de la agencia tributaria, tanto del solicitante como del cónyuge o pareja de hecho, en su caso.  Información complementaria:  - Presentación de la solicitud en el centro de servicios sociales correspondiente al distrito municipal donde esté empadronado o resida el solicitante. - Valoración y propuesta por parte del trabajador social municipal. - Alta del servicio: Una vez valorada la idoneidad de la prestación del servicio por los técnicos municipales, la ocupación de la plaza vendrá determinada por la disponibilidad de plazas vacantes.",true,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=211a349579187110VgnVCM1000000b205a0aRCRD,"CALLE PALMITO, 1, 28016 MADRID",5,http://www.wikidata.org/entity/Q10338128,Nueva España,5,http://www.wikidata.org/entity/Q1766348,Chamartín,40.46273936326158,-3.6742781738117163,913 591 705
11768,La Guindalera,De 8:15 a 18 horas de Lunes a Viernes.,http://www.wikidata.org/entity/Q2055658,Diego_de_León,,,,,48,"Documentación a aportar:   - Solicitud en impreso específico. - Informe médico donde se indique el diagnóstico o enfermedad. - Certificación de pensiones expedida por el servicio competente (seguridad social, ministerio de hacienda, etc) sobre el percibo de pensiones. - Fotocopia de la última declaración de la renta, o certificación negativa de la agencia tributaria, tanto del solicitante como del cónyuge o pareja de hecho, en su caso.  Información complementaria:  - Presentación de la solicitud en el centro de servicios sociales correspondiente al distrito municipal donde esté empadronado o resida el solicitante. - Valoración y propuesta por parte del trabajador social municipal. - Alta del servicio: Una vez valorada la idoneidad de la prestación del servicio por los técnicos municipales, la ocupación de la plaza vendrá determinada por la disponibilidad de plazas vacantes.",true,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=760b3d232e91f010VgnVCM1000000b205a0aRCRD,"CALLE PILAR DE ZARAGOZA, 28, 28028 MADRID",4,http://www.wikidata.org/entity/Q3814559,La Guindalera,4,http://www.wikidata.org/entity/Q1773521,Salamanca,40.43349910050292,-3.6691167784691703,917 547 729
4961354,La Magdalena,De 8:15 a 18 horas de Lunes a Viernes.,http://www.wikidata.org/entity/Q2058271,Eugenia_de_Montijo,,,,,"34, 35","Documentación a aportar:   - Solicitud en impreso específico. - Informe médico donde se indique el diagnóstico o enfermedad. - Certificación de pensiones expedida por el servicio competente (seguridad social, ministerio de hacienda, etc) sobre el percibo de pensiones. - Fotocopia de la última declaración de la renta, o certificación negativa de la agencia tributaria, tanto del solicitante como del cónyuge o pareja de hecho, en su caso.  Información complementaria:  - Presentación de la solicitud en el centro de servicios sociales correspondiente al distrito municipal donde esté empadronado o resida el solicitante. - Valoración y propuesta por parte del trabajador social municipal. - Alta del servicio: Una vez valorada la idoneidad de la prestación del servicio por los técnicos municipales, la ocupación de la plaza vendrá determinada por la disponibilidad de plazas vacantes.",true,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=0b999b221ca2b110VgnVCM1000000b205a0aRCRD,"CALLE MONSEÑOR OSCAR ROMERO, 75, 28047 MADRID",4,http://www.wikidata.org/entity/Q3813741,Vista Alegre,11,http://www.wikidata.org/entity/Q1001991,Carabanchel,40.3823296679393,-3.749557129336097,914 624 109
187785,La Remonta,De 8:15 a 18 horas de Lunes a Viernes.,http://www.wikidata.org/entity/Q2055837,Valdeacederas,,,,,"64, 124","Documentación a aportar:   - Solicitud en impreso específico. - Informe médico donde se indique el diagnóstico o enfermedad. - Certificación de pensiones expedida por el servicio competente (seguridad social, ministerio de hacienda, etc) sobre el percibo de pensiones. - Fotocopia de la última declaración de la renta, o certificación negativa de la agencia tributaria, tanto del solicitante como del cónyuge o pareja de hecho, en su caso.  Información complementaria:  - Presentación de la solicitud en el centro de servicios sociales correspondiente al distrito municipal donde esté empadronado o resida el solicitante. - Valoración y propuesta por parte del trabajador social municipal. - Alta del servicio: Una vez valorada la idoneidad de la prestación del servicio por los técnicos municipales, la ocupación de la plaza vendrá determinada por la disponibilidad de plazas vacantes.",true,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=ee22c7202677f010VgnVCM2000000c205a0aRCRD,"PLAZA REMONTA, 12, 28039 MADRID",5,http://www.wikidata.org/entity/Q10388711,Valdeacederas,6,http://www.wikidata.org/entity/Q1773540,Tetuán,40.46350318260671,-3.697380682148999,915 716 336
10911074,Leñeros Cognitivo,De 8:15 a 18 horas de Lunes a Viernes.,,,,,,,"44, 128","Documentación a aportar:   - Solicitud en impreso específico. - Informe médico donde se indique el diagnóstico o enfermedad. - Certificación de pensiones expedida por el servicio competente (seguridad social, ministerio de hacienda, etc) sobre el percibo de pensiones. - Fotocopia de la última declaración de la renta, o certificación negativa de la agencia tributaria, tanto del solicitante como del cónyuge o pareja de hecho, en su caso.  Información complementaria:  - Presentación de la solicitud en el centro de servicios sociales correspondiente al distrito municipal donde esté empadronado o resida el solicitante. - Valoración y propuesta por parte del trabajador social municipal. - Alta del servicio: Una vez valorada la idoneidad de la prestación del servicio por los técnicos municipales, la ocupación de la plaza vendrá determinada por la disponibilidad de plazas vacantes.",true,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=9187033950279610VgnVCM2000001f4a900aRCRD,"CALLE LEÑEROS, 25, 28039 MADRID",1,http://www.wikidata.org/entity/Q11908929,Bellas Vistas,6,http://www.wikidata.org/entity/Q1773540,Tetuán,40.45406088024461,-3.7093713617566357,917 547 727
114377,Leñeros Físico,De 8:15 a 18 horas de Lunes a Viernes.,,,,,,,"44, 128","Documentación a aportar:   - Solicitud en impreso específico. - Informe médico donde se indique el diagnóstico o enfermedad. - Certificación de pensiones expedida por el servicio competente (seguridad social, ministerio de hacienda, etc) sobre el percibo de pensiones. - Fotocopia de la última declaración de la renta, o certificación negativa de la agencia tributaria, tanto del solicitante como del cónyuge o pareja de hecho, en su caso.  Información complementaria:  - Presentación de la solicitud en el centro de servicios sociales correspondiente al distrito municipal donde esté empadronado o resida el solicitante. - Valoración y propuesta por parte del trabajador social municipal. - Alta del servicio: Una vez valorada la idoneidad de la prestación del servicio por los técnicos municipales, la ocupación de la plaza vendrá determinada por la disponibilidad de plazas vacantes.",true,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=7a2a8899fc81c010VgnVCM1000000b205a0aRCRD,"CALLE LEÑEROS, 25, 28039 MADRID",1,http://www.wikidata.org/entity/Q11908929,Bellas Vistas,6,http://www.wikidata.org/entity/Q1773540,Tetuán,40.45406088024461,-3.7093713617566357,917 547 727
4653332,Loyola de Palacio,De 8:15 a 18 horas de Lunes a Viernes.,http://www.wikidata.org/entity/Q2057787,San_Fermín-Orcasur,,,,,"123, 78","Documentación a aportar:   - Solicitud en impreso específico. - Informe médico donde se indique el diagnóstico o enfermedad. - Certificación de pensiones expedida por el servicio competente (seguridad social, ministerio de hacienda, etc) sobre el percibo de pensiones. - Fotocopia de la última declaración de la renta, o certificación negativa de la agencia tributaria, tanto del solicitante como del cónyuge o pareja de hecho, en su caso.  Información complementaria:  - Presentación de la solicitud en el centro de servicios sociales correspondiente al distrito municipal donde esté empadronado o resida el solicitante. - Valoración y propuesta por parte del trabajador social municipal. - Alta del servicio: Una vez valorada la idoneidad de la prestación del servicio por los técnicos municipales, la ocupación de la plaza vendrá determinada por la disponibilidad de plazas vacantes.",true,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=c918fa6773b45110VgnVCM1000000b205a0aRCRD,"CALLE SILVINA, 10, 28041 MADRID",3,http://www.wikidata.org/entity/Q71758,San Fermín (Madrid),12,http://www.wikidata.org/entity/Q953368,Usera,40.36609508795193,-3.691758695831246,913 920 744
4596681,Luis Peidró,De 8:15 a 18 horas de Lunes a Viernes.,http://www.wikidata.org/entity/Q2479039,Puente_de_Vallecas,,,,,"152, 10, 24, 54","Documentación a aportar:   - Solicitud en impreso específico. - Informe médico donde se indique el diagnóstico o enfermedad. - Certificación de pensiones expedida por el servicio competente (seguridad social, ministerio de hacienda, etc) sobre el percibo de pensiones. - Fotocopia de la última declaración de la renta, o certificación negativa de la agencia tributaria, tanto del solicitante como del cónyuge o pareja de hecho, en su caso.  Información complementaria:  - Presentación de la solicitud en el centro de servicios sociales correspondiente al distrito municipal donde esté empadronado o resida el solicitante. - Valoración y propuesta por parte del trabajador social municipal. - Alta del servicio: Una vez valorada la idoneidad de la prestación del servicio por los técnicos municipales, la ocupación de la plaza vendrá determinada por la disponibilidad de plazas vacantes.",true,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=2b87907d8b923110VgnVCM1000000b205a0aRCRD,"CALLE LUIS PEIDRO, 2, 28007 MADRID",2,http://www.wikidata.org/entity/Q3774001,Adelfas,3,http://www.wikidata.org/entity/Q2002296,Retiro,40.39701377469427,-3.6735395596361586,914 945 570
4557784,Margarita Retuerto,De 8:15 a 18 horas de Lunes a Viernes.,http://www.wikidata.org/entity/Q2014690,Ventas,,,,,"53, 74","Documentación a aportar:   - Solicitud en impreso específico. - Informe médico donde se indique el diagnóstico o enfermedad. - Certificación de pensiones expedida por el servicio competente (seguridad social, ministerio de hacienda, etc) sobre el percibo de pensiones. - Fotocopia de la última declaración de la renta, o certificación negativa de la agencia tributaria, tanto del solicitante como del cónyuge o pareja de hecho, en su caso.  Información complementaria:  - Presentación de la solicitud en el centro de servicios sociales correspondiente al distrito municipal donde esté empadronado o resida el solicitante. - Valoración y propuesta por parte del trabajador social municipal. - Alta del servicio: Una vez valorada la idoneidad de la prestación del servicio por los técnicos municipales, la ocupación de la plaza vendrá determinada por la disponibilidad de plazas vacantes.",true,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=dc182eb6daae1110VgnVCM1000000b205a0aRCRD,"CALLE FRANCISCO ALTIMIRAS, 4, 28028 MADRID",4,http://www.wikidata.org/entity/Q3814559,La Guindalera,4,http://www.wikidata.org/entity/Q1773521,Salamanca,40.43409783062514,-3.6637111034337244,917 241 448
10863999,María Teresa León,De 8:15 a 18 horas de lunes a viernes.,http://www.wikidata.org/entity/Q1113361,Iglesia,,,,,"40, 147","Documentación a aportar:   - Solicitud en impreso específico. - Informe médico donde se indique el diagnóstico o enfermedad. - Certificación de pensiones expedida por el servicio competente (seguridad social, ministerio de hacienda, etc) sobre el percibo de pensiones. - Fotocopia de la última declaración de la renta, o certificación negativa de la agencia tributaria, tanto del solicitante como del cónyuge o pareja de hecho, en su caso.  Información complementaria:  - Presentación de la solicitud en el centro de servicios sociales correspondiente al distrito municipal donde esté empadronado o resida el solicitante. - Valoración y propuesta por parte del trabajador social municipal. - Alta del servicio: Una vez valorada la idoneidad de la prestación del servicio por los técnicos municipales, la ocupación de la plaza vendrá determinada por la disponibilidad de plazas vacantes.",true,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=3c419cb64c738610VgnVCM2000001f4a900aRCRD,"CALLE RAFAEL CALVO, 8, 28010 MADRID",4,http://www.wikidata.org/entity/Q10954432,Almagro,7,http://www.wikidata.org/entity/Q1763370,Chamberí,40.43357121581537,-3.6968361471317497,916 313 797
